Date,Open,High,Low,Close,Volume,code,name,ret_cc,mom_1d,mom_3d,mom_5d,mom_10d,mom_20d,vol_10d,vol_20d,dollar_volume,oc_ret,oo_ret,cc_next_ret,situation,market_mom_20d,market_vol_20d,weekday,week_key,monday_open,friday_close,monfri_open_to_fri_close_ret,score,rank,trade_return
2025-10-20,56808.88845856442,57688.88845189846,56711.1106815273,57297.77734375,28709,053800,안랩,0.00687282156837532,-0.028380640959937975,-0.020201997783230063,-0.03801649279818531,-0.028380640959937975,-0.05825242592923352,0.013264892825355706,0.011638733722043791,7118796536.21875,0.008605851979345935,0.012048208013017536,0.011945407731852598,flat_low_vol,-0.017892701164922697,0.007778310742410715,0,2025-10-18/2025-10-24,56808.88845856442,57297.77734375,0.008605851979345935,2.438464667868891,3.0,0.005505851979345935
2025-10-20,4760.0,5500.0,4425.0,4830.0,1031939,054780,키이스트,-0.015290519877675823,-0.1825,-0.15866209262435682,-0.10818181818181816,-0.018018018018018056,0.08039647577092501,0.07916795945188058,0.06340633080116069,10038945780.0,0.014705882352941124,0.012605042016806678,-0.03416149068322982,flat_low_vol,-0.017892701164922697,0.007778310742410715,0,2025-10-18/2025-10-24,4760.0,4950.0,0.0399159663865547,2.8782614873633285,2.0,0.036815966386554703
2023-05-08,3228.3669115595458,3273.645549870339,3214.7833200663076,3232.894775390625,275496,058850,KTcs,0.001402514680235889,-0.03125,0.008486502749556424,0.004225398534237312,-0.028610372838624665,-0.11318408735941421,0.017566787661378553,0.016575896472771807,1325770854.060791,0.0014025245441795509,-0.005610081692671298,-0.0238095076271696,flat_low_vol,-0.005384796972986328,0.009747370537325419,0,2023-05-06/2023-05-12,3228.3669115595458,3042.724609375,-0.05750347072379902,1.8852675661513951,2.0,-0.06060347072379902
2025-03-10,55700.0,56700.0,54600.0,54800.0,120281,058970,엠로,-0.0036363636363636598,-0.07563025210084029,-0.08637873754152825,-0.17664670658682635,-0.2434662998624484,-0.3373493975903614,0.028605339574432266,0.028019223941417745,20039140000.0,-0.016157989228007152,-0.055655296229802476,-0.009124087591240837,flat_low_vol,0.009060884843619776,0.008098042022628614,0,2025-03-08/2025-03-14,55700.0,53800.0,-0.03411131059245964,2.6992272255279843,2.0,-0.03721131059245964
2024-05-13,3841.628398976631,3899.834889870217,3788.2724489908446,3865.881103515625,157763,059210,메타바이오메드,0.006313126338152841,-0.0715122681289928,-0.07692308594811892,-0.06823522194513598,-0.08545032735990432,-0.031784828739432114,0.02537501246710381,0.025674196285295388,3925237618.857422,0.0063131313131312705,-3.507596657570389e-08,-0.0037641503768097717,flat_low_vol,0.018775352957506763,0.008289731250196117,0,2024-05-11/2024-05-17,3841.628398976631,4768.08154296875,0.24116157206639666,2.7853751421987325,3.0,0.23806157206639667
2025-03-17,1799.0,1875.0,1769.0,1799.0,294537,060570,드림어스컴퍼니,0.0016703786191536452,-0.078974358974359,-0.054239073196419185,0.07932692307692313,0.023361823361823353,0.02511415525114158,0.049778597476725556,0.03590885454753131,1242145928.0,0.0,0.0,0.0,flat_low_vol,0.00517710123720283,0.008456610757328538,0,2025-03-15/2025-03-21,1799.0,1710.0,-0.0494719288493608,2.1993004224020396,3.0,-0.0525719288493608
2025-09-01,1789.0,1894.0,1767.0,1784.0,251406,060570,드림어스컴퍼니,0.015945330296127658,-0.13497536945812805,-0.09391124871001033,-0.10224948875255624,-0.14132029339853303,-0.21078651685393257,0.046843478385637405,0.040978550505719094,1004595308.0,-0.0027948574622693734,-0.0027948574622693734,-0.024663677130044803,flat_low_vol,-0.017247183964924306,0.009206176700881539,0,2025-08-30/2025-09-05,1789.0,1786.0,-0.001676914477361624,3.2938053638400526,1.0,-0.004776914477361624
2024-01-22,8987.633398642445,9335.541788267314,8968.305154774396,9209.908203125,31465,060850,영림원소프트랩,0.031385307897234815,-0.05521469730316553,-0.012820541886594095,-0.004310318543690794,0.05239170411550953,0.06438349355610984,0.03219325755450876,0.024232394123718665,2637460962.5,0.02473118279569886,0.024731189415512445,-0.0010493114900668177,flat_low_vol,0.011091062875752344,0.008983888295214144,0,2024-01-20/2024-01-26,8987.633398642445,9074.6103515625,0.009677403278731012,2.278548996077997,3.0,0.006577403278731011
2023-09-11,35550.0,36600.0,34950.0,36600.0,203792,064290,인텍플러스,0.025210084033613356,-0.06299212598425197,-0.0822622107969152,-0.12068965517241381,0.02145922746781115,0.008474576271186418,0.04585587933207805,0.042000221413533094,23283897000.0,0.029535864978903037,0.09563994374120965,0.06557377049180335,flat_low_vol,0.00026485857471092444,0.008495504103771163,0,2023-09-09/2023-09-15,35550.0,37800.0,0.06329113924050622,1.4998046168384,3.0,0.060191139240506224
2024-03-25,21634.214678574823,21843.848054699374,21424.581302450268,21550.361328125,970582,067310,하나마이크론,-0.003875967592566698,-0.053211112372350766,-0.03910625671653811,-0.06859211301022516,-0.0851065059941628,-0.019011486988663173,0.031173134803898904,0.03388522052100074,55741290108.22656,-0.003875959987254207,7.589210371250488e-08,-0.007782007715394168,flat_low_vol,-0.0027987668139914934,0.006103078235361996,0,2024-03-23/2024-03-29,21634.214678574823,24024.041015625,0.11046513000617075,1.5703339554592122,3.0,0.10736513000617075
2024-07-01,8210.0,8500.0,8150.0,8450.0,784029,067630,HLB생명과학,0.027980535279805263,-0.04418604651162794,-0.11326860841423947,-0.07640449438202246,-0.06164383561643838,-0.19490695396669933,0.027889877357511698,0.024469594339336573,7051280400.0,0.02923264311814866,0.01948842874543244,-0.03076923076923077,flat_low_vol,-0.000694904204533886,0.006056645355885437,0,2024-06-29/2024-07-05,8210.0,11740.0,0.42996345919610235,1.8057531276926728,3.0,0.42686345919610236
2023-07-17,15300.0,15390.0,14840.0,15140.0,193431,078350,한양디지텍,-0.009810333551340755,-0.061963190184049055,-0.036546943919344654,-0.003908794788273662,-0.13518099547511309,-0.08443113772455091,0.039856752028361905,0.03299915764948257,5060852390.0,-0.010457516339869244,-0.005228758169934622,-0.029722589167767488,flat_low_vol,-0.005966033454223751,0.007786288249558044,0,2023-07-15/2023-07-21,15300.0,14010.0,-0.08431372549019611,1.8777203600838168,3.0,-0.08741372549019612
2024-03-25,298.0,317.0,283.0,290.0,3153546,082660,코스나인,-0.02684563758389258,-0.20744680851063835,0.10780669144981414,0.06428571428571428,-0.019736842105263164,-0.053968253968254,0.12311571485003076,0.08888609685119335,3347680148.0,-0.02684563758389258,-0.020134228187919434,-0.0034482758620689724,flat_low_vol,-0.0027987668139914934,0.006103078235361996,0,2024-03-23/2024-03-29,298.0,268.0,-0.10067114093959728,2.3338499029598605,1.0,-0.10377114093959729
2023-07-24,13870.205246424692,13870.205246424692,13346.241684015207,13652.7109375,211329,086390,유니테스트,-0.007902292784003229,-0.06072878082991906,-0.053705004472356044,-0.04000002997502061,-0.01764295650178338,-0.046575390475437906,0.028248201696380117,0.02410951033634673,6786105218.644531,-0.015680684248039922,-0.01568064711475403,-0.022447464932273675,flat_low_vol,-0.0020665757691195052,0.008094037299880173,0,2023-07-22/2023-07-28,13870.205246424692,13731.7998046875,-0.009978615260424428,2.518872427631443,2.0,-0.013078615260424429
2024-03-25,22250.0,22650.0,22150.0,22250.0,54781,088390,이녹스,0.004514672686230181,-0.043196544276457916,-0.051391862955032175,-0.05341880341880345,-0.079002079002079,-0.06736842105263163,0.025412415500861395,0.024393489009216347,1076135600.0,0.0,0.011235955056179803,0.03370786516853941,flat_low_vol,-0.0027987668139914934,0.006103078235361996,0,2024-03-23/2024-03-29,22250.0,22300.0,0.0022471910112360494,1.7708227084750934,2.0,-0.0008528089887639505
2024-01-22,4205.0,4575.0,4205.0,4285.0,56304,091970,나노캠텍,0.019024970273483932,-0.13920163766632554,-0.16732673267326736,-0.19134615384615383,-0.22702205882352944,-0.25310834813499117,0.04199380725436779,0.034553391314528635,2652896655.0,0.019024970273483932,0.019024970273483932,0.03267211201866971,flat_low_vol,0.011091062875752344,0.008983888295214144,0,2024-01-20/2024-01-26,4205.0,4060.0,-0.03448275862068961,4.028595526245655,1.0,-0.03758275862068961
2024-01-29,19249.009439393423,19534.69074632403,17672.83671150041,18047.177734375,5496727,098460,고영,-0.0497925055183609,-0.08408549265670406,0.13079181143118546,0.20124609291183204,0.2414680909409841,0.1354534618856993,0.06157828116262653,0.05082611921258794,136907522671.48438,-0.06243602865916076,-0.06908911239214965,-0.025655089119176022,flat_low_vol,0.0011920354102821218,0.008538902312512822,0,2024-01-27/2024-02-02,19249.009439393423,17268.94140625,-0.10286597029201827,1.6543756233877263,3.0,-0.10596597029201828
2024-06-03,17515.35713661164,17663.45767609821,17396.876705022383,17643.7109375,91155,099190,아이센스,0.014188521645410512,-0.032399810764378256,-0.0531971762162774,-0.08133475442887372,-0.10829966465131768,-0.1023942870548552,0.01540028835134893,0.013254947764677,7245641865.625,0.00732807215332576,0.005637015375016929,-0.001119157631857992,flat_low_vol,0.003817691180958427,0.005042318432426693,0,2024-06-01/2024-06-07,17515.35713661164,20141.671875,0.14994354485063166,2.444355974809666,1.0,0.14684354485063167
2023-07-03,54953.46353226534,55348.10240861913,52585.6302741426,54657.484375,610691,101490,에스앤에스텍,0.0,-0.0735786520052808,-0.06418920500548486,-0.07666667568510843,-0.10500809325103588,-0.026362084645856987,0.027591426266014574,0.02846255130739087,52412373546.8125,-0.0053859964093356805,-0.010772000745023491,-0.0018050621498256758,flat_low_vol,0.011917685566188219,0.0054336016116788115,0,2023-07-01/2023-07-07,54953.46353226534,51303.0546875,-0.0664272751911632,2.5851038865294775,2.0,-0.06952727519116321
2023-05-15,11740.0,12400.0,11730.0,11830.0,350277,101730,위메이드맥스,-0.01988400994200501,-0.10856720827178734,-0.19800664451827243,-0.1877523553162853,-0.19853917662682607,-0.22528883183568682,0.0504820137087536,0.04072227806291127,9286332110.0,0.0076660988074956915,0.017035775127768327,0.040574809805578926,flat_low_vol,-0.009591717271591693,0.008220531523112896,0,2023-05-13/2023-05-19,11740.0,12190.0,0.03833049403747868,2.666039657802626,3.0,0.03523049403747868
2023-07-03,10120.0,10800.0,10120.0,10680.0,189763,101730,위메이드맥스,0.030888030888030826,-0.040740740740740744,-0.0839964633068081,-0.09519650655021838,-0.09913043478260875,-0.15081967213114755,0.018988002675200247,0.018618158696893282,2777246640.0,0.05533596837944654,0.06422924901185767,-0.02059925093632964,flat_low_vol,0.011917685566188219,0.0054336016116788115,0,2023-07-01/2023-07-07,10120.0,9920.0,-0.01976284584980237,2.188226097113403,3.0,-0.022862845849802367
2024-03-18,13220.0,15120.0,13000.0,14900.0,1578160,101730,위메이드맥스,0.1658841940532081,-0.07256894049346885,-0.07792207792207795,-0.0031201248049922414,0.08121827411167515,-0.0023419203747072626,0.04949862634625369,0.03810086868042187,6546324960.0,0.1270801815431164,0.10287443267776086,-0.045637583892617406,flat_low_vol,-0.002669073908508901,0.005747158313378952,0,2024-03-16/2024-03-22,13220.0,13410.0,0.01437216338880476,1.9046531747649733,2.0,0.01127216338880476
