w_mom,w_lv,w_rsi,w_vol,tr_sharpe,tr_cumret,tr_annual,tr_mdd,te_sharpe,te_cumret,te_annual,te_mdd,te_winrate
0.1,0.05,0.30000000000000004,0.55,-0.11023582,-0.18213081,-0.06906074,-0.45545483,2.339679,2.3759904,1.2800756,-0.21212378,0.4919355
0.1,0.05,0.35000000000000003,0.5,0.21305406,0.05934608,0.020732045,-0.3847372,2.0370307,1.8042662,1.0107656,-0.25422132,0.48387095
0.1,0.05,0.4,0.45,0.17788962,0.03044641,0.010732293,-0.36670038,1.9702395,1.7855153,1.0016477,-0.25508815,0.49731183
0.1,0.05,0.45,0.4,-0.0684221,-0.15224487,-0.05709243,-0.3906126,1.9223224,1.6706612,0.94535935,-0.2458061,0.50537634
0.1,0.05,0.5,0.35000000000000003,-0.120809406,-0.18273377,-0.069305,-0.42588013,1.8231928,1.4956005,0.8580357,-0.24429427,0.50268817
0.1,0.05,0.55,0.30000000000000004,-0.22935353,-0.23651975,-0.091585696,-0.41896492,2.2189744,2.1695766,1.1846807,-0.19898938,0.5080645
0.1,0.05,0.6000000000000001,0.25,-0.4047683,-0.32826972,-0.1320532,-0.40331453,2.0185826,1.6303723,0.9254303,-0.2160813,0.52150536
0.1,0.05,0.65,0.2,-0.18579826,-0.20410752,-0.07804251,-0.35051692,1.8149827,1.3032179,0.7597573,-0.23155218,0.53494626
0.1,0.05,0.7000000000000001,0.15000000000000002,-0.30621475,-0.26802218,-0.10510838,-0.41273403,1.72613,1.0821962,0.64351153,-0.19922237,0.5268817
0.1,0.05,0.75,0.1,-0.16335239,-0.18901151,-0.0718559,-0.43767473,1.6976141,0.99235773,0.59513426,-0.2179155,0.52956986
0.1,0.05,0.8,0.05,-0.48186088,-0.34238017,-0.138587,-0.4530992,1.418615,0.7521615,0.46218336,-0.20461437,0.5
0.1,0.05,0.8500000000000001,0.0,-0.16903503,-0.1823014,-0.069129825,-0.38023403,1.473278,0.8202404,0.5004318,-0.17887494,0.48924732
0.1,0.1,0.0,0.8,0.21909961,0.06446922,0.022486448,-0.3365589,2.486086,3.1563482,1.6249888,-0.24342999,0.5080645
0.1,0.1,0.05,0.75,-0.4452866,-0.3422383,-0.1385209,-0.53367597,2.579472,3.0123138,1.5630164,-0.21093743,0.4919355
0.1,0.1,0.1,0.7000000000000001,0.035834953,-0.060286045,-0.021888733,-0.455018,2.8536358,3.5764956,1.801934,-0.18841399,0.5322581
0.1,0.1,0.15000000000000002,0.65,0.75785494,0.6091739,0.18450439,-0.3966755,2.4559295,2.8141556,1.4765697,-0.1310876,0.5080645
0.1,0.1,0.2,0.6000000000000001,0.60469174,0.42303956,0.13379586,-0.38131607,2.267964,2.1487906,1.1749649,-0.17978053,0.48924732
0.1,0.1,0.25,0.55,0.6350265,0.45792663,0.14361227,-0.35009825,1.7333311,1.2143447,0.71346724,-0.18839753,0.4919355
0.1,0.1,0.30000000000000004,0.5,0.07865606,-0.03151679,-0.011333704,-0.40711302,2.312092,2.040687,1.1240973,-0.15800656,0.5080645
0.1,0.1,0.35000000000000003,0.45,-0.19021252,-0.19451481,-0.07410264,-0.39402893,2.0261517,1.6585941,0.93940055,-0.1991928,0.5080645
0.1,0.1,0.4,0.4,-0.44408488,-0.31655055,-0.12669349,-0.51357186,2.1413882,1.7958825,1.0066915,-0.20400617,0.51344085
0.1,0.1,0.45,0.35000000000000003,-0.055763364,-0.11058593,-0.040854573,-0.4422312,1.8972205,1.2957442,0.75588703,-0.22475505,0.5107527
0.1,0.1,0.5,0.30000000000000004,-0.32477173,-0.25858158,-0.10101724,-0.45607474,1.8460994,1.2317657,0.7225877,-0.21194497,0.50268817
0.1,0.1,0.55,0.25,-0.26221406,-0.22255874,-0.085707724,-0.4188905,1.7203827,1.0582335,0.6306747,-0.21119797,0.5107527
0.1,0.1,0.6000000000000001,0.2,-0.4328865,-0.29885125,-0.11870992,-0.38589674,1.4838783,0.7883041,0.48254776,-0.21599576,0.5241935
0.1,0.1,0.65,0.15000000000000002,-0.27543995,-0.22135365,-0.08520353,-0.34533012,1.2176901,0.5701958,0.3575096,-0.20771134,0.5268817
0.1,0.1,0.7000000000000001,0.1,-0.43557265,-0.29950553,-0.11900276,-0.40058923,1.4358103,0.67473125,0.4180932,-0.13904266,0.5403226
0.1,0.1,0.75,0.05,-0.5908437,-0.34795862,-0.141195,-0.45519882,1.3131238,0.58709776,0.36739135,-0.1828262,0.52150536
0.1,0.1,0.8,0.0,-0.069911115,-0.100097835,-0.036844015,-0.37688145,1.24826,0.5546273,0.3483771,-0.2021957,0.51344085
0.1,0.15000000000000002,0.0,0.75,-0.707175,-0.41038996,-0.1714158,-0.45724085,2.2016895,2.1430237,1.1722658,-0.19165735,0.4784946
0.1,0.15000000000000002,0.05,0.7000000000000001,-0.8516701,-0.46018893,-0.19703573,-0.58344847,2.118597,1.7774906,0.99773955,-0.17238903,0.47311828
0.1,0.15000000000000002,0.1,0.65,-0.31106687,-0.22662503,-0.087412655,-0.44418305,1.5869846,1.0356541,0.6185349,-0.20240216,0.50537634
0.1,0.15000000000000002,0.15000000000000002,0.6000000000000001,-0.2964931,-0.21764183,-0.08365369,-0.47568646,2.1182811,1.7421365,0.98047805,-0.14472218,0.52150536
0.1,0.15000000000000002,0.2,0.55,-0.18029374,-0.1621198,-0.0610165,-0.42832586,2.1356382,1.5946608,0.907683,-0.16652527,0.52150536
0.1,0.15000000000000002,0.25,0.5,-0.19451205,-0.1755274,-0.0663923,-0.42369148,2.1933897,1.610656,0.91564167,-0.16703804,0.52150536
0.1,0.15000000000000002,0.30000000000000004,0.45,-0.63733065,-0.36829388,-0.15082562,-0.48158154,1.4239146,0.8232552,0.5021148,-0.17914526,0.5080645
0.1,0.15000000000000002,0.35000000000000003,0.4,-0.5808497,-0.34346467,-0.13909292,-0.47871777,1.7555078,1.0901852,0.64778054,-0.15738815,0.5188172
0.1,0.15000000000000002,0.4,0.35000000000000003,-0.3824084,-0.26183403,-0.10242289,-0.42217734,1.6662675,0.94532263,0.5695261,-0.18554227,0.5188172
0.1,0.15000000000000002,0.45,0.30000000000000004,-0.5657625,-0.3326763,-0.1340841,-0.45003188,1.2409742,0.5842496,0.3657285,-0.15347734,0.516129
0.1,0.15000000000000002,0.5,0.25,-0.48151827,-0.2930699,-0.11613035,-0.4458692,1.1642114,0.51279986,0.32369363,-0.18945928,0.5188172
0.1,0.15000000000000002,0.55,0.2,-0.25088787,-0.19251812,-0.073286355,-0.41659707,1.1886476,0.51485634,0.3249123,-0.17158349,0.5188172
0.1,0.15000000000000002,0.6000000000000001,0.15000000000000002,-0.2826241,-0.2064429,-0.079006314,-0.41888484,1.0114542,0.4006642,0.25640452,-0.19820826,0.54569894
0.1,0.15000000000000002,0.65,0.1,-0.11149192,-0.12163144,-0.0451113,-0.36032057,0.8092449,0.2935158,0.19046426,-0.16510247,0.51344085
0.1,0.15000000000000002,0.7000000000000001,0.05,-0.24952345,-0.18005413,-0.06822008,-0.43161592,0.68899375,0.23022091,0.1506846,-0.15708536,0.5107527
0.1,0.15000000000000002,0.75,0.0,-0.23203386,-0.16676229,-0.062871635,-0.41387254,1.091356,0.43523812,0.27733064,-0.19652195,0.50537634
0.1,0.2,0.0,0.7000000000000001,-0.8348966,-0.43614203,-0.18448251,-0.45762607,1.9359403,1.4772909,0.8487903,-0.21326171,0.4704301
0.1,0.2,0.05,0.65,-0.63662076,-0.35826963,-0.14605367,-0.46987385,2.290707,1.8005109,1.0089409,-0.13058405,0.52956986
0.1,0.2,0.1,0.6000000000000001,-0.59660715,-0.31091464,-0.1241371,-0.45706594,1.3123447,0.6788027,0.42042768,-0.18911475,0.51344085
0.1,0.2,0.15000000000000002,0.55,-0.47264063,-0.27207023,-0.106873035,-0.4921258,1.4730059,0.91103935,0.55073476,-0.16322775,0.5322581
0.1,0.2,0.2,0.5,-0.41752133,-0.2584331,-0.10095322,-0.45484087,2.1139643,1.4802873,0.85030484,-0.13477595,0.53763443
0.1,0.2,0.25,0.45,-0.6457553,-0.34415835,-0.13941687,-0.49579638,2.0357833,1.2994392,0.75780106,-0.16208354,0.5483871
0.1,0.2,0.30000000000000004,0.4,-0.8490691,-0.41497713,-0.17371607,-0.51071376,1.4669073,0.7967497,0.48728716,-0.16217215,0.5322581
0.1,0.2,0.35000000000000003,0.35000000000000003,-0.5391515,-0.30285525,-0.12050456,-0.46701542,1.3751837,0.674844,0.41815782,-0.16088413,0.5268817
0.1,0.2,0.4,0.30000000000000004,-0.450626,-0.26499242,-0.10379171,-0.43452778,1.0974712,0.46187449,0.29334164,-0.15776671,0.53494626
0.1,0.2,0.45,0.25,-0.3669643,-0.23099071,-0.08924961,-0.38318133,0.79192525,0.2927463,0.18998444,-0.21552321,0.5188172
0.1,0.2,0.5,0.2,-0.06720278,-0.09062195,-0.03324634,-0.35104328,0.83727646,0.3113594,0.2015642,-0.21921447,0.51344085
0.1,0.2,0.55,0.15000000000000002,-0.21237455,-0.16410285,-0.06180811,-0.3678503,0.46797317,0.13721538,0.09101057,-0.24958365,0.5080645
0.1,0.2,0.6000000000000001,0.1,-0.42338488,-0.2582789,-0.10088664,-0.44523984,0.5733088,0.17934024,0.11822641,-0.2013288,0.5107527
0.1,0.2,0.65,0.05,-0.2910459,-0.18995792,-0.072241604,-0.41077211,0.80544794,0.27371085,0.17808616,-0.15210731,0.52150536
0.1,0.2,0.7000000000000001,0.0,-0.04927364,-0.07460624,-0.02722025,-0.3793931,0.87889785,0.3147261,0.2036531,-0.15713532,0.5080645
0.1,0.25,0.0,0.65,-0.69987863,-0.38195747,-0.15740925,-0.40344524,1.7487768,1.1454642,0.6771771,-0.21225744,0.4784946
0.1,0.25,0.05,0.6000000000000001,-0.41543326,-0.24888337,-0.09684926,-0.33972934,1.7661155,1.1173923,0.66227984,-0.16465238,0.52150536
0.1,0.25,0.1,0.55,-0.5530635,-0.29320943,-0.1161924,-0.46878356,1.3543708,0.6887338,0.42611444,-0.16232684,0.5107527
0.1,0.25,0.15000000000000002,0.5,-0.48920673,-0.26902783,-0.10554618,-0.51040924,1.6274973,0.87395275,0.5302838,-0.14460444,0.5430108
0.1,0.25,0.2,0.45,-0.5211309,-0.28646308,-0.113198936,-0.46682248,1.7324128,0.98259044,0.58983266,-0.16224444,0.5322581
0.1,0.25,0.25,0.4,-0.3120066,-0.19734901,-0.0752635,-0.4103847,1.6400322,0.9061779,0.54806125,-0.11960729,0.5483871
0.1,0.25,0.30000000000000004,0.35000000000000003,-0.2846321,-0.1830126,-0.06941807,-0.42369232,1.6563222,0.83628106,0.5093763,-0.12004496,0.55376345
0.1,0.25,0.35000000000000003,0.30000000000000004,-0.55003405,-0.29010242,-0.11481154,-0.47314852,1.228441,0.5336447,0.33602178,-0.14303957,0.53494626
0.1,0.25,0.4,0.25,-0.23007959,-0.16318637,-0.061442137,-0.39725274,0.6428045,0.21616995,0.14176512,-0.18902178,0.5107527
0.1,0.25,0.45,0.2,-0.30105123,-0.19112629,-0.07271814,-0.38645875,0.534981,0.16496527,0.108974814,-0.21876337,0.5107527
0.1,0.25,0.5,0.15000000000000002,-0.31249034,-0.19703948,-0.0751366,-0.41543692,0.06059748,-0.020911098,-0.0142138,-0.24069229,0.50268817
0.1,0.25,0.55,0.1,-0.4703397,-0.26140553,-0.10223746,-0.45341218,0.15722257,0.0137063265,0.009264588,-0.19058484,0.5
0.1,0.25,0.6000000000000001,0.05,-0.19402383,-0.14053243,-0.052476108,-0.433781,0.55779594,0.1620611,0.10710132,-0.14622648,0.52956986
0.1,0.25,0.65,0.0,-0.24771534,-0.1617853,-0.060883105,-0.45288447,1.0900507,0.4021685,0.2573185,-0.14020205,0.5268817
0.1,0.30000000000000004,0.0,0.6000000000000001,-0.5351863,-0.30627638,-0.12204319,-0.32318118,1.6240367,0.98319626,0.59016156,-0.22997577,0.4919355
0.1,0.30000000000000004,0.05,0.55,-0.3077152,-0.1929487,-0.07346231,-0.3364908,1.6127155,0.9227289,0.5571542,-0.17456919,0.5
0.1,0.30000000000000004,0.1,0.5,-0.46980858,-0.2553416,-0.09962088,-0.4928796,1.1598048,0.5180248,0.32678878,-0.17395084,0.5268817
0.1,0.30000000000000004,0.15000000000000002,0.45,-0.31060636,-0.18240607,-0.06917226,-0.46896338,1.5636368,0.79371536,0.4855852,-0.1705126,0.5430108
0.1,0.30000000000000004,0.2,0.4,-0.18071063,-0.13415277,-0.049978733,-0.44582874,1.3800794,0.63748384,0.3966503,-0.14605317,0.54569894
0.1,0.30000000000000004,0.25,0.35000000000000003,-0.2266609,-0.15356755,-0.057616353,-0.44873893,1.4675802,0.6825596,0.42258024,-0.12011273,0.5430108
0.1,0.30000000000000004,0.30000000000000004,0.30000000000000004,-0.42116442,-0.23556828,-0.09118289,-0.48738027,1.1833569,0.4864477,0.3080294,-0.13369387,0.54569894
0.1,0.30000000000000004,0.35000000000000003,0.25,-0.5055875,-0.26486373,-0.103735864,-0.4661315,0.47530407,0.1367786,0.09072673,-0.18705133,0.5188172
0.1,0.30000000000000004,0.4,0.2,-0.30023512,-0.18197083,-0.06899589,-0.43260962,0.19097212,0.025581598,0.017258763,-0.21338582,0.5241935
0.1,0.30000000000000004,0.45,0.15000000000000002,-0.23518148,-0.15711147,-0.059022605,-0.42702267,0.40076494,0.105383635,0.070228696,-0.17004173,0.516129
0.1,0.30000000000000004,0.5,0.1,-0.5229676,-0.2709136,-0.106368184,-0.45129213,0.15670195,0.013777375,0.009312391,-0.21965495,0.50537634
0.1,0.30000000000000004,0.55,0.05,-0.14154066,-0.11252123,-0.041597903,-0.4185646,0.7351365,0.23664868,0.15475392,-0.15300712,0.5188172
0.1,0.30000000000000004,0.6000000000000001,0.0,-0.44475886,-0.22281247,-0.08581394,-0.4277543,1.1901312,0.44146955,0.28108478,-0.14037424,0.5241935
0.1,0.35000000000000003,0.0,0.55,-0.23481545,-0.17014551,-0.0642277,-0.23604156,1.7199631,1.0114298,0.6054622,-0.23638919,0.5
0.1,0.35000000000000003,0.05,0.5,-0.6963489,-0.33452606,-0.1349392,-0.3810537,1.2358861,0.57677627,0.3613609,-0.18086955,0.5080645
0.1,0.35000000000000003,0.1,0.45,-0.3080676,-0.1818127,-0.06893182,-0.46563545,1.1884742,0.52330005,0.32991052,-0.16650604,0.5188172
0.1,0.35000000000000003,0.15000000000000002,0.4,-0.46870902,-0.2370112,-0.091793895,-0.46464545,1.4100066,0.6596302,0.40941834,-0.15172976,0.53494626
0.1,0.35000000000000003,0.2,0.35000000000000003,-0.2532491,-0.15333045,-0.057522357,-0.41883224,1.380301,0.5936582,0.37121773,-0.13856995,0.5430108
0.1,0.35000000000000003,0.25,0.30000000000000004,-0.2956425,-0.17458254,-0.06601167,-0.4475557,1.2512572,0.50758433,0.3206004,-0.1408076,0.5564516
0.1,0.35000000000000003,0.30000000000000004,0.25,-0.36342806,-0.20306557,-0.077613115,-0.44257733,1.1036597,0.4271798,0.27246797,-0.15532675,0.5591398
0.1,0.35000000000000003,0.35000000000000003,0.2,-0.19911554,-0.13595456,-0.050682843,-0.39420986,0.10610405,-0.0044178963,-0.0029949546,-0.23047663,0.5268817
0.1,0.35000000000000003,0.4,0.15000000000000002,-0.24292082,-0.15517068,-0.058251977,-0.4267849,0.35581803,0.08631146,0.05768454,-0.19197436,0.5188172
0.1,0.35000000000000003,0.45,0.1,-0.60201097,-0.29577816,-0.11733705,-0.4252477,0.23087625,0.040509462,0.027265668,-0.2026792,0.5
0.1,0.35000000000000003,0.5,0.05,-0.67660165,-0.30171007,-0.11999065,-0.44080737,0.8304413,0.27137256,0.17662048,-0.13040683,0.5188172
0.1,0.35000000000000003,0.55,0.0,-0.43737605,-0.21871507,-0.08410132,-0.43696913,0.9980783,0.35198307,0.22665513,-0.12871473,0.516129
0.1,0.4,0.0,0.5,-0.53573096,-0.2857312,-0.11287534,-0.35598287,1.5387907,0.82180774,0.5013069,-0.21274923,0.48924732
0.1,0.4,0.05,0.45,-0.8747973,-0.38542187,-0.15909332,-0.43382686,0.9003562,0.36350703,0.23372829,-0.19993424,0.49731183
0.1,0.4,0.1,0.4,-0.32497448,-0.18333352,-0.06954825,-0.4398265,1.2397245,0.5309557,0.3344345,-0.16526406,0.51344085
0.1,0.4,0.15000000000000002,0.35000000000000003,-0.29238638,-0.16573012,-0.062458575,-0.4209977,1.5464836,0.67442536,0.41791773,-0.14035037,0.56182796
0.1,0.4,0.2,0.30000000000000004,-0.25135496,-0.15022135,-0.056291938,-0.41934595,1.2866802,0.52629185,0.33167934,-0.14358495,0.5510753
0.1,0.4,0.25,0.25,-0.28185114,-0.16684353,-0.06290418,-0.42214128,1.0216255,0.38020003,0.24394,-0.16969168,0.5483871
0.1,0.4,0.30000000000000004,0.2,-0.17391782,-0.11856824,-0.04392737,-0.39406466,0.07693183,-0.013179064,-0.008946836,-0.23547845,0.516129
0.1,0.4,0.35000000000000003,0.15000000000000002,-0.43749738,-0.2275052,-0.0877825,-0.43976554,0.3186117,0.072219014,0.048370123,-0.17919002,0.516129
0.1,0.4,0.4,0.1,-0.7819259,-0.3272223,-0.13157177,-0.44061342,0.6673865,0.20334864,0.13359714,-0.1346255,0.5080645
0.1,0.4,0.45,0.05,-0.40725058,-0.20091987,-0.07672989,-0.39927348,0.5805044,0.16649663,0.109962106,-0.16920352,0.516129
0.1,0.4,0.5,0.0,-0.64710146,-0.28746992,-0.1136446,-0.4538323,0.9384719,0.32101905,0.20755279,-0.1250666,0.50537634
0.1,0.45,0.0,0.45,-0.74614465,-0.32352895,-0.12987787,-0.35257208,1.2108498,0.5403937,0.34000182,-0.1862396,0.48924732
0.1,0.45,0.05,0.4,-1.2334958,-0.44345057,-0.18826067,-0.47711724,1.3812094,0.62822664,0.39129674,-0.1831554,0.5107527
0.1,0.45,0.1,0.35000000000000003,-0.3911899,-0.20865893,-0.07992256,-0.41534036,1.3744495,0.59881914,0.3742243,-0.14268374,0.5188172
0.1,0.45,0.15000000000000002,0.30000000000000004,-0.009631361,-0.042069912,-0.01518178,-0.36271802,1.8472166,0.8688003,0.5274323,-0.13968681,0.5510753
0.1,0.45,0.2,0.25,-0.25757888,-0.14899838,-0.055808783,-0.38570234,1.1278306,0.4154452,0.26537097,-0.1618361,0.5483871
0.1,0.45,0.25,0.2,-0.34625274,-0.18942297,-0.07202357,-0.40991047,0.5898719,0.17762327,0.117123246,-0.1919145,0.53494626
0.1,0.45,0.30000000000000004,0.15000000000000002,-0.56246847,-0.266688,-0.10452813,-0.473146,0.2799583,0.058168888,0.03904414,-0.17711778,0.51344085
0.1,0.45,0.35000000000000003,0.1,-0.9980414,-0.382447,-0.15764683,-0.46950328,0.7447725,0.23618233,0.154459,-0.13228592,0.51344085
0.1,0.45,0.4,0.05,-0.43934578,-0.20325208,-0.077689946,-0.41809374,0.8341878,0.27070332,0.17620099,-0.17575613,0.51344085
0.1,0.45,0.45,0.0,-0.59624326,-0.26386422,-0.10330236,-0.4642929,0.6541743,0.20070553,0.13190985,-0.15985094,0.49462366
0.1,0.5,0.0,0.4,-1.0314869,-0.39834356,-0.16542947,-0.4386085,0.86691177,0.33291793,0.21491039,-0.19623792,0.47580644
0.1,0.5,0.05,0.35000000000000003,-1.1551397,-0.41787314,-0.1751743,-0.48469558,1.1156112,0.42830193,0.27314556,-0.18850723,0.51344085
0.1,0.5,0.1,0.30000000000000004,-0.599278,-0.27078193,-0.106310785,-0.43294016,1.479246,0.6584991,0.4087677,-0.14268382,0.50268817
0.1,0.5,0.15000000000000002,0.25,-0.09269907,-0.07535362,-0.027499974,-0.35901514,1.5495244,0.6331353,0.39413667,-0.116263054,0.5403226
0.1,0.5,0.2,0.2,-0.5152543,-0.23699707,-0.091787875,-0.41785032,0.8825954,0.29917073,0.19398737,-0.14974421,0.52956986
0.1,0.5,0.25,0.15000000000000002,-0.76465,-0.30572164,-0.12179333,-0.4324602,0.6731832,0.2124325,0.13938701,-0.12872794,0.52150536
0.1,0.5,0.30000000000000004,0.1,-0.839067,-0.32351923,-0.1298734,-0.4548189,0.50815713,0.14207959,0.09416962,-0.13103382,0.5080645
0.1,0.5,0.35000000000000003,0.05,-0.5506564,-0.23224854,-0.08978009,-0.45204976,0.81733096,0.26283824,0.17126441,-0.18878315,0.51344085
0.1,0.5,0.4,0.0,-0.6169397,-0.26041502,-0.101809084,-0.4636194,0.5942788,0.17571843,0.11589885,-0.15841064,0.4919355
0.1,0.55,0.0,0.35000000000000003,-1.0014843,-0.3731535,-0.15315658,-0.4216789,0.9790832,0.3677045,0.23629987,-0.1730787,0.46774194
0.1,0.55,0.05,0.30000000000000004,-1.1209855,-0.3943386,-0.16345632,-0.46689796,1.1549752,0.439317,0.2797886,-0.1849355,0.51344085
0.1,0.55,0.1,0.25,-0.9765953,-0.34909844,-0.14172971,-0.45513454,1.2069597,0.45564556,0.2896061,-0.13318802,0.5107527
0.1,0.55,0.15000000000000002,0.2,-0.7166543,-0.27603114,-0.1086058,-0.40594816,1.3499562,0.52397084,0.33030713,-0.11421101,0.53494626
0.1,0.55,0.2,0.15000000000000002,-0.9090647,-0.3359431,-0.13559526,-0.4401702,0.626325,0.18903816,0.12444723,-0.15122868,0.5080645
0.1,0.55,0.25,0.1,-0.8847379,-0.32356822,-0.1298958,-0.46190667,0.3797367,0.09410131,0.06281662,-0.18276127,0.4919355
0.1,0.55,0.30000000000000004,0.05,-0.7621256,-0.28458714,-0.112369835,-0.44205248,0.63207126,0.18804765,0.123812675,-0.15916581,0.5080645
0.1,0.55,0.35000000000000003,0.0,-0.65094703,-0.264705,-0.10366696,-0.47210005,0.52194875,0.14305961,0.0948056,-0.16343479,0.48387095
0.1,0.6000000000000001,0.0,0.30000000000000004,-1.1992947,-0.4112432,-0.17184275,-0.445856,0.58997345,0.18350303,0.12089872,-0.20120052,0.47580644
0.1,0.6000000000000001,0.05,0.25,-1.0827852,-0.37903458,-0.15599304,-0.43928343,0.7950423,0.26355958,0.17171752,-0.17492354,0.5080645
0.1,0.6000000000000001,0.1,0.2,-0.90817237,-0.3222531,-0.1292941,-0.43772796,1.0356917,0.3604437,0.23185003,-0.1417608,0.49462366
0.1,0.6000000000000001,0.15000000000000002,0.15000000000000002,-0.94080937,-0.33509284,-0.13520151,-0.4291462,0.8681971,0.28531718,0.18534756,-0.13339755,0.516129
0.1,0.6000000000000001,0.2,0.1,-0.7505487,-0.28116918,-0.11086273,-0.4398275,0.5466483,0.15633643,0.10340381,-0.17079893,0.5
0.1,0.6000000000000001,0.25,0.05,-0.5243573,-0.2155549,-0.082784414,-0.42845705,0.7356805,0.22603846,0.14803302,-0.16849737,0.51344085
0.1,0.6000000000000001,0.30000000000000004,0.0,-0.53218126,-0.22204763,-0.0854938,-0.44762924,0.5344185,0.14645898,0.097010136,-0.20137876,0.5107527
0.1,0.65,0.0,0.25,-0.98843336,-0.35042828,-0.14235425,-0.4562639,0.37802413,0.09512341,0.06348908,-0.24226731,0.4919355
0.1,0.65,0.05,0.2,-1.2923467,-0.41653115,-0.17449796,-0.4541151,0.946499,0.31728208,0.20523775,-0.14945409,0.50268817
0.1,0.65,0.1,0.15000000000000002,-0.63465774,-0.24723685,-0.09614509,-0.36619633,1.0752053,0.36281633,0.23330486,-0.14304383,0.50537634
0.1,0.65,0.15000000000000002,0.1,-0.76632607,-0.28101128,-0.11079323,-0.390922,0.5817052,0.1645143,0.10868406,-0.16730134,0.4919355
0.1,0.65,0.2,0.05,-0.62136495,-0.23497134,-0.0909304,-0.43597186,0.55746156,0.15289354,0.101177216,-0.15619436,0.5107527
0.1,0.65,0.25,0.0,-0.47378418,-0.19409215,-0.07392973,-0.41206506,0.5069307,0.13178897,0.08748114,-0.20210825,0.51344085
0.1,0.7000000000000001,0.0,0.2,-0.9807252,-0.34980226,-0.1420601,-0.43980047,0.31938544,0.07153797,0.047919035,-0.21809945,0.4919355
0.1,0.7000000000000001,0.05,0.15000000000000002,-1.0816524,-0.3549918,-0.14450371,-0.41322336,0.8317183,0.25621295,0.16709816,-0.13693365,0.5241935
0.1,0.7000000000000001,0.1,0.1,-0.7709618,-0.2713158,-0.10654366,-0.38625872,0.56573904,0.15531147,0.10274112,-0.1664067,0.4784946
0.1,0.7000000000000001,0.15000000000000002,0.05,-0.9312997,-0.30817598,-0.12289965,-0.41803274,0.40510878,0.09662223,0.06447494,-0.20293991,0.49462366
0.1,0.7000000000000001,0.2,0.0,-0.6177441,-0.22950882,-0.08862531,-0.42187777,0.294543,0.059682846,0.040050983,-0.17878142,0.49462366
0.1,0.75,0.0,0.15000000000000002,-0.94944125,-0.32764304,-0.13176507,-0.40972218,0.5664638,0.16340935,0.10797131,-0.1891284,0.50537634
0.1,0.75,0.05,0.1,-1.0305655,-0.33312285,-0.13429034,-0.4337574,0.80042195,0.24368489,0.15920079,-0.20433958,0.5188172
0.1,0.75,0.1,0.05,-1.3209985,-0.38646513,-0.15960175,-0.4713717,0.32459706,0.06987631,0.04681778,-0.23442778,0.47311828
0.1,0.75,0.15000000000000002,0.0,-0.82924646,-0.27865118,-0.10975546,-0.4006705,0.50347334,0.12646747,0.08401477,-0.165454,0.5107527
0.1,0.8,0.0,0.1,-1.0009928,-0.32651722,-0.13124794,-0.40659583,0.6838298,0.20687723,0.13584793,-0.17792825,0.5080645
0.1,0.8,0.05,0.05,-1.2233394,-0.34120268,-0.13803834,-0.41092697,0.2952626,0.059374094,0.039845705,-0.21919201,0.46774194
0.1,0.8,0.1,0.0,-1.1829064,-0.35244447,-0.14330268,-0.44071835,0.19428596,0.028559923,0.019258976,-0.23200473,0.4919355
0.1,0.8500000000000001,0.0,0.05,-1.0033145,-0.30414426,-0.12108374,-0.3815993,0.5435588,0.15095317,0.099921465,-0.17849644,0.5241935
0.1,0.8500000000000001,0.05,0.0,-1.3469448,-0.35695195,-0.14542997,-0.40379018,0.15079394,0.01599145,0.01080513,-0.20572974,0.48118278
0.1,0.9,0.0,0.0,-0.6536352,-0.19765091,-0.07538736,-0.33187535,0.43174735,0.097577095,0.0651027,-0.19586116,0.50268817
0.15000000000000002,0.0,0.0,0.8500000000000001,3.0085418,53.125526,3.1397457,-0.29056945,3.7759287,25.41904,8.188278,-0.32402703,0.5241935
0.15000000000000002,0.0,0.05,0.8,2.84387,48.345074,3.005715,-0.2752627,3.514275,17.932465,6.331703,-0.31764236,0.5080645
0.15000000000000002,0.0,0.1,0.75,2.4062653,17.533596,1.8268821,-0.31024224,3.2765396,11.907074,4.655829,-0.35320613,0.50537634
0.15000000000000002,0.0,0.15000000000000002,0.7000000000000001,1.4628633,3.138906,0.6579424,-0.26708373,3.162037,9.423704,3.8935933,-0.28129673,0.50537634
0.15000000000000002,0.0,0.2,0.65,1.276628,2.0989177,0.4956758,-0.3351597,3.8883944,15.101667,5.569884,-0.28203204,0.53494626
0.15000000000000002,0.0,0.25,0.6000000000000001,0.8342229,0.92507255,0.2625363,-0.31830928,3.5585868,10.317213,4.1739655,-0.19692215,0.52956986
0.15000000000000002,0.0,0.30000000000000004,0.55,0.7810461,0.8284904,0.23961616,-0.31884602,3.1240253,6.4157815,2.8856273,-0.26308578,0.5430108
0.15000000000000002,0.0,0.35000000000000003,0.5,0.6207482,0.5451064,0.16749871,-0.35089067,2.9461021,4.844799,2.3069267,-0.23360653,0.5430108
0.15000000000000002,0.0,0.4,0.45,0.7787369,0.7766259,0.22698498,-0.31922838,2.4631772,3.1872358,1.6381879,-0.20674545,0.52150536
0.15000000000000002,0.0,0.45,0.4,0.41023526,0.2606914,0.085950136,-0.33279634,2.172642,2.3766496,1.2803771,-0.21479176,0.51344085
0.15000000000000002,0.0,0.5,0.35000000000000003,0.32474914,0.16323519,0.05529332,-0.35389078,2.1232965,2.0976639,1.150979,-0.22126502,0.5
