w_mom,w_lv,w_rsi,w_vol,tr_sharpe,tr_cumret,tr_annual,tr_mdd,te_sharpe,te_cumret,te_annual,te_mdd,te_winrate
0.0,0.45,0.30000000000000004,0.25,-0.19077615,-0.13847798,-0.05167061,-0.3929582,0.758842,0.2578479,0.16812682,-0.13996953,0.5188172
0.0,0.45,0.35000000000000003,0.2,-0.3020018,-0.17258596,-0.0652082,-0.35419366,0.7271374,0.2396673,0.1566627,-0.16150962,0.53494626
0.0,0.45,0.4,0.15000000000000002,-0.21849748,-0.1383149,-0.051606715,-0.34563008,0.531037,0.15709198,0.10389209,-0.17285962,0.53763443
0.0,0.45,0.45,0.1,-0.54275763,-0.26874477,-0.10542297,-0.3999409,0.6590567,0.20472813,0.13447726,-0.12825072,0.53763443
0.0,0.45,0.5,0.05,-0.52781963,-0.25290442,-0.09857315,-0.39257804,0.62036467,0.18727541,0.12331772,-0.15103745,0.52150536
0.0,0.45,0.55,0.0,-0.3501754,-0.18467003,-0.07009047,-0.3889593,0.85748225,0.29740787,0.19288957,-0.1372788,0.5188172
0.0,0.5,0.0,0.5,-0.61907107,-0.27051044,-0.10619235,-0.3385906,1.1904641,0.4736117,0.30036712,-0.13306557,0.51344085
0.0,0.5,0.05,0.45,-0.6136006,-0.26670045,-0.10453355,-0.40758315,1.1942321,0.4661703,0.295915,-0.12418333,0.5430108
0.0,0.5,0.1,0.4,-0.78088,-0.32856518,-0.1321891,-0.4474736,1.6424282,0.72175455,0.44494557,-0.11974389,0.5430108
0.0,0.5,0.15000000000000002,0.35000000000000003,-0.32204694,-0.18844557,-0.07162541,-0.417143,1.5620341,0.6704551,0.41563928,-0.12665223,0.5510753
0.0,0.5,0.2,0.30000000000000004,-0.10359101,-0.09458327,-0.034747362,-0.37009695,1.2486974,0.47129524,0.2989819,-0.12793674,0.5564516
0.0,0.5,0.25,0.25,-0.27715752,-0.16170424,-0.06085074,-0.3598613,1.175409,0.45881236,0.29150593,-0.14207873,0.5403226
