Date,picks,daily_return,equity
2024-08-27,0,0.0,980037.3047878997
2024-08-28,0,0.0,980037.3047878997
2024-08-29,0,0.0,980037.3047878997
2024-08-30,0,0.0,980037.3047878997
2024-09-02,0,0.0,980037.3047878997
2024-09-03,3,-0.024558203155423758,955969.3495570245
2024-09-04,0,0.0,955969.3495570245
2024-09-05,0,0.0,955969.3495570245
2024-09-06,3,0.010434544473610504,965944.4542503858
2024-09-09,0,0.0,965944.4542503858
2024-09-10,0,0.0,965944.4542503858
2024-09-11,0,0.0,965944.4542503858
2024-09-12,0,0.0,965944.4542503858
2024-09-13,0,0.0,965944.4542503858
2024-09-19,0,0.0,965944.4542503858
2024-09-20,0,0.0,965944.4542503858
