Date,005930,000660,equity
2023-01-12,883120.4838358847,1000000.0,941560.2419179424
2023-01-13,883120.4838358847,1000000.0,941560.2419179424
2023-01-16,883120.4838358847,1000000.0,941560.2419179424
2023-01-17,883120.4838358847,1000000.0,941560.2419179424
2023-01-18,883120.4838358847,1000000.0,941560.2419179424
2023-01-19,883120.4838358847,1000000.0,941560.2419179424
2023-01-20,883120.4838358847,1000000.0,941560.2419179424
2023-01-25,883120.4838358847,1000000.0,941560.2419179424
2023-01-26,883120.4838358847,1000000.0,941560.2419179424
2023-01-27,883120.4838358847,1000000.0,941560.2419179424
2023-01-30,883120.4838358847,990607.068828976,936863.7763324303
2023-01-31,856038.8678709422,966579.0940239832,911308.9809474627
2023-02-01,850462.197357725,998252.1939679275,924357.1956628263
2023-02-02,885317.3184019905,998252.1939679275,941784.756184959
2023-02-03,885317.3184019905,1006989.6553026158,946153.4868523031
2023-02-06,858827.4357117154,973132.1461595993,915979.7909356573
2023-02-07,864404.1643709737,991699.1418323115,928051.6531016426
2023-02-08,879740.2990125266,1036478.5215090886,958109.4102608076
2023-02-09,882528.6924151763,1036478.5215090886,959503.6069621325
2023-02-10,876951.8474638358,1021187.8325771835,949069.8400205097
2023-02-13,876951.8474638358,989514.8203640396,933233.3339139377
2023-02-14,881134.5829329131,1020095.6718430474,950615.1273879802
2023-02-15,867192.4414815411,1001528.6761703353,934360.5588259383
2023-02-16,888105.6536585991,1014634.8681723678,951370.2609154835
2023-02-17,872769.4027249641,1004805.158372743,938787.2805488536
2023-02-20,874163.6284993094,1010266.3129666245,942214.9707329669
2023-02-21,865798.4482913602,996067.9602304561,930933.2042609081
2023-02-22,851856.4812781117,973132.1461595993,912494.3137188555
2023-02-23,864404.1643709737,1012450.4589732954,938427.3116721346
2023-02-24,854644.8165347202,993883.5510313837,924264.183783052
2023-02-27,843491.1266320392,982961.7682284235,913226.4474302314
2023-02-28,844885.3524063847,976408.5406312067,910646.9465187957
2023-03-02,847673.8039550756,962210.2756258387,904942.0397904571
2023-03-03,843491.1266320393,953472.8142911504,898481.9704615949
2023-03-06,857433.20993737,979685.1982952153,918559.2041162926
2023-03-07,846279.5200346889,970947.7369605269,908613.6284976079
2023-03-08,840702.7332293895,948011.8351588697,894357.2841941296
2023-03-09,837914.2816806987,934905.7308876377,886410.0062841682
2023-03-10,829549.2177648318,909785.5953485091,869667.4065566706
2023-03-13,836520.1140523944,920707.3781514692,878613.7461019318
2023-03-14,822578.2051851868,885757.6205435164,854167.9128643516
2023-03-15,833731.6625037035,863914.054937596,848822.8587206497
2023-03-16,835125.9464240898,862821.89420346,848973.9203137748
2023-03-17,854644.8165347202,917431.1591414626,886037.9878380914
2023-03-20,839308.6237471263,914154.4137466536,876731.5187468899
2023-03-21,840702.7332293895,913062.1652817173,876882.4492555534
2023-03-22,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-23,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-24,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-27,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-28,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-29,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-30,838643.0115329775,910825.1629767772,874734.0872548773
2023-03-31,838643.0115329775,910825.1629767772,874734.0872548773
2023-04-03,838643.0115329775,910825.1629767772,874734.0872548773
2023-04-04,838643.0115329775,910825.1629767772,874734.0872548773
2023-04-05,838643.0115329775,910825.1629767772,874734.0872548773
2023-04-06,838643.0115329775,910825.1629767772,874734.0872548773
2023-04-07,838643.0115329775,910825.1629767772,874734.0872548773
2023-04-10,847129.4932900801,910825.1629767772,878977.3281334287
2023-04-11,849708.1763567472,910825.1629767772,880266.6696667622
2023-04-12,850997.598087974,910825.1629767772,880911.3805323755
2023-04-13,852287.0198192009,910825.1629767772,881556.0913979891
2023-04-14,839393.0698332435,910825.1629767772,875109.1164050103
2023-04-17,841971.9667609596,910825.1629767772,876398.5648688683
2023-04-18,845840.0715588534,910825.1629767772,878332.6172678153
2023-04-19,844550.7567581511,910825.1629767772,877687.9598674641
2023-04-20,841971.9667609595,910825.1629767772,876398.5648688683
2023-04-21,847129.4932900802,910825.1629767772,878977.3281334287
2023-04-24,840682.598494995,910825.1629767772,875753.880735886
2023-04-25,820052.2250522008,910825.1629767772,865438.694014489
2023-04-26,826499.1733125484,910825.1629767772,868662.1681446629
2023-04-27,832946.121572896,910825.1629767772,871885.6422748365
2023-04-28,844550.7567581512,910825.1629767772,877687.9598674641
2023-05-02,847129.4932900803,910825.1629767772,878977.3281334287
2023-05-03,843261.3350269244,906194.1010481345,874727.7180375294
2023-05-04,839393.0698332437,895093.7095219194,867243.3896775816
2023-05-08,849708.1763567473,895093.7095219194,872400.9429393334
2023-05-09,841971.9667609597,880966.0266116118,861468.9966862858
2023-05-10,832946.121572896,876929.4765405505,854937.7990567232
2023-05-11,827788.6485090378,870874.7322134274,849331.6903612326
2023-05-12,826499.1733125485,879956.7679246429,853227.9706185957
2023-05-15,831656.8067721938,871883.9101209274,851770.3584465606
2023-05-16,843261.3350269244,912248.8453752573,877755.0902010908
2023-05-17,838103.7015672791,927385.5446341265,882744.6231007028
2023-05-18,853576.4415504279,944540.6804874644,899058.5610189461
2023-05-19,881942.9176584849,981878.3243577022,931910.6210080935
2023-05-22,883232.4997854987,990960.6024073248,937096.5510964118
2023-05-23,881942.9176584848,987933.2302437634,934938.0739511241
2023-05-24,883232.4997854986,985914.9552082327,934573.7274968657
2023-05-25,887100.6045833923,1044444.2042234008,965772.4044033965
2023-05-26,906441.5028296971,1101964.4368900072,1004202.9698598522
2023-05-30,932229.1889405628,1113064.586077815,1022646.8875091888
2023-05-31,920624.6606858323,1095909.531003946,1008267.0958448891
2023-06-01,914177.7124254848,1113064.586077815,1013621.1492516499
2023-06-02,930939.7137440736,1113064.586077815,1022002.1499109443
2023-06-05,924492.9793447752,1096918.628131977,1010705.8037383761
2023-06-07,915467.0806914493,1089854.8674562923,1002660.9740738708
2023-06-08,914177.7124254848,1107009.841750692,1010593.7770880884
2023-06-09,928361.084142669,1164529.9128583602,1046445.4985005145
2023-06-12,915467.0806914492,1158475.2493107063,1036971.1650010778
2023-06-13,928361.0841426689,1205904.2683585975,1067132.6762506333
2023-06-14,927071.6089461797,1198840.1845650366,1062955.8967556083
2023-06-15,921914.1358823213,1200858.5403800362,1061386.3381311786
2023-06-16,925782.3476107396,1199849.2816930672,1062815.8146519035
2023-06-19,918046.0310844275,1158475.2493107065,1038260.640197567
2023-06-20,920624.660685832,1171593.8350929832,1046109.2478894077
2023-06-21,909020.3462921508,1161502.621474268,1035261.4838832093
2023-06-22,919335.399350392,1150402.3107275218,1034868.855038957
2023-06-23,923203.6110788104,1146365.8414359298,1034784.7262573701
2023-06-26,933518.4502760024,1145356.5827489607,1039437.5165124815
2023-06-27,936097.4006689807,1140311.0163293378,1038204.2084991592
2023-06-28,937386.87586547,1153429.6828910834,1045408.2793782768
2023-06-29,938177.092442471,1175688.869499675,1056932.980971073
2023-06-30,935585.5242475865,1165570.998656156,1050578.2614518711
2023-07-03,945952.3316797477,1189853.791745239,1067903.0617124932
2023-07-04,945952.3316797477,1192889.1610762416,1069420.7463779948
2023-07-05,932993.9560527019,1180747.7645317002,1056870.860292201
2023-07-06,927810.8196629329,1151406.0764105923,1039608.4480367627
2023-07-07,905781.4207011681,1131170.5770619614,1018475.9988815647
2023-07-10,900598.2843113991,1115993.649627479,1008295.9669694391
2023-07-11,926514.8217044413,1147358.9442290785,1036936.8829667598
2023-07-12,931698.1719552596,1167594.4435777096,1049646.3077664846
2023-07-13,931698.1719552596,1154441.4457415952,1043069.8088484274
2023-07-14,951135.5750000414,1193901.0047062223,1072518.2898531319
2023-07-17,949839.4701110253,1185806.6595637258,1067823.0648373757
2023-07-18,932993.956052702,1191877.236666793,1062435.5963597475
2023-07-19,929106.4968298507,1188842.1096741976,1058974.303252024
2023-07-20,920035.687356181,1182771.2902327233,1051403.488794452
2023-07-21,910964.7709519867,1164559.1550261767,1037761.9629890816
2023-07-24,912260.8758410028,1153429.6828910846,1032845.2793660436
2023-07-25,907077.6325207092,1147358.9442290792,1027218.2883748942
2023-07-26,904485.8504647755,1143311.8928270345,1023898.871645905
2023-07-27,929106.496829851,1254607.6643110537,1091857.0805704524
2023-07-28,914852.3371053628,1295078.9053467228,1104965.6212260427
2023-07-31,904485.8504647755,1248537.0064285174,1076511.4284466463
2023-08-01,921331.4714536235,1265737.378784553,1093534.4251190883
2023-08-02,905781.4207011685,1209077.6898022974,1057429.555251733
2023-08-03,891527.6352335167,1214136.3424959152,1052831.988864716
2023-08-04,885048.4474199938,1215148.2669053648,1050098.3571626793
2023-08-07,887640.1760106653,1233360.4021119114,1060500.2890612883
2023-08-08,875977.6914115865,1199971.5010298206,1037974.5962207036
2023-08-09,892823.3658656967,1198959.8189587784,1045891.5924122375
2023-08-10,890635.9486193258,1198959.8189587784,1044797.883789052
2023-08-11,890635.9486193258,1166582.923065606,1028609.4358424658
2023-08-14,890635.9486193258,1162535.629325154,1026585.7889722399
2023-08-16,890635.9486193258,1171641.7373181623,1031138.842968744
2023-08-17,890635.9486193258,1161523.8664746431,1026079.9075469845
2023-08-18,890635.9486193258,1185806.659563726,1038221.304091526
2023-08-21,890635.9486193258,1177712.3144212293,1034174.1315202776
2023-08-22,890635.9486193258,1178724.1580512095,1034680.0533352676
2023-08-23,890635.9486193258,1173665.1822397155,1032150.5654295206
2023-08-24,890635.9486193258,1223242.4504889236,1056939.1995541246
2023-08-25,890635.9486193258,1178724.1580512098,1034680.0533352678
2023-08-28,890635.9486193258,1172653.5001686735,1031644.7243939997
2023-08-29,890635.9486193258,1199971.5010298209,1045303.7248245734
2023-08-30,890635.9486193258,1208065.7653928485,1049350.8570060872
2023-08-31,890635.9486193258,1232348.3969229935,1061492.1727711596
2023-09-01,890635.9486193258,1214136.3424959157,1052386.1455576208
2023-09-04,890635.9486193258,1206042.4012507645,1048339.1749350452
2023-09-05,890635.9486193258,1208065.7653928485,1049350.8570060872
2023-09-06,890635.9486193258,1195924.5304072453,1043280.2395132855
2023-09-07,890635.9486193258,1198959.8189587786,1044797.8837890523
2023-09-08,890635.9486193258,1150394.3135600819,1020515.1310897039
2023-09-11,890635.9486193258,1172653.5001686732,1031644.7243939994
2023-09-12,890635.9486193258,1180747.764531701,1035691.8565755135
2023-09-13,890635.9486193258,1198959.8189587786,1044797.8837890523
2023-09-14,890635.9486193258,1236395.6098839762,1063515.779251651
2023-09-15,890635.9486193258,1238419.2163644675,1064527.5824918966
2023-09-18,890635.9486193258,1204018.7947702727,1047327.3716947993
2023-09-19,890635.9486193258,1206042.4012507643,1048339.174935045
2023-09-20,890635.9486193258,1193901.0047062228,1042268.4766627743
2023-09-21,890635.9486193258,1178724.1580512095,1034680.0533352676
2023-09-22,890635.9486193258,1186818.260855299,1038727.1047373123
2023-09-25,890635.9486193258,1183783.1338627036,1037209.5412410146
2023-09-26,884394.0293565871,1166538.6559165379,1025466.3426365624
2023-09-27,881815.4092918857,1163495.3701975632,1022655.3897447244
2023-10-04,870212.8095970949,1170596.1278700966,1020404.4687335957
2023-10-05,859899.0172384117,1219286.437548557,1039592.7273934844
2023-10-06,850874.6142851701,1221315.2139150712,1036094.9141001207
2023-10-10,856031.4840068147,1212185.7606554925,1034108.6223311536
2023-10-11,879237.1596349424,1209215.9055418866,1044226.5325884145
2023-10-12,888261.615503578,1209215.9055418866,1048738.7605227323
2023-10-13,876658.8570626051,1213297.928153864,1044978.3926082347
2023-10-16,867634.4541093635,1207460.1254313427,1037547.2897703531
2023-10-17,865508.7496967956,1264865.6762553777,1065187.2129760867
2023-10-18,865508.7496967956,1264865.6762553777,1065187.2129760867
2023-10-19,852669.3976937056,1223027.7284947091,1037848.5630942073
2023-10-20,850580.3576693562,1227892.6674061243,1039236.5125377402
2023-10-23,850580.3576693562,1206487.2616202368,1028533.8096447964
2023-10-24,850580.3576693562,1233730.4701286457,1042155.413899001
2023-10-25,850580.3576693562,1240541.291626244,1045560.8246478001
2023-10-26,850580.3576693562,1167568.1377388437,1009074.2477040999
2023-10-27,850580.3576693562,1158811.4336550618,1004695.895662209
2023-10-30,850580.3576693562,1158811.4336550618,1004695.895662209
2023-10-31,850580.3576693562,1131568.225146653,991074.2914080045
2023-11-01,850580.3576693562,1170487.1940640754,1010533.7758667157
2023-11-02,850580.3576693562,1219135.8858403568,1034858.1217548565
2023-11-03,850580.3576693562,1224000.5923058153,1037290.4749875858
2023-11-06,850580.3576693562,1294054.7673499696,1072317.562509663
2023-11-07,850027.4804368711,1268757.51890973,1059392.4996733004
2023-11-08,838038.1292528968,1241514.2329193358,1039776.1810861162
2023-11-09,842833.8697264864,1245406.0755736881,1044119.9726500872
2023-11-10,845231.8383818595,1269730.3052388506,1057481.071810355
2023-11-13,844033.00168204,1282379.006940956,1063206.004311498
2023-11-14,848828.6437370516,1264865.6762553777,1056847.1599962148
2023-11-15,865613.2433017251,1304757.4315019203,1085185.3374018227
2023-11-16,872806.5587563753,1287244.0233343565,1080025.2910453659
2023-11-17,869209.9502383394,1263892.5799983146,1066551.265118327
2023-11-20,871607.722056556,1278487.241768589,1075047.4819125724
2023-11-21,872806.5587563752,1284325.1994550815,1078565.8791057284
2023-11-22,872806.5587563752,1277514.2229935117,1075160.3908749435
2023-11-23,868011.0151199417,1265838.5400664837,1066924.7775932127
2023-11-24,859618.666128316,1245406.075573688,1052512.370851002
2023-11-27,854822.9256547263,1271676.4202709906,1063249.6729628583
2023-11-28,871607.722056556,1278487.241768589,1075047.4819125724
2023-11-29,871607.722056556,1268757.5189097298,1070182.6204831428
2023-11-30,872806.5587563752,1302811.703879708,1087809.1313180416
2023-12-01,863215.4714835084,1290162.924695617,1076689.1980895628
2023-12-04,870408.9837753149,1275568.2629253427,1072988.6233503288
2023-12-05,853624.1873734852,1224973.7660448635,1039298.9767091743
2023-12-06,859618.6661283162,1222054.8646836027,1040836.7654059594
2023-12-07,857220.9927286776,1222054.8646836027,1039637.9287061401
2023-12-08,870408.983775315,1240541.2916262439,1055475.1377007794
2023-12-11,875204.6258303267,1254162.8571394554,1064683.7414848912
2023-12-12,881199.0061665794,1274595.321632251,1077897.1638994152
2023-12-13,872806.5587563756,1276541.28170042,1074673.9202283977
2023-12-14,876403.5609487239,1330054.9898701024,1103229.275409413
2023-12-15,878801.1359297845,1362162.9048439695,1120482.020386877
