Date,Close,ma_short,ma_long,signal,position,ret,turnover,sell_turnover,cost,strategy_ret,buyhold_ret,equity,buyhold_equity
2024-10-22,55983.3515625,59012.3939453125,68073.35755208334,0,0.0,-0.022033913224872137,0.0,0.0,0.0,-0.0,-0.022033913224872137,748420.5081334376,778191.4114376266
2024-10-23,57341.6953125,58840.248046875,67694.36380208333,0,0.0,0.024263351730264615,0.0,0.0,0.0,0.0,0.024263351730264615,748420.5081334376,797072.9433668088
2024-10-24,54916.07421875,58566.1181640625,67260.47076822916,0,0.0,-0.04230117509660092,0.0,0.0,0.0,-0.0,-0.04230117509660092,748420.5081334376,763355.8212246863
2024-10-25,54236.90234375,58229.084375,66845.81119791667,0,0.0,-0.01236745132754069,0.0,0.0,0.0,-0.0,-0.01236745132754069,748420.5081334376,753915.0552600952
2024-10-28,56371.4453125,58047.01953125,66492.45625,0,0.0,0.03935591592641852,0.0,0.0,0.0,0.0,0.03935591592641852,748420.5081334376,783586.0727905727
2024-10-29,57826.82421875,57817.119140625,66155.3173828125,0,0.0,0.025817661728947616,0.0,0.0,0.0,0.0,0.025817661728947616,748420.5081334376,803816.4329533943
2024-10-30,57341.6953125,57569.705859375,65805.26881510417,0,0.0,-0.008389340289807978,0.0,0.0,0.0,-0.0,-0.008389340289807978,748420.5081334376,797072.9433668086
2024-10-31,57438.72265625,57458.1271484375,65460.053515625,0,0.0,0.0016920906021564708,0.0,0.0,0.0,0.0,0.0016920906021564708,748420.5081334376,798421.6630035127
2024-11-01,56565.49609375,57312.5896484375,65053.65084635417,0,0.0,-0.015202750376709151,0.0,0.0,0.0,-0.0,-0.015202750376709151,748420.5081334376,786283.4577655133
2024-11-04,56953.6015625,57220.4162109375,64666.58092447917,0,0.0,0.006861169715664861,0.0,0.0,0.0,0.0,0.006861169715664861,748420.5081334376,791678.2820138624
2024-11-05,55886.32421875,57055.473828125,64318.005078125,0,0.0,-0.018739417955487614,0.0,0.0,0.0,-0.0,-0.018739417955487614,748420.5081334376,776842.6918009223
2024-11-06,55595.25390625,56909.93671875,64096.4388671875,0,0.0,-0.0052082565201585496,0.0,0.0,0.0,-0.0,-0.0052082565201585496,748420.5081334376,772796.6957862126
2024-11-07,55595.25390625,56832.3169921875,63857.18411458333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748420.5081334376,772796.6957862126
2024-11-08,55304.17578125,56720.738671875,63577.70071614583,0,0.0,-0.005235664999225342,0.0,0.0,0.0,-0.0,-0.005235664999225342,748420.5081334376,768750.5911745677
2024-11-11,53363.67578125,56512.1353515625,63286.78020833333,0,0.0,-0.03508776638631139,0.0,0.0,0.0,-0.0,-0.03508776638631139,748420.5081334376,741776.8500220957
2024-11-12,51423.1796875,56124.0357421875,62942.613541666666,0,0.0,-0.03636361373801422,0.0,0.0,0.0,-0.0,-0.03636361373801422,748420.5081334376,714803.1631680913
2024-11-13,49094.5859375,55692.2751953125,62546.77239583333,0,0.0,-0.04528295924427317,0.0,0.0,0.0,-0.0,-0.04528295924427317,748420.5081334376,682434.7606626732
2024-11-14,48415.41015625,55216.8533203125,62129.9634765625,0,0.0,-0.01383402605970907,0.0,0.0,0.0,-0.0,-0.01383402605970907,748420.5081334376,672993.9403996145
2024-11-15,51908.3046875,54940.332421875,61753.6806640625,0,0.0,0.07214427224673825,0.0,0.0,0.0,0.0,0.07214427224673825,748420.5081334376,721546.5984562094
2024-11-18,55013.09765625,54828.753515625,61380.90286458333,0,0.0,0.059813029676880625,0.0,0.0,0.0,0.0,0.059813029676880625,748420.5081334376,764704.486562923
2024-11-19,54625.0,54760.8359375,61032.20989583333,0,0.0,-0.007054641036122522,0.0,0.0,0.0,-0.0,-0.007054641036122522,748420.5081334376,759309.770911509
2024-11-20,53654.75,54576.488671875,60657.697526041666,0,0.0,-0.0177620137299771,0.0,0.0,0.0,-0.0,-0.0177620137299771,748420.5081334376,745822.9003352731
