Date,Close,ma_short,ma_long,signal,position,ret,turnover,sell_turnover,cost,strategy_ret,buyhold_ret,equity,buyhold_equity
2022-01-04,123332.03125,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0
2022-01-05,120452.6875,,,0,0.0,-0.02334627688214619,0.0,0.0,0.0,-0.0,-0.02334627688214619,1000000.0,976653.7231178539
2022-01-06,119972.8046875,,,0,0.0,-0.003983994234250665,0.0,0.0,0.0,-0.0,-0.003983994234250665,1000000.0,972762.7403160929
2022-01-07,121892.3671875,,,0,0.0,0.015999980203847075,0.0,0.0,0.0,0.0,0.015999980203847075,1000000.0,988326.9249041904
2022-01-10,119492.8828125,,,0,0.0,-0.019685271771849422,0.0,0.0,0.0,-0.0,-0.019685271771849422,1000000.0,968871.4407880153
2022-01-11,122852.140625,,,0,0.0,0.028112618370510933,0.0,0.0,0.0,0.0,0.028112618370510933,1000000.0,996108.9538529759
2022-01-12,123332.03125,,,0,0.0,0.0039062455286378306,0.0,0.0,0.0,0.0,0.0039062455286378306,1000000.0,1000000.0000000002
2022-01-13,124291.796875,,,0,0.0,0.0077819656035220675,0.0,0.0,0.0,0.0,0.0077819656035220675,1000000.0,1007781.9656035223
2022-01-14,123332.03125,,,0,0.0,-0.007721874243762361,0.0,0.0,0.0,-0.0,-0.007721874243762361,1000000.0,1000000.0000000002
2022-01-17,121892.3671875,,,0,0.0,-0.011673075095809726,0.0,0.0,0.0,-0.0,-0.011673075095809726,1000000.0,988326.9249041905
2022-01-18,121412.4609375,,,0,0.0,-0.003937131266486871,0.0,0.0,0.0,-0.0,-0.003937131266486871,1000000.0,984435.7520666394
2022-01-19,121892.3671875,,,0,0.0,0.0039526935398093155,0.0,0.0,0.0,0.0,0.0039526935398093155,1000000.0,988326.9249041905
2022-01-20,119972.8046875,,,0,0.0,-0.01574801231850098,0.0,0.0,0.0,-0.0,-0.01574801231850098,1000000.0,972762.7403160931
2022-01-21,114214.0859375,,,0,0.0,-0.04800020108723857,0.0,0.0,0.0,-0.0,-0.04800020108723857,1000000.0,926069.9331707474
2022-01-24,114214.0859375,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,926069.9331707474
2022-01-25,113254.3203125,,,0,0.0,-0.008403215917914042,0.0,0.0,0.0,-0.0,-0.008403215917914042,1000000.0,918287.9675672253
2022-01-26,113254.3203125,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,918287.9675672253
