Date,Open,High,Low,Close,Volume,code,name,ret_cc,mom_1d,mom_3d,mom_5d,mom_10d,mom_20d,vol_10d,vol_20d,dollar_volume,oc_ret,oo_ret,cc_next_ret,situation,market_mom_20d,market_vol_20d,score,rank,trade_return
2025-08-12,381.0,386.0,370.0,378.0,366888,008600,윌비스,0.005319148936170137,-0.0505050505050505,-0.057644110275689275,-0.0669975186104218,-0.1004784688995215,-0.12761020881670537,0.0168083414975677,0.015132120557583483,280858088.0,-0.007874015748031482,0.013123359580052396,0.002645502645502562,down_low_vol,-0.021608746895466102,0.008528499374605003,4.427503624192704,2.0,-0.0004544973544974378
2025-08-21,4100.0,4100.0,3930.0,3960.0,80983,011230,삼화전자,-0.008760951188986232,-0.031515151515151496,-0.21358267716535428,-0.2532710280373832,-0.24337121212121215,-0.20734126984126988,0.05000428229520782,0.042285687283040496,441906925.0,-0.034146341463414664,-0.009756097560975618,0.02777777777777768,down_low_vol,-0.04731621141586173,0.008916602655788234,5.989521379707184,3.0,0.02467777777777768
2025-08-22,4060.0,4110.0,3940.0,4070.0,86333,011230,삼화전자,0.02777777777777768,-0.008760951188986232,-0.09174311926605505,-0.26119402985074625,-0.23699421965317924,-0.25141776937618143,0.050242718269581196,0.03985212287717836,320692680.0,0.0024630541871921707,0.022167487684729092,-0.01597051597051602,down_low_vol,-0.04236839672035719,0.00901941357280738,6.554080711226581,2.0,-0.019070515970516018
2024-04-24,1478.0,1478.0,1430.0,1438.0,140715,012030,DB,0.0006958942240780086,-0.007596685082872923,-0.022448979591836782,-0.0336247478143914,-0.055847568988173446,-0.07588424437299035,0.004576548243294563,0.0069830405305874735,237878106.0,-0.02706359945872805,-0.034506089309878196,-0.008344923504867818,down_low_vol,-0.036622183990769996,0.008386770370575763,4.815201582621001,1.0,-0.011444923504867819
2024-04-25,1427.0,1437.0,1422.0,1426.0,206197,012030,DB,-0.008344923504867818,0.0006958942240780086,-0.01708817498291182,-0.023761031907671426,-0.049570389953734306,-0.07405022537025108,0.0050030200752205385,0.007036173946373559,202348170.0,-0.0007007708479327412,-0.0007007708479327412,-0.0014025245441795509,down_low_vol,-0.02699979127149632,0.008929041263477832,3.376981878044367,3.0,-0.004502524544179551
2024-04-29,1416.0,1448.0,1415.0,1438.0,149905,012030,DB,0.00983146067415741,-0.0014025245441795509,-0.009046624913013224,-0.02665755297334249,-0.05507631055076312,-0.07950872656755015,0.00502426178718563,0.007073635619377691,222277856.0,0.015536723163841915,0.00918079096045199,0.0013908205841446364,down_low_vol,-0.024926730511944384,0.009022078224142091,3.7685787631350616,2.0,-0.0017091794158553635
2024-07-22,1204.0,1204.0,1174.0,1185.0,551629,012030,DB,-0.01578073089700993,-0.02824858757062143,-0.06230529595015577,-0.06738962044926411,-0.08994708994709,-0.1491166077738516,0.008991188776638136,0.009812275416229768,1907097472.0,-0.01578073089700993,-0.013289036544850474,-0.010126582278481067,down_low_vol,-0.021001775428038605,0.006155164243525066,6.867889209244969,3.0,-0.013226582278481067
2024-07-26,1151.0,1161.0,1131.0,1160.0,481906,012030,DB,0.013100436681222627,-0.021367521367521403,-0.03375527426160341,-0.0758676351896691,-0.11855273287143953,-0.1410352588147037,0.009153907518640592,0.00935212319810231,476971505.0,0.007819287576020795,0.007819287576020795,0.00775862068965516,down_low_vol,-0.027022936759079963,0.006313462445171737,8.11234343074777,2.0,0.00465862068965516
2024-05-02,54681.59616382891,55874.31554324128,54681.59616382891,55232.08203125,50417,012750,에스원,0.006688992737370114,-0.004991667212740247,-0.041666712153871965,-0.053797501824807026,-0.006644547408014789,-0.008291875251537517,0.017365956795358215,0.013629180754828744,2663919572.2734375,0.010067114093959662,0.020134228187919323,0.0,down_low_vol,-0.021441047108307965,0.009086972854635618,3.9472293157273497,2.0,-0.0031
2024-11-06,5679.883883177778,5689.831140416269,5132.78473506083,5212.36279296875,527294,014710,사조씨푸드,-0.04727276524417534,-0.1875923236599515,-0.21203440732873424,-0.21652424321905128,-0.191176478019229,-0.25575101946901524,0.06268917627608377,0.04613968512748599,7335330598.578125,-0.08231173380035017,-0.08406302859101933,0.024809181221890242,down_low_vol,-0.028446526164451535,0.0071036466700590845,4.692798458003891,2.0,0.021709181221890243
