Date,Open,High,Low,Close,Volume,code,name,prev_close,ret_close_to_close,momentum_5d_prev,vol_20d_prev,dollar_volume_prev,overnight_gap,intraday_ret,rank_score,rank,trade_return,notional_krw
2022-05-13,127597.296875,128571.32204198473,126623.27170801527,127597.296875,74074,000120,CJ대한통운,125649.25,0.015503848013418198,0.06611571672302685,0.018354698167163216,14324517097.0,0.015503848013418198,0.0,3.6021140811407455,5.0,-0.0031,100000.0
2022-05-16,127597.29990494296,129545.3502851711,126136.26211977185,128084.3125,63712,000120,CJ대한통운,127597.296875,0.0038168177299013895,0.07377042174757253,0.016839605736586098,9451642168.71875,2.3746137500779696e-08,0.003816793893129722,4.380768938508893,4.0,0.000716793893129722,100000.0
2022-05-17,127597.29990494296,129058.33769011406,127110.28730988593,128084.3125,22972,000120,CJ대한통운,128084.3125,0.0,0.09128641836052287,0.01667733120600526,8160507718.0,-0.0038022813688213253,0.003816793893129722,5.473682643398722,5.0,0.000716793893129722,100000.0
2022-05-18,127597.2904481132,129545.34068396226,125649.24021226415,129058.328125,38045,000120,CJ대한통운,128084.3125,0.0076044880593788555,0.08230465225925632,0.016604302207684142,2942352826.75,-0.003802355201670826,0.011450381679389388,4.956826925323448,6.0,0.008350381679389387,100000.0
2022-07-06,116883.01906779662,117857.04422669491,114934.96875,114934.96875,31135,000120,CJ대한통운,118344.046875,-0.02880650286195474,0.06113533630648482,0.020014111435695793,5417198745.703125,-0.01234559613080144,-0.01666666666666672,3.0546115675886583,6.0,-0.019766666666666717,100000.0
2022-08-16,124188.20617675781,125649.24389648438,122727.16845703125,124675.21875,44182,000120,CJ대한통운,124188.1953125,0.0039216564527286835,0.1135370631479018,0.018159407823700263,7151625603.4609375,8.748221014265312e-08,0.0039215686274509665,6.252244800610841,3.0,0.0008215686274509666,100000.0
2022-08-17,125649.23290441177,125649.23290441177,122240.14518995098,124188.1953125,27923,000120,CJ대한통운,124675.21875,-0.00390633714047528,0.11304349039068473,0.018102811651855195,5508400514.8125,0.007812411834342781,-0.011627906976744207,6.2445266826327455,4.0,-0.014727906976744207,100000.0
2023-05-10,80978.98238653499,82545.68579425513,80587.30653460496,81174.8203125,91266,000120,CJ대한통운,80587.3046875,0.007290424059698486,0.0674449206730614,0.013690670113286467,9762265502.539062,0.004860290346647478,0.002418379685610539,4.926341816359137,10.0,-0.000681620314389461,100000.0
2023-05-11,81174.81243466248,82349.83987641876,80783.13662074372,81958.1640625,63280,000120,CJ대한통운,81174.8203125,0.009650082956566441,0.06967743343558563,0.013133484393226631,7408501150.640625,-9.704779746488867e-08,0.00965018094089265,5.305327310665597,7.0,0.0065501809408926494,100000.0
2023-05-12,82154.01398674241,82154.01398674241,80293.55359848484,80783.1484375,34980,000120,CJ대한통운,81958.1640625,-0.014336773382380152,0.07445439457090774,0.012850220210976674,5186312621.875,0.002389632887494386,-0.016686531585220377,5.794017016712967,5.0,-0.019786531585220375,100000.0
2023-11-22,89595.85503008022,92925.09991644385,88812.5032921123,91554.234375,152348,000120,CJ대한통운,89987.53125,0.017410224541525077,0.1559749756955704,0.026658815708769792,10235361779.4375,-0.004352561010165346,0.021857923497267784,5.850784123326988,8.0,0.018757923497267785,100000.0
2023-11-23,91064.6351732866,95177.23160046729,90477.12139797508,94295.9609375,196841,000120,CJ대한통운,91554.234375,0.02994647469029199,0.1731493524922314,0.02670495179447638,13948104498.5625,-0.005347641264827008,0.03548387096774186,6.483791988272579,4.0,0.03238387096774186,100000.0
2023-11-24,94883.475787774,95177.23267875782,93023.01547820981,93806.3671875,84624,000120,CJ대한통운,94295.9609375,-0.005192096725378348,0.2159090600005058,0.026419252924267403,18561311246.898438,0.006230540994893952,-0.011351909184726505,8.172413528097252,1.0,-0.014451909184726506,100000.0
2023-11-28,101346.12898581474,102129.48070744422,99191.91175133365,100954.453125,113375,000120,CJ대한통운,101346.125,-0.0038646951227785387,0.1512791705801284,0.030274166896438488,22292803077.875,3.9328733381083225e-08,-0.0038647342995168366,4.9969722072822815,8.0,-0.006964734299516837,100000.0
2023-11-30,104969.12511052167,112313.04710985854,103304.50279067198,110746.34375,319834,000120,CJ대한통운,104969.1328125,0.055037236020797575,0.146524063349746,0.030805576874110077,24216903785.507812,-7.337374452465184e-08,0.05503731343283569,4.756413552926814,6.0,0.05193731343283569,100000.0
2023-12-01,111627.61917838313,118481.94667179263,109865.07782293498,111431.78125,406167,000120,CJ대한통운,110746.34375,0.00618925624801947,0.17445479794626007,0.03144692798840095,35420446106.9375,0.007957602919808737,-0.0017543859649122862,5.5475942836326295,6.0,-0.0048543859649122865,100000.0
2023-12-04,110746.34281499336,112998.47887577572,108690.0446725399,110452.5859375,175801,000120,CJ대한통운,111431.78125,-0.008787397109834894,0.18789144693419746,0.03126352962789779,45259912294.96875,-0.006151193378743924,-0.0026525198938992522,6.009924316623989,4.0,-0.005752519893899253,100000.0
2024-08-05,98034.70177686228,98329.6908494105,89480.01867296356,91741.6015625,102931,000120,CJ대한통운,98034.703125,-0.06419259060208427,0.05838631966628105,0.015226504398616758,15323020167.84375,-1.3751637717440701e-08,-0.06419257773319964,3.8345189504943185,9.0,-0.06729257773319965,100000.0
2024-09-12,102656.1985619469,103344.5064067109,98034.70303281711,100001.296875,158310,000120,CJ대한통운,102262.8828125,-0.02211541348434931,0.1292073916153973,0.027600594150176433,18832016658.570312,0.003846124210756363,-0.025862068965517238,4.681326456683228,2.0,-0.028962068965517236,100000.0
2025-02-12,88890.04798515377,93216.55474549311,87316.77279957583,92724.90625,286213,000120,CJ대한통운,87415.09375,0.06074251336028569,0.11403506326497537,0.018115134699575958,17825248842.03125,0.016872992659276997,0.04314159292035402,6.295016026993425,9.0,0.04004159292035402,100000.0
2025-02-13,92134.92180114234,94789.82349658613,91151.6248769039,93609.8671875,138884,000120,CJ대한통운,92724.90625,0.009543939954104852,0.17434629378733102,0.022253599924201332,26539073592.53125,-0.006362739772062698,0.016008537886872842,7.834520903637041,2.0,0.012908537886872842,100000.0
2025-02-14,92921.55778626705,94298.17345717471,92233.24995081322,93708.1953125,105149,000120,CJ대한통운,93609.8671875,0.0010504034238512094,0.17241378298130283,0.022046940680409723,13000912794.46875,-0.007352957780126679,0.00846560846560851,7.820304208216279,2.0,0.005365608465608509,100000.0
2025-02-17,94494.84217450624,95379.8094789501,92823.23726611226,94593.171875,73116,000120,CJ대한통운,93708.1953125,0.009443961219707253,0.16503655524498884,0.021903469569317432,9853323028.914062,0.008394643172701333,0.0010405827263266776,7.534722055001435,3.0,-0.0020594172736733223,100000.0
2025-02-18,94003.1874674818,95084.81410152186,93118.22022144901,94494.8359375,62685,000120,CJ대한통운,94593.171875,-0.0010395669745586478,0.14387640239792265,0.020196794318341173,6916274354.8125,-0.006237071829009344,0.0052301255230124966,7.123724692649129,2.0,0.0021301255230124967,100000.0
2025-11-11,89334.56673842842,92610.16751883746,88838.2635898816,92213.125,141069,000120,CJ대한통운,90426.4296875,0.019758551992758555,0.1274752382419091,0.0241286156088065,35236105150.609375,-0.01207459979173009,0.03222222222222215,5.283155913652293,9.0,0.029122222222222154,100000.0
2025-11-12,91419.03984866352,94694.640625,89334.5666273585,94694.640625,114586,000120,CJ대한통운,92213.125,0.026910655343260537,0.14691359008378102,0.024348501110389404,13008413330.625,-0.008611411351003184,0.03583061889250816,6.033783739611536,5.0,0.03273061889250816,100000.0
2025-11-13,94297.59963177789,96282.81225560479,93702.03584462982,95190.9453125,118268,000120,CJ대한통운,94694.640625,0.005241106405011964,0.19250005509485768,0.024538729164426794,10850680090.65625,-0.004192856011719037,0.0094736842105263,7.844744273632572,1.0,0.0063736842105263005,100000.0
2025-11-14,94297.60003306878,95687.24887566137,93304.99371693122,93801.296875,62013,000120,CJ대한통운,95190.9453125,-0.014598535952531577,0.1652490811467533,0.024158907195140206,11258042720.21875,-0.00938477159249207,-0.0052631578947368585,6.840089239632276,4.0,-0.008363157894736859,100000.0
2022-03-30,22429.627662136132,23895.61639822346,20035.179393193495,21403.435546875,3774302,000230,일동홀딩스,21696.6328125,-0.013513491616822693,0.7549406440246549,0.1474063026279297,171981549393.3047,0.033783806730316,-0.045751633986928164,5.121495014566718,10.0,-0.04885163398692816,100000.0
2022-03-31,21012.50344932626,21989.82919115539,20426.108004228783,21305.701171875,948518,000230,일동홀딩스,21403.435546875,-0.004566293798299537,0.7312252683436062,0.1476000773755442,80783029591.4414,-0.018264922782726623,0.013953488372093092,4.954098136975385,7.0,0.010853488372093092,100000.0
2022-04-13,26241.195251191144,27071.92210271861,20572.706146650784,21794.36328125,5602587,000230,일동홀딩스,29368.638671875,-0.2579035233893404,0.43436752582969285,0.15069194160281224,88041393116.46289,-0.10648921986564075,-0.16945996275605213,2.882486755493411,10.0,-0.17255996275605212,100000.0
2022-04-21,52091.46155826066,55707.56676962209,46911.6351744186,50430.0078125,5038956,000230,일동홀딩스,50039.08203125,0.007812409128646003,1.2959643915956622,0.18041891499798451,331996749467.7539,0.04101553113482215,-0.031894934333958735,7.183084942120064,2.0,-0.034994934333958734,100000.0
2022-07-12,30932.35983290969,31763.086716257974,29368.63864072468,30639.162109375,1845794,000230,일동홀딩스,29759.5703125,0.029556602721025893,0.6068602849171703,0.09482973047758848,96493769961.91406,0.039408819015007035,-0.009478672985781977,6.399472843177511,3.0,-0.012578672985781978,100000.0
2022-07-13,30297.0986822587,31030.093005216575,28879.97632454015,30883.494140625,851118,000230,일동홀딩스,30639.162109375,0.007974501077339768,0.5255475283063455,0.09492175785862664,56553581586.51172,-0.011164255272229973,0.01935483870967758,5.536639229638782,2.0,0.01625483870967758,100000.0
2022-07-14,29270.90549955432,29906.167221581374,27804.916910261116,29124.306640625,637404,000230,일동홀딩스,30883.494140625,-0.05696206174047891,0.6000000202373477,0.09197178351554443,26285497765.98047,-0.05221522648078336,-0.005008347245408995,6.523740187510225,1.0,-0.008108347245408995,100000.0
2022-09-30,24286.545420371338,25801.400366108785,23260.35336035565,23358.0859375,391687,000230,일동홀딩스,24970.671875,-0.064579196970446,0.08262711972050307,0.05708283181726337,21433526262.5625,-0.027397198523664512,-0.03822937625754519,1.4474951064974046,8.0,-0.04132937625754519,100000.0
2022-11-18,36649.71306258213,38897.5621304205,35818.9862331636,37187.2421875,1768969,000230,일동홀딩스,36161.0546875,0.028378251377571884,0.525773216266346,0.07528032525656309,55304210784.296875,0.013513388348461275,0.014666666666666606,6.984204896491305,8.0,0.011566666666666605,100000.0
2022-11-21,37920.24082001522,37920.24082001522,31518.756867151827,32105.15234375,1610407,000230,일동홀딩스,37187.2421875,-0.136662186943733,0.5690719921427185,0.07472838618862318,65783078625.17969,0.019711024249106757,-0.15335051546391754,7.61520516054387,2.0,-0.15645051546391753,100000.0
2023-07-17,10091.5396640625,10356.33225,9640.4115546875,9807.1328125,156704,000230,일동홀딩스,10336.71875,-0.051233466858136234,0.2668269150212965,0.0416627395329822,12787482408.59375,-0.023719237397022086,-0.02818270165208947,6.404449587624062,3.0,-0.03128270165208947,100000.0
2023-07-20,11248.782134512907,12455.059556086653,11101.675131881962,11444.9248046875,772925,000230,일동홀딩스,11268.396484375,0.01566578887752823,0.3422897348466518,0.053655365507667314,18216005215.591797,-0.0017406513774422816,0.017436791630339954,6.379412974043366,6.0,0.014336791630339954,100000.0
2023-09-08,15152.021071452167,15985.627408716526,13690.758197894644,13916.322265625,1453239,000230,일동홀딩스,14524.3642578125,-0.04186358737598039,0.44206426588758285,0.07744486637860666,85082229812.74707,0.04321406448492615,-0.08155339805825246,5.708115806236299,3.0,-0.08465339805825246,100000.0
2023-09-11,14092.850901233793,14239.957904378196,13200.401748824415,13425.9658203125,700385,000230,일동홀딩스,13916.322265625,-0.03523606567546511,0.41194031299995837,0.07755830167311899,20223742252.97461,0.012685006299749224,-0.04732080723729992,5.311363246917682,2.0,-0.05042080723729992,100000.0
2023-09-12,13955.551096291738,15887.556413206335,13357.315947399402,14318.4150390625,3629493,000230,일동홀딩스,13425.9658203125,0.0664718822239061,0.363545920457212,0.07812260058018951,9403345071.05957,0.039444855071656404,0.026001405481377304,4.6535307037564335,7.0,0.022901405481377306,100000.0
2023-09-13,14445.90770878036,14504.750510038122,13210.208882367377,13425.9658203125,474259,000230,일동홀딩스,14318.4150390625,-0.06232877146774152,0.44411478727608045,0.07773396854919304,51968587155.37207,0.008904104914548405,-0.07060420909708076,5.713265327435683,3.0,-0.07370420909708077,100000.0
2024-08-13,8994.015425701531,9112.879065688776,8459.12904575893,8736.4775390625,86854,000230,일동홀딩스,9112.87890625,-0.04130433105276399,0.3352684992647972,0.04452372829266032,4929812327.671875,-0.013043460993094835,-0.028634361233480177,7.530108374146776,3.0,-0.031734361233480175,100000.0
