w_mom,w_lv,w_rsi,w_vol,tr_sharpe,tr_cumret,tr_mdd,te_sharpe,te_cumret,te_mdd
0.0,0.9500000000000001,0.05,0.0,-0.04242478,-0.03276211,-0.25776753,0.59680307,0.14731276,-0.11272767
0.0,1.0,0.0,0.0,-0.0056787487,-0.014767528,-0.17330787,0.94469655,0.22402966,-0.12583695
0.05,0.0,0.0,0.9500000000000001,2.809857,35.310345,-0.313931,3.7468786,22.96551,-0.24850267
0.05,0.0,0.05,0.9,2.4016821,17.741875,-0.23191541,3.5867376,15.802404,-0.24470755
0.05,0.0,0.1,0.8500000000000001,1.3188353,2.1889265,-0.3038408,3.9585564,19.751455,-0.14261481
0.05,0.0,0.15000000000000002,0.8,0.78559744,0.7977408,-0.30035985,4.027386,14.426703,-0.11795449
0.05,0.0,0.2,0.75,0.6089924,0.50745416,-0.36679283,3.4175136,8.3016,-0.16589032
0.05,0.0,0.25,0.7000000000000001,0.25336865,0.08909166,-0.35045272,3.0632174,5.873594,-0.16036944
0.05,0.0,0.30000000000000004,0.65,0.21903665,0.055962205,-0.38744593,3.1690497,6.206291,-0.1708687
0.05,0.0,0.35000000000000003,0.6000000000000001,0.35496783,0.19573104,-0.38506383,2.909985,5.1927085,-0.15643708
0.05,0.0,0.4,0.55,0.045914117,-0.0904187,-0.38413736,3.0078712,5.5937557,-0.19988672
0.05,0.0,0.45,0.5,0.3005343,0.13705969,-0.359024,2.8932927,4.806131,-0.15064988
0.05,0.0,0.5,0.45,0.059314333,-0.0769254,-0.39969903,3.0034835,5.520426,-0.16979885
0.05,0.0,0.55,0.4,0.19421653,0.0360775,-0.37574586,3.0722637,5.6276536,-0.1456757
0.05,0.0,0.6000000000000001,0.35000000000000003,0.007467447,-0.11207855,-0.42594424,3.0671813,5.7016854,-0.1517966
0.05,0.0,0.65,0.30000000000000004,0.040091142,-0.086946964,-0.40834928,2.9983833,5.1774473,-0.18246578
0.05,0.0,0.7000000000000001,0.25,0.06361955,-0.070699215,-0.3314285,3.0136535,4.850301,-0.19259298
0.05,0.0,0.75,0.2,0.115337186,-0.028982699,-0.31784937,2.8296053,3.823328,-0.20932749
0.05,0.0,0.8,0.15000000000000002,0.049398556,-0.08035588,-0.3426429,3.2491167,4.978108,-0.23128404
0.05,0.0,0.8500000000000001,0.1,0.060385626,-0.07500571,-0.30281422,3.4354455,5.2759233,-0.24253055
0.05,0.0,0.9,0.05,0.2209198,0.06276846,-0.2720042,2.2295966,2.1036596,-0.24106124
0.05,0.0,0.9500000000000001,0.0,0.45856312,0.28732455,-0.3377603,1.456867,0.9321891,-0.23709106
0.05,0.05,0.0,0.9,1.575458,3.1980715,-0.27003533,3.6141572,9.759282,-0.27018398
0.05,0.05,0.05,0.8500000000000001,0.458596,0.29960597,-0.3492431,3.0151377,5.027477,-0.19081786
0.05,0.05,0.1,0.8,0.46595764,0.30946887,-0.3345404,3.2405705,5.201539,-0.17405654
0.05,0.05,0.15000000000000002,0.75,0.8004881,0.7273501,-0.31446105,3.3799586,5.556468,-0.14487357
0.05,0.05,0.2,0.7000000000000001,0.5231358,0.36760867,-0.2757019,3.0394814,3.8342538,-0.19148763
0.05,0.05,0.25,0.65,0.35318008,0.18503451,-0.2767598,2.5937617,3.3500338,-0.17689033
0.05,0.05,0.30000000000000004,0.6000000000000001,0.421436,0.24968994,-0.28718752,2.7049856,3.424705,-0.17820819
0.05,0.05,0.35000000000000003,0.55,0.06998227,-0.052863657,-0.28931013,2.7500825,3.4104023,-0.144104
0.05,0.05,0.4,0.5,0.06951948,-0.05401784,-0.28525087,2.721371,3.4005156,-0.16935328
0.05,0.05,0.45,0.45,0.05713087,-0.061270118,-0.27188346,2.814833,3.5706663,-0.15380476
0.05,0.05,0.5,0.4,-0.12942304,-0.18344373,-0.34531346,2.6703656,3.12437,-0.13508655
0.05,0.05,0.55,0.35000000000000003,0.13272223,-0.0019629598,-0.26347438,2.7560673,3.3786283,-0.15540741
0.05,0.05,0.6000000000000001,0.30000000000000004,-0.20969333,-0.22985947,-0.3749874,2.4357414,2.5982046,-0.18352751
0.05,0.05,0.65,0.25,0.05454132,-0.05561453,-0.25884917,2.4864275,2.640376,-0.1945679
0.05,0.05,0.7000000000000001,0.2,-0.025593385,-0.109545946,-0.29837695,2.245279,1.8097296,-0.18992949
0.05,0.05,0.75,0.15000000000000002,-0.08804182,-0.14234221,-0.30978638,2.1829774,1.661072,-0.21793103
0.05,0.05,0.8,0.1,-0.2774467,-0.25276983,-0.38171017,2.0192492,1.2409787,-0.17131089
0.05,0.05,0.8500000000000001,0.05,-0.12972423,-0.15987921,-0.40567145,1.6601737,0.872761,-0.1803221
0.05,0.05,0.9,0.0,-0.062360827,-0.10839373,-0.35932696,1.3832505,0.6652442,-0.18842414
0.05,0.1,0.0,0.8500000000000001,0.11509234,-0.008939505,-0.32337838,2.9830158,3.892199,-0.20589663
0.05,0.1,0.05,0.8,0.19986369,0.056725502,-0.34995824,2.1890638,1.9088044,-0.13646059
0.05,0.1,0.1,0.75,0.26323822,0.10223091,-0.3969951,2.185151,1.633534,-0.12932326
0.05,0.1,0.15000000000000002,0.7000000000000001,0.4762799,0.28241992,-0.33684003,2.1944392,1.6463306,-0.15886001
0.05,0.1,0.2,0.65,0.42536196,0.23213041,-0.2679731,2.2009232,1.8165321,-0.18771955
0.05,0.1,0.25,0.6000000000000001,0.18512487,0.044313192,-0.26501656,2.398176,1.9987583,-0.15969189
0.05,0.1,0.30000000000000004,0.55,0.16953681,0.032513857,-0.27602804,2.598328,2.4355838,-0.11606015
0.05,0.1,0.35000000000000003,0.5,-0.03351015,-0.101771355,-0.32706082,2.5535662,2.4125905,-0.13606992
0.05,0.1,0.4,0.45,0.05898442,-0.040490568,-0.31658483,2.272614,1.8663557,-0.15717241
0.05,0.1,0.45,0.4,-0.10202111,-0.135611,-0.24362566,2.2464678,1.6501338,-0.18334153
0.05,0.1,0.5,0.35000000000000003,-0.06349163,-0.114528656,-0.2773189,2.651878,2.2116833,-0.13110971
0.05,0.1,0.55,0.30000000000000004,0.04464104,-0.05011648,-0.31953615,1.8053876,1.0788596,-0.14901458
0.05,0.1,0.6000000000000001,0.25,-0.24120477,-0.20547652,-0.38606673,1.723054,1.0333631,-0.21944058
0.05,0.1,0.65,0.2,-0.14334105,-0.15356904,-0.37390986,1.3596773,0.69515836,-0.19772366
0.05,0.1,0.7000000000000001,0.15000000000000002,0.05868638,-0.0338552,-0.3231503,1.6635506,0.87464964,-0.18413654
0.05,0.1,0.75,0.1,0.10606618,-0.00354743,-0.32753414,1.4755242,0.697703,-0.14634955
0.05,0.1,0.8,0.05,0.28293604,0.11301887,-0.2838277,1.4867954,0.6748792,-0.1628579
0.05,0.1,0.8500000000000001,0.0,0.036074292,-0.03601384,-0.26944908,1.25427,0.5372528,-0.18637343
0.05,0.15000000000000002,0.0,0.8,-0.30251533,-0.23643374,-0.40371615,2.1873705,1.8043275,-0.15789208
0.05,0.15000000000000002,0.05,0.75,0.12639415,0.012062073,-0.35051516,1.6904167,1.1042948,-0.17992865
0.05,0.15000000000000002,0.1,0.7000000000000001,-0.051491305,-0.09153682,-0.44346747,1.6736809,0.9834852,-0.17422563
0.05,0.15000000000000002,0.15000000000000002,0.65,-0.07201416,-0.10077739,-0.34358788,1.8872861,1.1485634,-0.14257415
0.05,0.15000000000000002,0.2,0.6000000000000001,-0.0025153966,-0.0669049,-0.35743406,1.9567522,1.2560325,-0.15890804
0.05,0.15000000000000002,0.25,0.55,0.16506654,0.034187198,-0.32974344,2.1499293,1.4979935,-0.15364213
0.05,0.15000000000000002,0.30000000000000004,0.5,-0.17515591,-0.16759306,-0.38860932,1.8902535,1.2768669,-0.14251311
0.05,0.15000000000000002,0.35000000000000003,0.45,-0.15110688,-0.15132082,-0.3669815,1.8232973,1.1148114,-0.14791156
0.05,0.15000000000000002,0.4,0.4,-0.09139677,-0.12006414,-0.3928322,1.6382748,0.874068,-0.135003
0.05,0.15000000000000002,0.45,0.35000000000000003,0.17432772,0.040180087,-0.37864137,1.7586824,0.9791763,-0.14410804
0.05,0.15000000000000002,0.5,0.30000000000000004,0.07004477,-0.023567975,-0.36380273,1.555127,0.81130517,-0.13672297
0.05,0.15000000000000002,0.55,0.25,0.1988752,0.056826472,-0.33714977,1.7986329,0.9775369,-0.13192692
0.05,0.15000000000000002,0.6000000000000001,0.2,0.39108035,0.19005477,-0.29380572,1.8635583,1.0101149,-0.122557595
0.05,0.15000000000000002,0.65,0.15000000000000002,0.4079877,0.20109582,-0.29006553,1.4015843,0.6310233,-0.12985353
0.05,0.15000000000000002,0.7000000000000001,0.1,0.23412327,0.079906225,-0.3271095,1.0928023,0.43352127,-0.1534401
0.05,0.15000000000000002,0.75,0.05,0.063466094,-0.022825599,-0.36095294,1.4606503,0.64224124,-0.14228395
0.05,0.15000000000000002,0.8,0.0,0.12289479,0.013829231,-0.35354343,0.77021235,0.27768683,-0.18582955
0.05,0.2,0.0,0.75,-0.038406935,-0.084023714,-0.29562795,2.0788708,1.5586979,-0.13764359
0.05,0.2,0.05,0.7000000000000001,-0.09287611,-0.107337,-0.34404674,1.8948144,1.2002537,-0.15026844
0.05,0.2,0.1,0.65,-0.17607328,-0.14314365,-0.4245088,1.7044218,0.9530163,-0.14425044
0.05,0.2,0.15000000000000002,0.6000000000000001,-0.016473554,-0.06624293,-0.34409386,1.9569132,1.0881763,-0.1359941
0.05,0.2,0.2,0.55,0.2271628,0.0756166,-0.35731146,1.9079632,1.0801747,-0.14461865
0.05,0.2,0.25,0.5,0.04950041,-0.033634722,-0.36063117,1.6362095,0.8849231,-0.14337204
0.05,0.2,0.30000000000000004,0.45,-0.21609421,-0.17638224,-0.4076475,1.6973761,0.929644,-0.15030779
0.05,0.2,0.35000000000000003,0.4,-0.03536356,-0.081282556,-0.40607917,1.7451547,0.94951916,-0.1514335
0.05,0.2,0.4,0.35000000000000003,0.046606127,-0.03183347,-0.32305995,1.3657167,0.621276,-0.1477837
0.05,0.2,0.45,0.30000000000000004,0.14317119,0.023738265,-0.32746255,1.5052022,0.72979534,-0.14433974
0.05,0.2,0.5,0.25,0.27817446,0.107644916,-0.31085628,1.5627673,0.7496532,-0.13021007
0.05,0.2,0.55,0.2,0.30625412,0.12501526,-0.22111973,1.5194422,0.71606445,-0.13309722
0.05,0.2,0.6000000000000001,0.15000000000000002,0.6712386,0.39618075,-0.24417649,1.0203062,0.40403497,-0.15107019
0.05,0.2,0.65,0.1,0.2583516,0.0946784,-0.30627406,0.6677805,0.22050571,-0.15650403
0.05,0.2,0.7000000000000001,0.05,0.09671375,-0.0012003183,-0.37567064,0.83620393,0.29187107,-0.14002953
0.05,0.2,0.75,0.0,0.017809216,-0.036706388,-0.34594515,0.7405874,0.25468767,-0.17353858
0.05,0.25,0.0,0.7000000000000001,-0.09652701,-0.107063234,-0.20335816,1.4267644,0.826761,-0.20161057
0.05,0.25,0.05,0.65,-0.036146384,-0.070358574,-0.3528247,1.5490981,0.8442236,-0.17092358
0.05,0.25,0.1,0.6000000000000001,-0.04654743,-0.07185447,-0.4220203,1.8102355,1.0363212,-0.16843039
0.05,0.25,0.15000000000000002,0.55,0.07689794,-0.011645198,-0.3365375,1.7581217,0.8979105,-0.13012928
0.05,0.25,0.2,0.5,0.2401487,0.083691716,-0.3398832,1.8911221,1.0510669,-0.15216744
0.05,0.25,0.25,0.45,0.0017624076,-0.05689776,-0.39310116,1.6055775,0.80195105,-0.124224804
0.05,0.25,0.30000000000000004,0.4,0.1839442,0.048738122,-0.354994,1.4779434,0.69870627,-0.16117169
0.05,0.25,0.35000000000000003,0.35000000000000003,-0.14368263,-0.12288779,-0.35020646,1.5430704,0.74085855,-0.13824546
0.05,0.25,0.4,0.30000000000000004,0.21884333,0.06935477,-0.29099265,1.2730993,0.5617472,-0.15932837
0.05,0.25,0.45,0.25,0.55827516,0.29407752,-0.20732051,1.3270907,0.5811416,-0.14126389
0.05,0.25,0.5,0.2,0.5006601,0.25317204,-0.19561274,1.0528646,0.41894102,-0.17880303
0.05,0.25,0.55,0.15000000000000002,0.6487595,0.36734676,-0.21997146,0.8946069,0.32916808,-0.16131438
0.05,0.25,0.6000000000000001,0.1,0.31327358,0.1260314,-0.35980058,0.7895504,0.27354395,-0.13867706
0.05,0.25,0.65,0.05,-0.084209405,-0.09234059,-0.3942183,0.96401614,0.3458413,-0.12931971
0.05,0.25,0.7000000000000001,0.0,0.05906814,-0.014662504,-0.31113765,1.0680542,0.40002584,-0.13232154
0.05,0.30000000000000004,0.0,0.65,0.25098655,0.089031935,-0.18364608,1.4782866,0.8139241,-0.21406983
0.05,0.30000000000000004,0.05,0.6000000000000001,-0.11313249,-0.10442686,-0.33941182,1.8802738,1.1099391,-0.132509
0.05,0.30000000000000004,0.1,0.55,-0.115162276,-0.09846443,-0.41391596,1.4072001,0.67934144,-0.13643591
0.05,0.30000000000000004,0.15000000000000002,0.5,-0.019168101,-0.059928536,-0.34181458,1.376501,0.6206758,-0.1270852
0.05,0.30000000000000004,0.2,0.45,0.13741492,0.021932244,-0.34092453,1.7848468,0.89412236,-0.12119759
0.05,0.30000000000000004,0.25,0.4,0.07158257,-0.012898982,-0.3649123,1.3557357,0.59866524,-0.14230347
0.05,0.30000000000000004,0.30000000000000004,0.35000000000000003,0.07904286,-0.009828031,-0.34168872,1.2520852,0.52777433,-0.13589673
0.05,0.30000000000000004,0.35000000000000003,0.30000000000000004,-0.038506035,-0.07089782,-0.3287918,0.9062481,0.3417567,-0.17377798
0.05,0.30000000000000004,0.4,0.25,0.48937243,0.23742199,-0.28892776,0.7547202,0.27060258,-0.19514203
0.05,0.30000000000000004,0.45,0.2,0.3846943,0.17146015,-0.2981958,0.89094555,0.32857,-0.15805659
0.05,0.30000000000000004,0.5,0.15000000000000002,0.35190606,0.1488229,-0.28005564,0.6822273,0.22250748,-0.18676735
0.05,0.30000000000000004,0.55,0.1,-0.30242848,-0.184187,-0.41157013,0.72419864,0.23790908,-0.16050752
0.05,0.30000000000000004,0.6000000000000001,0.05,-0.15965192,-0.115641594,-0.36850986,1.2016826,0.4604442,-0.13094278
0.05,0.30000000000000004,0.65,0.0,0.034149542,-0.026270747,-0.35175037,0.92871314,0.32691777,-0.13350622
0.05,0.35000000000000003,0.0,0.6000000000000001,-0.31943524,-0.1959942,-0.32634866,1.5764323,0.85432494,-0.19082274
0.05,0.35000000000000003,0.05,0.55,-0.22139917,-0.15051472,-0.38047367,1.6629394,0.87971604,-0.1390243
0.05,0.35000000000000003,0.1,0.5,0.09514049,0.0033848286,-0.37825665,1.4733927,0.7081008,-0.16155635
0.05,0.35000000000000003,0.15000000000000002,0.45,0.21142203,0.06433725,-0.3310203,1.6762152,0.81063557,-0.1317257
0.05,0.35000000000000003,0.2,0.4,0.09098231,-0.0007032156,-0.37352157,1.7660009,0.84694386,-0.10830429
0.05,0.35000000000000003,0.25,0.35000000000000003,0.2606455,0.09234834,-0.29522514,1.1227329,0.44679463,-0.124870665
0.05,0.35000000000000003,0.30000000000000004,0.30000000000000004,0.18481666,0.04958725,-0.3158575,0.8426692,0.3052051,-0.1486133
0.05,0.35000000000000003,0.35000000000000003,0.25,0.16916773,0.04086244,-0.3436054,0.8199207,0.2905656,-0.17214352
0.05,0.35000000000000003,0.4,0.2,0.28695804,0.10779011,-0.32079825,0.5524291,0.16800475,-0.1601445
0.05,0.35000000000000003,0.45,0.15000000000000002,0.16086482,0.0363822,-0.30777442,0.7143014,0.2299211,-0.13748325
0.05,0.35000000000000003,0.5,0.1,-0.31425217,-0.18359828,-0.40066457,0.67270046,0.21448016,-0.1690949
0.05,0.35000000000000003,0.55,0.05,-0.11141649,-0.09140462,-0.32931486,1.051049,0.37595892,-0.13416784
0.05,0.35000000000000003,0.6000000000000001,0.0,0.06335802,-0.0105291605,-0.3539357,0.96828675,0.3487326,-0.13893417
0.05,0.4,0.0,0.55,-0.67943746,-0.30313033,-0.34401378,1.7713575,0.99602485,-0.20043378
0.05,0.4,0.05,0.5,-0.27190685,-0.16589767,-0.37498954,1.3366063,0.6117654,-0.144379
0.05,0.4,0.1,0.45,-0.19509128,-0.13068199,-0.42538103,1.2556291,0.52622724,-0.17054823
0.05,0.4,0.15000000000000002,0.4,0.15721974,0.035116673,-0.33817637,1.5171609,0.6859534,-0.13639967
0.05,0.4,0.2,0.35000000000000003,-0.067686096,-0.07714772,-0.3884353,1.629087,0.7175826,-0.11728973
0.05,0.4,0.25,0.30000000000000004,0.20292614,0.05935228,-0.31160423,1.2781696,0.5228163,-0.12802204
0.05,0.4,0.30000000000000004,0.25,0.07427653,-0.008522272,-0.3618317,1.0475885,0.3934437,-0.13486902
0.05,0.4,0.35000000000000003,0.2,0.057219774,-0.016390443,-0.3611356,0.5418736,0.15897036,-0.16486321
0.05,0.4,0.4,0.15000000000000002,0.106151454,0.010257125,-0.31486005,0.46165574,0.12539208,-0.16137093
0.05,0.4,0.45,0.1,-0.45874438,-0.23278451,-0.41542208,0.5891161,0.17298818,-0.16534716
0.05,0.4,0.5,0.05,-0.15603784,-0.10855919,-0.3465162,1.0126351,0.3585112,-0.13416798
0.05,0.4,0.55,0.0,0.18920673,0.05082071,-0.30451572,0.8864244,0.30195343,-0.15104406
0.05,0.45,0.0,0.5,-0.58913046,-0.26966125,-0.32370657,1.3732891,0.64816165,-0.1827571
0.05,0.45,0.05,0.45,-0.32673314,-0.16721398,-0.3509715,1.0777025,0.41126812,-0.17132333
0.05,0.45,0.1,0.4,-0.15988873,-0.1126914,-0.41226077,1.2365745,0.48069465,-0.13310981
0.05,0.45,0.15000000000000002,0.35000000000000003,0.19064032,0.05220163,-0.32984188,1.7631621,0.8214972,-0.13555725
0.05,0.45,0.2,0.30000000000000004,0.31927118,0.12165058,-0.30804685,1.8593591,0.8599026,-0.11728963
0.05,0.45,0.25,0.25,0.013992087,-0.036480784,-0.36145985,1.497208,0.63611186,-0.13762322
0.05,0.45,0.30000000000000004,0.2,0.15104985,0.032349944,-0.30773926,0.6702188,0.20821631,-0.17888877
0.05,0.45,0.35000000000000003,0.15000000000000002,0.17679802,0.044784427,-0.2790771,0.7342437,0.23459542,-0.14496946
0.05,0.45,0.4,0.1,-0.21186267,-0.13010609,-0.35540745,0.96195036,0.3305334,-0.14149791
0.05,0.45,0.45,0.05,0.0016250324,-0.036683857,-0.32306898,0.8881972,0.29447067,-0.14355439
0.05,0.45,0.5,0.0,0.20223793,0.05676067,-0.33859026,0.6488071,0.19741929,-0.1434443
0.05,0.5,0.0,0.45,-0.55372864,-0.24780774,-0.33852157,1.0762513,0.41755545,-0.18913695
0.05,0.5,0.05,0.4,-0.76356494,-0.30841386,-0.36761737,1.5176383,0.63668585,-0.15467426
0.05,0.5,0.1,0.35000000000000003,-0.17472246,-0.11362088,-0.385392,1.2534975,0.47322953,-0.15271717
0.05,0.5,0.15000000000000002,0.30000000000000004,0.21217342,0.06278241,-0.31106746,1.572467,0.6403136,-0.1339385
0.05,0.5,0.2,0.25,0.3568479,0.14219308,-0.2646119,1.439709,0.56947696,-0.13897897
0.05,0.5,0.25,0.2,-0.034137394,-0.05325806,-0.32864833,1.1559014,0.42508757,-0.12924512
0.05,0.5,0.30000000000000004,0.15000000000000002,-0.0409501,-0.055443466,-0.32520434,1.0130087,0.34827828,-0.13337165
0.05,0.5,0.35000000000000003,0.1,-0.3679503,-0.1831047,-0.3696617,1.0726951,0.37383795,-0.13269915
0.05,0.5,0.4,0.05,-0.12210425,-0.08749586,-0.38664213,0.67206407,0.20106983,-0.1387475
0.05,0.5,0.45,0.0,-0.1108874,-0.080987215,-0.39056283,0.7036351,0.21061587,-0.13694955
0.05,0.55,0.0,0.4,-0.54621613,-0.24121565,-0.3336732,0.9365522,0.34104574,-0.2154671
0.05,0.55,0.05,0.35000000000000003,-0.6394027,-0.26172084,-0.35418916,1.3297884,0.51179695,-0.15542309
0.05,0.55,0.1,0.30000000000000004,-0.3402606,-0.15904862,-0.34676766,1.5907123,0.6466681,-0.13875717
0.05,0.55,0.15000000000000002,0.25,0.1151796,0.016940475,-0.29070252,1.7172726,0.7094686,-0.13212506
0.05,0.55,0.2,0.2,-0.24881211,-0.13117939,-0.34091264,1.0426234,0.36463428,-0.13880138
0.05,0.55,0.25,0.15000000000000002,-0.30667245,-0.15391701,-0.3844134,1.0096236,0.35083413,-0.1388939
0.05,0.55,0.30000000000000004,0.1,-0.3224331,-0.16305566,-0.38129145,0.792836,0.25124967,-0.1340569
0.05,0.55,0.35000000000000003,0.05,-0.32564366,-0.16034532,-0.40850446,0.73391336,0.22415245,-0.12509328
0.05,0.55,0.4,0.0,-0.20213157,-0.11735773,-0.4266475,0.74958277,0.23259437,-0.13569951
0.05,0.6000000000000001,0.0,0.35000000000000003,-0.42528093,-0.1919288,-0.30715415,1.0146339,0.38090312,-0.16484742
0.05,0.6000000000000001,0.05,0.30000000000000004,-0.6681992,-0.26643997,-0.34791785,1.5435812,0.62065685,-0.14042129
0.05,0.6000000000000001,0.1,0.25,-0.45207626,-0.19027108,-0.30844203,1.6074725,0.6489476,-0.11669225
0.05,0.6000000000000001,0.15000000000000002,0.2,-0.26159066,-0.13165623,-0.32024667,1.3337337,0.4975809,-0.13363846
0.05,0.6000000000000001,0.2,0.15000000000000002,-0.4217534,-0.18535489,-0.36692774,0.9415693,0.31757283,-0.1331171
0.05,0.6000000000000001,0.25,0.1,-0.55502445,-0.23143518,-0.40992522,0.7494701,0.23667622,-0.13639821
0.05,0.6000000000000001,0.30000000000000004,0.05,-0.3221708,-0.14913648,-0.42734274,0.77363014,0.23889065,-0.14059749
0.05,0.6000000000000001,0.35000000000000003,0.0,-0.3675603,-0.17080212,-0.4346588,0.5635314,0.1549331,-0.19168022
0.05,0.65,0.0,0.30000000000000004,-0.5287385,-0.22124112,-0.34509236,1.1909233,0.46921277,-0.16206804
0.05,0.65,0.05,0.25,-0.7775607,-0.2928301,-0.3292698,1.5655589,0.63168454,-0.13346913
0.05,0.65,0.1,0.2,-0.30598837,-0.14003849,-0.33003893,1.2250808,0.44424844,-0.11774835
0.05,0.65,0.15000000000000002,0.15000000000000002,-0.29866585,-0.13654894,-0.3459974,1.0894523,0.38039696,-0.13363837
0.05,0.65,0.2,0.1,-0.73742443,-0.27949786,-0.454022,0.8667721,0.2776196,-0.13337474
0.05,0.65,0.25,0.05,-0.62914693,-0.24259561,-0.43090755,0.9455071,0.3083285,-0.14010772
0.05,0.65,0.30000000000000004,0.0,-0.5583011,-0.2289015,-0.42754647,0.72904104,0.21587384,-0.16625433
0.05,0.7000000000000001,0.0,0.25,-0.37164277,-0.16463858,-0.3363874,1.3288544,0.51255393,-0.15171516
0.05,0.7000000000000001,0.05,0.2,-0.73064846,-0.27126753,-0.34691924,1.3475835,0.5018636,-0.1393633
0.05,0.7000000000000001,0.1,0.15000000000000002,-0.25517875,-0.12141436,-0.31196314,0.8947348,0.29051065,-0.15132703
0.05,0.7000000000000001,0.15000000000000002,0.1,-0.45911095,-0.19071925,-0.33577684,0.6952122,0.20705462,-0.12890908
0.05,0.7000000000000001,0.2,0.05,-0.5382667,-0.20917171,-0.38337454,1.2498298,0.4429984,-0.124581605
0.05,0.7000000000000001,0.25,0.0,-0.5330792,-0.21017963,-0.44435838,0.7660895,0.22741914,-0.15485817
0.05,0.75,0.0,0.2,-0.6511925,-0.25172484,-0.3989929,0.96126384,0.3137195,-0.14663675
0.05,0.75,0.05,0.15000000000000002,-0.5173048,-0.19836193,-0.34265205,1.2356611,0.42535913,-0.14640762
0.05,0.75,0.1,0.1,-0.40501988,-0.16846573,-0.34056967,1.0936815,0.350317,-0.11169803
0.05,0.75,0.15000000000000002,0.05,-0.49330252,-0.19161713,-0.39559922,0.9997458,0.3108406,-0.12562352
0.05,0.75,0.2,0.0,-0.524248,-0.20039356,-0.42072612,0.90260816,0.27172017,-0.16499192
0.05,0.8,0.0,0.15000000000000002,-0.57352227,-0.21938086,-0.35554996,0.92525464,0.29691732,-0.1548939
0.05,0.8,0.05,0.1,-0.32742345,-0.13663876,-0.29755205,1.1894871,0.3929032,-0.16972056
0.05,0.8,0.1,0.05,-0.4982827,-0.18725759,-0.34411547,0.9552198,0.2877593,-0.13142255
0.05,0.8,0.15000000000000002,0.0,-0.91847086,-0.30036986,-0.45016474,0.9176953,0.2686516,-0.14390975
0.05,0.8500000000000001,0.0,0.1,-0.5134583,-0.1858207,-0.31378964,0.5797296,0.15877414,-0.16525528
0.05,0.8500000000000001,0.05,0.05,-0.21923327,-0.09019333,-0.30932498,1.0094086,0.29186153,-0.11811974
0.05,0.8500000000000001,0.1,0.0,-0.9856686,-0.30315405,-0.4357092,0.389216,0.085776925,-0.12633936
0.05,0.9,0.0,0.05,-0.05751356,-0.039066076,-0.25519133,0.5842897,0.15321517,-0.18227805
0.05,0.9,0.05,0.0,-0.90858597,-0.26314622,-0.38053268,0.8293266,0.22735989,-0.13895747
0.05,0.9500000000000001,0.0,0.0,0.17223194,0.03558016,-0.16467582,0.4367074,0.093370795,-0.14025281
0.1,0.0,0.0,0.9,3.0027878,49.247673,-0.26520103,3.8053546,24.720959,-0.30080193
0.1,0.0,0.05,0.8500000000000001,2.3446546,19.72075,-0.3367487,3.5470314,17.27293,-0.31191275
0.1,0.0,0.1,0.8,2.3577998,14.120481,-0.31307214,3.6186674,16.359488,-0.23717189
0.1,0.0,0.15000000000000002,0.75,1.4423293,2.7264097,-0.3067796,3.6258605,12.241784,-0.23981637
0.1,0.0,0.2,0.7000000000000001,0.77766883,0.82486165,-0.32370433,3.6531682,10.897916,-0.2022011
0.1,0.0,0.25,0.65,0.7898982,0.82876384,-0.3869491,3.5875623,9.88767,-0.16051577
0.1,0.0,0.30000000000000004,0.6000000000000001,0.76157606,0.7704264,-0.33637616,3.0490682,5.506763,-0.15211433
0.1,0.0,0.35000000000000003,0.55,0.9415114,1.0463636,-0.3562744,2.9859486,5.4990788,-0.14817134
0.1,0.0,0.4,0.5,0.6418987,0.5464313,-0.3223167,2.8209326,4.5641003,-0.13520233
0.1,0.0,0.45,0.45,0.15396017,-0.0006453395,-0.36898208,2.5459683,3.5688791,-0.17794782
0.1,0.0,0.5,0.4,0.2773577,0.11412048,-0.3653441,2.4923518,3.2587838,-0.18440804
0.1,0.0,0.55,0.35000000000000003,0.1585714,0.0031383038,-0.34014037,2.6142397,3.5867047,-0.15873486
0.1,0.0,0.6000000000000001,0.30000000000000004,0.23185258,0.06969845,-0.34224033,2.5546389,3.4896884,-0.22805299
0.1,0.0,0.65,0.25,0.52944404,0.39103794,-0.32478863,2.7839518,4.130186,-0.21459813
0.1,0.0,0.7000000000000001,0.2,0.34382623,0.18053317,-0.28793976,2.7379525,3.5563922,-0.2334752
0.1,0.0,0.75,0.15000000000000002,0.33634052,0.17254221,-0.2850109,3.157875,4.8826647,-0.22982475
0.1,0.0,0.8,0.1,0.31618038,0.15247226,-0.24480645,2.6511197,2.9521523,-0.21786897
0.1,0.0,0.8500000000000001,0.05,0.6961643,0.5782193,-0.23763433,2.1385038,1.9103804,-0.21744573
0.1,0.0,0.9,0.0,-0.14800374,-0.20459932,-0.27159247,2.025523,1.7206366,-0.20057924
0.1,0.05,0.0,0.8500000000000001,2.169806,9.492462,-0.25534025,3.1739964,8.2221985,-0.266527
0.1,0.05,0.05,0.8,0.99980825,1.3210301,-0.2973952,2.917376,5.542348,-0.22456278
0.1,0.05,0.1,0.75,0.52672476,0.40033495,-0.39551693,3.1359537,5.5195556,-0.26029655
0.1,0.05,0.15000000000000002,0.7000000000000001,0.396216,0.23492229,-0.3934235,3.6318223,7.4815807,-0.15352038
0.1,0.05,0.2,0.65,0.71512365,0.6186333,-0.35930082,2.9729164,3.9895577,-0.1570762
