w_mom,w_lv,w_rsi,w_vol,train_sharpe_nosl,test_sharpe_nosl,train_sharpe_sl,test_sharpe_sl,train_cumret_sl,test_cumret_sl
0.05,0.0,0.5,0.45,-0.32205066,2.8095372,1.8638179,5.2034354,9.813672,107.524605
0.05,0.0,0.55,0.4,-0.3841847,2.8790298,1.8320258,5.208071,8.741098,110.25348
0.05,0.0,0.6000000000000001,0.35000000000000003,-0.65044016,2.920684,1.678038,5.3208733,5.781643,121.526535
0.05,0.0,0.65,0.30000000000000004,-0.47776687,2.7647853,1.803003,5.084887,7.170925,91.98287
0.05,0.0,0.7000000000000001,0.25,-0.36529255,2.853279,1.9039955,5.1382785,8.3796215,98.77672
0.05,0.0,0.75,0.2,-0.39981085,2.5985677,1.820159,5.1482706,7.1256247,71.15675
0.05,0.0,0.8,0.15000000000000002,-0.41258034,3.1277575,1.789012,5.6371703,6.760245,99.369415
0.05,0.0,0.8500000000000001,0.1,-0.31902254,3.182427,1.5590576,5.719627,5.090318,108.63445
0.05,0.0,0.9,0.05,-0.14762771,2.493262,1.8168535,4.7876744,6.638352,46.76862
0.05,0.0,0.9500000000000001,0.0,-0.010360027,0.9159418,1.328658,3.4691315,2.8134167,12.130874
0.05,0.05,0.0,0.9,0.5398453,2.1259,3.1012957,5.224294,106.29775,309.1493
0.05,0.05,0.05,0.8500000000000001,0.32393384,2.6146855,2.3215053,4.8136225,16.162746,128.05125
0.05,0.05,0.1,0.8,0.4337844,3.336862,2.1598904,5.197684,13.573008,143.46738
0.05,0.05,0.15000000000000002,0.75,0.49280673,3.4200628,2.1728513,4.9047995,16.662489,133.74869
0.05,0.05,0.2,0.7000000000000001,0.1319396,3.330702,1.9635276,4.735381,11.651362,99.4859
0.05,0.05,0.25,0.65,-0.110392004,3.1864898,1.7301241,4.58159,6.94612,90.775986
0.05,0.05,0.30000000000000004,0.6000000000000001,-0.31042424,2.8392272,1.6378231,4.2231255,5.961718,58.80057
0.05,0.05,0.35000000000000003,0.55,-0.36790594,2.6824725,1.5561101,4.3404922,5.23832,46.369026
0.05,0.05,0.4,0.5,-0.43287027,2.5418425,1.5326781,4.3255286,4.8023276,38.009766
0.05,0.05,0.45,0.45,-0.3267961,2.5898347,1.6203918,4.371712,4.6405654,35.12716
0.05,0.05,0.5,0.4,-0.36081406,2.5840812,1.5108829,4.3682885,3.900208,34.40615
0.05,0.05,0.55,0.35000000000000003,-0.29607773,2.4375088,1.5594258,4.3255444,4.1326513,32.527855
0.05,0.05,0.6000000000000001,0.30000000000000004,-0.44785443,2.217779,1.3103111,4.158234,2.7473795,26.314018
0.05,0.05,0.65,0.25,-0.46082702,2.3567092,1.2659961,4.356899,2.4886694,26.946064
0.05,0.05,0.7000000000000001,0.2,-0.5906723,2.2067323,1.1043196,4.1297793,1.8459654,18.54443
0.05,0.05,0.75,0.15000000000000002,-0.7344499,2.0823789,0.8774618,4.041493,1.1785824,16.436525
0.05,0.05,0.8,0.1,-0.86716324,1.9729633,0.51499796,3.8220253,0.42902935,11.744058
0.05,0.05,0.8500000000000001,0.05,-0.072353385,1.8397152,0.98754764,3.5351667,1.3981221,7.566925
0.05,0.05,0.9,0.0,0.10837386,1.689779,0.9028293,3.6453974,1.1349032,7.9879427
0.05,0.1,0.0,0.8500000000000001,-0.68004125,1.5930926,0.6986553,3.657322,0.7548555,26.875835
0.05,0.1,0.05,0.8,-0.34959194,1.2908505,0.76835173,2.9903667,0.86008155,9.300444
0.05,0.1,0.1,0.75,0.31576467,2.041608,1.5362313,3.4256444,3.4818482,14.294358
0.05,0.1,0.15000000000000002,0.7000000000000001,0.38534313,2.3538654,1.7052976,3.5977428,4.730447,17.278553
0.05,0.1,0.2,0.65,-0.27462396,2.8329456,1.2451776,4.055654,2.2842214,32.68888
0.05,0.1,0.25,0.6000000000000001,-0.43653587,2.9578154,1.227413,4.2083664,2.2388918,38.570072
0.05,0.1,0.30000000000000004,0.55,-0.52065873,2.4428601,1.153932,3.8391292,2.0045142,21.706583
0.05,0.1,0.35000000000000003,0.5,-0.8902989,2.2578018,0.6706942,3.8420253,0.70503926,18.434578
0.05,0.1,0.4,0.45,-0.651286,1.9842936,0.88326025,3.4918218,1.1592665,13.57846
0.05,0.1,0.45,0.4,-0.7096986,1.7725705,0.72723204,3.3699594,0.79117477,9.934639
0.05,0.1,0.5,0.35000000000000003,-0.78578573,1.9501184,0.5893512,3.5660849,0.5391654,11.110327
0.05,0.1,0.55,0.30000000000000004,-0.8238093,1.9579296,0.51319706,3.5806973,0.4160967,10.503174
0.05,0.1,0.6000000000000001,0.25,-0.8001685,1.8937187,0.39074793,3.6613033,0.24197257,11.282486
0.05,0.1,0.65,0.2,-0.8379645,1.7671996,0.42734727,3.4695704,0.290581,7.754342
0.05,0.1,0.7000000000000001,0.15000000000000002,-0.44032845,1.8093345,0.5863571,3.3832972,0.5282719,7.1531544
0.05,0.1,0.75,0.1,-0.12887315,2.1093657,0.7992277,3.6383204,0.9068004,8.182532
0.05,0.1,0.8,0.05,0.27150002,2.1919432,1.0562905,3.6480343,1.4058292,7.2109613
0.05,0.1,0.8500000000000001,0.0,0.42427835,1.6714907,1.0435253,3.1011553,1.3274827,4.2975197
0.05,0.15000000000000002,0.0,0.8,-0.796123,1.3874356,0.31593022,3.0703182,0.15214002,9.655728
0.05,0.15000000000000002,0.05,0.75,-0.04760279,0.9480974,0.8704011,2.536627,1.0179031,5.038857
0.05,0.15000000000000002,0.1,0.7000000000000001,-0.21992129,1.288742,0.651874,2.7494674,0.622913,5.808741
0.05,0.15000000000000002,0.15000000000000002,0.65,-0.4080166,1.9764482,0.6433772,3.303118,0.6077796,9.874569
0.05,0.15000000000000002,0.2,0.6000000000000001,-0.20717531,2.2948,0.85019827,3.490288,1.0162194,14.251646
0.05,0.15000000000000002,0.25,0.55,-0.25315255,2.1988897,0.82183576,3.5926695,0.9830668,12.305401
0.05,0.15000000000000002,0.30000000000000004,0.5,-0.479317,1.7416683,0.54435736,3.2187326,0.46482813,9.01148
0.05,0.15000000000000002,0.35000000000000003,0.45,-0.5477771,1.6508254,0.54973006,3.1472359,0.46622276,7.5024405
0.05,0.15000000000000002,0.4,0.4,-0.5286133,1.4450094,0.5959937,2.9628336,0.53046525,5.895218
0.05,0.15000000000000002,0.45,0.35000000000000003,-0.30551553,1.5924728,0.7541957,3.105092,0.8138517,6.7881427
0.05,0.15000000000000002,0.5,0.30000000000000004,-0.020113198,1.4084852,0.9221391,2.94793,1.1195645,5.6811037
0.05,0.15000000000000002,0.55,0.25,-0.13617589,1.7502363,0.7946502,3.239382,0.87269497,6.8937187
0.05,0.15000000000000002,0.6000000000000001,0.2,-0.0035165749,1.528683,0.9456244,3.0490625,1.1730113,5.3552327
0.05,0.15000000000000002,0.65,0.15000000000000002,-0.02250641,1.466673,0.8834532,3.021085,1.0426145,4.693685
0.05,0.15000000000000002,0.7000000000000001,0.1,-0.029669179,1.559922,0.8053292,2.9017968,0.8703445,4.0124207
0.05,0.15000000000000002,0.75,0.05,0.11672915,2.284793,0.81905085,3.5227118,0.8560473,5.7940125
0.05,0.15000000000000002,0.8,0.0,0.40809354,1.6602043,0.94785327,3.1226845,1.0625894,3.986196
0.05,0.2,0.0,0.75,-0.67906207,0.6734433,0.2416025,2.2925155,0.0775522,3.1098695
0.05,0.2,0.05,0.7000000000000001,-0.4529839,1.056164,0.39455408,2.437619,0.2400657,3.9383707
0.05,0.2,0.1,0.65,-0.5089987,1.3719888,0.3048125,2.8468583,0.14117312,5.305314
0.05,0.2,0.15000000000000002,0.6000000000000001,-0.4043293,1.8546485,0.370515,3.3625584,0.21609342,7.3186054
0.05,0.2,0.2,0.55,-0.19980016,2.0121346,0.5866099,3.481599,0.51120925,8.709977
0.05,0.2,0.25,0.5,-0.23916298,1.7527074,0.5581402,3.1675951,0.4715656,6.3005915
0.05,0.2,0.30000000000000004,0.45,-0.5915688,1.6778201,0.2718361,3.0719984,0.10192692,6.174103
0.05,0.2,0.35000000000000003,0.4,-0.31576478,1.651699,0.5748627,3.086605,0.4882375,6.5928717
0.05,0.2,0.4,0.35000000000000003,-0.099483155,1.2448882,0.80068016,2.6799839,0.8626143,4.0740585
0.05,0.2,0.45,0.30000000000000004,0.27544028,1.6959237,1.0937659,2.9783552,1.5231862,5.581783
0.05,0.2,0.5,0.25,0.059832796,1.5324265,0.85665745,2.9818501,0.95756793,4.633487
0.05,0.2,0.55,0.2,0.19347188,1.5878854,0.93527657,2.927667,1.084331,4.5442133
0.05,0.2,0.6000000000000001,0.15000000000000002,0.31705558,1.1678531,1.0932184,2.5210638,1.4403825,2.9129765
0.05,0.2,0.65,0.1,0.15218788,1.4233816,0.87323254,2.5972855,0.9453932,2.9012089
0.05,0.2,0.7000000000000001,0.05,0.055125665,1.8375988,0.7307821,2.9339008,0.6654053,3.5260968
0.05,0.2,0.75,0.0,0.2054679,1.4289162,0.82643807,2.8102076,0.8163034,3.1201468
0.05,0.25,0.0,0.7000000000000001,-0.82757074,0.44419402,-0.08564401,1.9387014,-0.17813128,2.0482802
0.05,0.25,0.05,0.65,-0.252572,0.7279114,0.5253515,1.9694126,0.3831278,2.1283867
0.05,0.25,0.1,0.6000000000000001,-0.48249552,1.8230563,0.23646754,3.2268846,0.0732497,6.76792
0.05,0.25,0.15000000000000002,0.55,-0.6258213,1.4392359,0.05249845,2.8618243,-0.09674239,4.3562026
0.05,0.25,0.2,0.5,-0.27678978,1.6862165,0.45872027,3.1807039,0.3228656,6.0889363
0.05,0.25,0.25,0.45,-0.15716149,1.6660328,0.58335555,3.0741763,0.50004077,5.296221
0.05,0.25,0.30000000000000004,0.4,-0.13431548,1.4515243,0.6624227,2.7901187,0.6058922,4.305242
0.05,0.25,0.35000000000000003,0.35000000000000003,-0.325393,1.8059729,0.4685656,3.0552504,0.32568002,5.4310603
0.05,0.25,0.4,0.30000000000000004,-0.029486386,1.5917975,0.7628734,2.8374672,0.7497903,4.667554
0.05,0.25,0.45,0.25,0.25925907,1.6161699,0.99551976,2.936117,1.1959321,4.5911202
0.05,0.25,0.5,0.2,0.089627825,1.3585088,0.7773695,2.54822,0.7705351,3.2114916
0.05,0.25,0.55,0.15000000000000002,0.3325801,1.2285452,1.0549043,2.4730873,1.2807207,2.6522825
0.05,0.25,0.6000000000000001,0.1,0.19116686,1.6978797,0.80957556,2.683127,0.7998117,3.0269742
0.05,0.25,0.65,0.05,-0.19321057,1.8126181,0.40384808,2.8512385,0.24208486,3.1375651
0.05,0.25,0.7000000000000001,0.0,0.42550266,1.6703379,0.94559646,2.98295,0.98095465,3.424707
0.05,0.30000000000000004,0.0,0.65,-0.45318717,0.69258314,0.26400435,2.0587378,0.10251844,2.1711712
0.05,0.30000000000000004,0.05,0.6000000000000001,-0.48781282,0.99630165,0.23317435,2.2492828,0.07353246,2.5803096
0.05,0.30000000000000004,0.1,0.55,-0.74519736,1.2191995,-0.07581738,2.6438906,-0.17434555,3.4899387
0.05,0.30000000000000004,0.15000000000000002,0.5,-0.6281353,1.436811,0.00017766192,2.9113693,-0.13598984,4.0983067
0.05,0.30000000000000004,0.2,0.45,-0.406849,1.6827209,0.27508757,3.0691595,0.1095947,4.7756963
0.05,0.30000000000000004,0.25,0.4,-0.25655764,1.5976018,0.4343732,2.9116592,0.2892648,4.3363853
0.05,0.30000000000000004,0.30000000000000004,0.35000000000000003,-0.32103658,1.666174,0.3860815,2.8813298,0.22913396,4.301754
0.05,0.30000000000000004,0.35000000000000003,0.30000000000000004,-0.13225466,1.0583539,0.5733496,2.2901325,0.45853257,2.6682153
0.05,0.30000000000000004,0.4,0.25,0.12615858,0.9086446,0.82904375,2.1502943,0.85451484,2.202553
0.05,0.30000000000000004,0.45,0.2,0.19649664,1.0529157,0.8899842,2.212781,0.97060966,2.1766286
0.05,0.30000000000000004,0.5,0.15000000000000002,0.21785526,1.1017054,0.8367751,2.2909455,0.86593103,2.2820187
0.05,0.30000000000000004,0.55,0.1,-0.20240757,1.8307178,0.4157097,2.6865845,0.2573564,2.8942163
0.05,0.30000000000000004,0.6000000000000001,0.05,-0.29865605,2.073317,0.27565652,3.0070028,0.11204147,3.5068383
0.05,0.30000000000000004,0.65,0.0,0.25475782,1.5623004,0.7874121,2.8473766,0.7303513,3.108304
0.05,0.35000000000000003,0.0,0.6000000000000001,-1.2151643,0.8262674,-0.504352,2.153267,-0.3966049,2.292693
0.05,0.35000000000000003,0.05,0.55,-0.61196834,0.92948014,0.070671596,2.1563184,-0.059563935,2.211824
0.05,0.35000000000000003,0.1,0.5,-0.437247,1.0196941,0.14014524,2.3938024,-0.004729867,2.54237
0.05,0.35000000000000003,0.15000000000000002,0.45,-0.36837128,1.6065048,0.29810834,2.8961353,0.13448119,3.7448382
0.05,0.35000000000000003,0.2,0.4,-0.16299595,1.6719764,0.44447252,2.872239,0.29770398,3.7815318
0.05,0.35000000000000003,0.25,0.35000000000000003,-0.24873203,1.3734611,0.37587205,2.5348282,0.21743417,2.988287
0.05,0.35000000000000003,0.30000000000000004,0.30000000000000004,-0.11572393,0.9014556,0.5290418,2.0534296,0.3986522,1.9161508
0.05,0.35000000000000003,0.35000000000000003,0.25,0.045188874,0.7629654,0.7229856,1.9438326,0.6630057,1.7008975
0.05,0.35000000000000003,0.4,0.2,0.15229908,0.6072308,0.79720944,1.7731632,0.7835002,1.3564043
0.05,0.35000000000000003,0.45,0.15000000000000002,0.27983376,1.1544492,0.85485417,2.0971258,0.8774872,1.8056881
0.05,0.35000000000000003,0.5,0.1,-0.33323786,1.6443977,0.28017375,2.4973452,0.116238475,2.425751
0.05,0.35000000000000003,0.55,0.05,-0.3278314,1.8979547,0.19632603,2.789118,0.04012561,2.9116175
0.05,0.35000000000000003,0.6000000000000001,0.0,0.10732513,1.6795275,0.57471406,2.9510875,0.42672527,3.3733664
0.05,0.4,0.0,0.55,-1.3565037,1.3435837,-0.7332145,2.5355093,-0.48563462,3.1500254
0.05,0.4,0.05,0.5,-0.66858333,0.46133745,-0.093262054,1.7043762,-0.169321,1.3288391
0.05,0.4,0.1,0.45,-0.57251424,0.95108443,-0.0289429,2.198515,-0.13044113,1.9891086
0.05,0.4,0.15000000000000002,0.4,-0.5939356,1.6391436,-0.008189687,2.8591533,-0.12399423,3.6222773
0.05,0.4,0.2,0.35000000000000003,-0.47025976,1.5413885,0.059211824,2.6070282,-0.07720786,2.9629421
0.05,0.4,0.25,0.30000000000000004,-0.104104385,1.3964362,0.46310207,2.4270022,0.31224442,2.6225579
0.05,0.4,0.30000000000000004,0.25,-0.17479126,1.1462282,0.43893093,2.179175,0.2841426,2.0515928
0.05,0.4,0.35000000000000003,0.2,0.010180131,0.61485153,0.57782984,1.5986109,0.44572556,1.1314316
0.05,0.4,0.4,0.15000000000000002,0.15966205,0.8182634,0.69724655,1.7061293,0.6005465,1.2238638
0.05,0.4,0.45,0.1,-0.43754053,1.5060608,0.08953518,2.3340259,-0.04896325,2.0693848
0.05,0.4,0.5,0.05,-0.46278948,1.6573466,0.032539245,2.5838938,-0.08859873,2.4434621
0.05,0.4,0.55,0.0,-0.014393263,1.6786206,0.44186652,2.798105,0.27558184,2.8498635
0.05,0.45,0.0,0.5,-0.9906766,1.1205723,-0.36965448,2.1549897,-0.31636155,2.1254387
0.05,0.45,0.05,0.45,-0.6649561,0.53697217,-0.1727255,1.6103798,-0.20554763,1.1500874
0.05,0.45,0.1,0.4,-0.7230082,1.3234577,-0.24414599,2.3705175,-0.2655539,2.2347343
0.05,0.45,0.15000000000000002,0.35000000000000003,-0.59805346,1.7908351,-0.14540537,2.769582,-0.21394563,3.2484655
0.05,0.45,0.2,0.30000000000000004,-0.56283116,1.6771032,-0.07902441,2.4964044,-0.17316723,2.7783186
0.05,0.45,0.25,0.25,-0.41713777,1.5468581,0.13937187,2.3634639,-0.008544147,2.4606183
0.05,0.45,0.30000000000000004,0.2,-0.23211712,0.80915785,0.3024751,1.6241823,0.13786912,1.1479194
0.05,0.45,0.35000000000000003,0.15000000000000002,0.025676599,0.84198755,0.5150819,1.6900241,0.3580103,1.1957393
0.05,0.45,0.4,0.1,-0.24453877,1.2464488,0.26297864,2.051281,0.10142279,1.624748
0.05,0.45,0.45,0.05,-0.53948367,1.691205,-0.06225179,2.5374062,-0.15105343,2.3527303
0.05,0.45,0.5,0.0,-0.069953464,1.5373417,0.37165034,2.5505993,0.20269322,2.3991969
0.05,0.5,0.0,0.45,-0.6797233,0.7141149,-0.12098959,1.7256445,-0.16623807,1.3825932
0.05,0.5,0.05,0.4,-1.0547502,0.7441901,-0.5377809,1.6601127,-0.38691926,1.1722498
0.05,0.5,0.1,0.35000000000000003,-0.6517484,1.5981394,-0.2350989,2.4442096,-0.25241452,2.3006432
0.05,0.5,0.15000000000000002,0.30000000000000004,-0.757855,1.9370712,-0.32555872,2.5775862,-0.3161515,2.6578176
0.05,0.5,0.2,0.25,-0.3948357,1.6939398,0.057823095,2.388974,-0.06951028,2.3811388
0.05,0.5,0.25,0.2,-0.518302,1.34082,-0.045686767,2.0776513,-0.14395946,1.7692931
0.05,0.5,0.30000000000000004,0.15000000000000002,-0.4714308,1.0856875,-0.011104939,1.8833458,-0.11511147,1.3899739
0.05,0.5,0.35000000000000003,0.1,-0.5865251,1.3546146,-0.13343853,2.0558157,-0.18959314,1.5827906
0.05,0.5,0.4,0.05,-0.71566844,1.272865,-0.28527102,2.090574,-0.28047377,1.61184
0.05,0.5,0.45,0.0,-0.63403416,1.5209506,-0.21316873,2.434018,-0.24241799,2.1710267
0.05,0.55,0.0,0.4,-1.0298022,0.90093887,-0.4446536,1.8301897,-0.3264218,1.471195
0.05,0.55,0.05,0.35000000000000003,-0.7839313,0.9957095,-0.33267406,1.8248563,-0.28566116,1.373096
0.05,0.55,0.1,0.30000000000000004,-0.9424067,1.8390554,-0.5986923,2.5459301,-0.40716535,2.3931034
0.05,0.55,0.15000000000000002,0.25,-0.90650463,2.0443559,-0.52499974,2.642999,-0.38531923,2.7458303
0.05,0.55,0.2,0.2,-1.0777007,1.1538966,-0.6529736,1.755453,-0.44428998,1.2752674
0.05,0.55,0.25,0.15000000000000002,-0.75675166,1.125022,-0.3448141,1.8542408,-0.31432098,1.37659
0.05,0.55,0.30000000000000004,0.1,-0.9895816,1.0837806,-0.5510715,1.8031094,-0.40882224,1.2325246
0.05,0.55,0.35000000000000003,0.05,-1.0850209,1.3704082,-0.69471705,2.164416,-0.46611315,1.6610036
0.05,0.55,0.4,0.0,-0.66797245,1.5244743,-0.24287498,2.3240263,-0.2565667,1.9900892
0.05,0.6000000000000001,0.0,0.35000000000000003,-0.6502733,0.96070695,-0.10667955,1.8634398,-0.14956969,1.4747827
0.05,0.6000000000000001,0.05,0.30000000000000004,-0.73589575,1.6006446,-0.30770206,2.3717268,-0.26907605,2.1872923
0.05,0.6000000000000001,0.1,0.25,-0.9829487,2.0666423,-0.66833663,2.7758265,-0.43058932,2.8146064
0.05,0.6000000000000001,0.15000000000000002,0.2,-1.1264716,1.567778,-0.76431763,2.155867,-0.47782713,1.7193322
0.05,0.6000000000000001,0.2,0.15000000000000002,-0.99451965,1.0699898,-0.6227884,1.6601049,-0.42976356,1.1278329
0.05,0.6000000000000001,0.25,0.1,-1.0853999,0.89469117,-0.70684534,1.6006566,-0.4683861,1.0276895
0.05,0.6000000000000001,0.30000000000000004,0.05,-1.201923,1.2566646,-0.8418969,1.9994425,-0.5043056,1.4455192
0.05,0.6000000000000001,0.35000000000000003,0.0,-0.7743586,1.5220768,-0.3848134,2.3048654,-0.32644767,1.8928714
0.05,0.65,0.0,0.30000000000000004,-0.703065,1.0119891,-0.21644284,1.8938752,-0.20546728,1.504242
0.05,0.65,0.05,0.25,-0.9026122,1.9074982,-0.5139381,2.6214674,-0.3630656,2.595191
0.05,0.65,0.1,0.2,-0.87039346,1.9419866,-0.5465018,2.554079,-0.3813238,2.2614162
0.05,0.65,0.15000000000000002,0.15000000000000002,-0.89317125,1.2235814,-0.58281755,1.7684445,-0.39902288,1.220701
0.05,0.65,0.2,0.1,-1.4453913,0.9043085,-1.1000898,1.486411,-0.58080316,0.88376665
0.05,0.65,0.25,0.05,-1.3970355,1.4113811,-1.078644,2.0119526,-0.5737721,1.4318445
0.05,0.65,0.30000000000000004,0.0,-0.8179411,1.5134478,-0.43939766,2.2692099,-0.34944153,1.7726319
0.05,0.7000000000000001,0.0,0.25,-0.44509616,1.2813872,0.0067545273,2.131929,-0.07357007,1.7468584
0.05,0.7000000000000001,0.05,0.2,-0.77913153,1.8319713,-0.45506305,2.5316124,-0.3324352,2.3681839
0.05,0.7000000000000001,0.1,0.15000000000000002,-0.8259399,1.4964545,-0.533859,2.0505247,-0.37000698,1.478584
0.05,0.7000000000000001,0.15000000000000002,0.1,-1.1747905,0.91251737,-0.85845196,1.401232,-0.4997865,0.8235537
0.05,0.7000000000000001,0.2,0.05,-1.1786082,1.4732063,-0.8570044,2.0315433,-0.49774843,1.4309239
0.05,0.7000000000000001,0.25,0.0,-0.6997682,1.35339,-0.34454185,1.9883169,-0.29079288,1.3592374
0.05,0.75,0.0,0.2,-0.54276437,1.3440334,-0.11650599,2.1093614,-0.1456362,1.6467955
0.05,0.75,0.05,0.15000000000000002,-0.5931359,1.9039799,-0.24515684,2.5860753,-0.21478027,2.250771
0.05,0.75,0.1,0.1,-1.1241282,1.5170299,-0.8359763,2.0336463,-0.47713095,1.4225984
0.05,0.75,0.15000000000000002,0.05,-1.1919831,1.3676562,-0.9286957,1.865978,-0.50605595,1.1802797
0.05,0.75,0.2,0.0,-1.0155628,1.6103057,-0.7326595,2.179088,-0.43925506,1.5602086
0.05,0.8,0.0,0.15000000000000002,-0.75163317,1.4030265,-0.2970448,2.0990214,-0.23652738,1.6487496
0.05,0.8,0.05,0.1,-0.5151859,1.8910459,-0.20031036,2.544912,-0.18993503,2.1087108
0.05,0.8,0.1,0.05,-1.1739281,1.7193961,-0.95248103,2.1992705,-0.5020643,1.533618
0.05,0.8,0.15000000000000002,0.0,-1.3362073,1.3353463,-1.1035917,1.8514724,-0.54572403,1.163533
0.05,0.8500000000000001,0.0,0.1,-0.399541,1.4523509,-0.012890397,2.1582332,-0.07012802,1.6411393
0.05,0.8500000000000001,0.05,0.05,-1.1000084,1.6996963,-0.8774126,2.187373,-0.44401914,1.4334757
0.05,0.8500000000000001,0.1,0.0,-1.7162399,1.1269237,-1.5351464,1.5989996,-0.6266358,0.9066212
0.05,0.9,0.0,0.05,0.015339281,1.0186343,0.45307186,1.694507,0.22615647,1.0288446
0.05,0.9,0.05,0.0,-1.4457638,1.4597373,-1.2831817,1.7763808,-0.5337977,0.9997511
0.05,0.9500000000000001,0.0,0.0,0.73939097,0.7883313,0.9772703,1.2041991,0.5763452,0.5112417
0.1,0.0,0.0,0.9,1.2476655,1.8026518,5.0763397,6.681119,40577.383,9809.982
0.1,0.0,0.05,0.8500000000000001,1.6608624,1.7154535,5.1041126,6.3016624,58795.785,5538.666
0.1,0.0,0.1,0.8,1.9439231,2.7303917,4.7800193,6.5159335,6151.141,3329.532
0.1,0.0,0.15000000000000002,0.75,0.9078884,3.3632805,3.5065687,6.1994677,201.48401,1566.6176
0.1,0.0,0.2,0.7000000000000001,0.31043118,4.0552998,2.5763133,6.2908797,37.94126,1238.5254
0.1,0.0,0.25,0.65,0.28205,3.7081778,2.416629,5.7073607,33.100773,509.9713
0.1,0.0,0.30000000000000004,0.6000000000000001,0.13196556,3.016502,2.240657,4.953992,23.958858,204.77975
0.1,0.0,0.35000000000000003,0.55,0.18203172,2.8953376,2.22655,4.8408284,21.032824,142.84285
0.1,0.0,0.4,0.5,0.2535013,2.7492645,2.267366,4.7699995,21.722755,98.06152
0.1,0.0,0.45,0.45,-0.22361699,2.4551728,1.929688,4.639234,11.812287,77.26682
0.1,0.0,0.5,0.4,0.0136210965,2.2531872,2.0244136,4.565398,14.126498,54.941166
0.1,0.0,0.55,0.35000000000000003,0.13539515,2.4825897,2.065358,4.7857566,12.387131,68.8971
0.1,0.0,0.6000000000000001,0.30000000000000004,0.26627934,2.2411804,2.2318842,4.714108,16.15593,62.938393
0.1,0.0,0.65,0.25,0.35963506,2.409869,2.341401,4.7831793,17.418505,60.899
0.1,0.0,0.7000000000000001,0.2,0.23625934,2.235308,2.2186887,4.5434203,13.481342,39.468605
0.1,0.0,0.75,0.15000000000000002,-0.005596927,2.4391685,1.8893609,4.577155,8.2177105,45.40778
0.1,0.0,0.8,0.1,-0.04423286,2.1874692,1.5753124,4.406702,5.5099826,34.18891
0.1,0.0,0.8500000000000001,0.05,-0.09407608,1.7731961,1.4882516,4.198008,4.0640306,23.488379
0.1,0.0,0.9,0.0,-0.86340797,1.058902,0.5441036,3.549329,0.4891497,11.488726
0.1,0.05,0.0,0.8500000000000001,0.6201005,1.4472355,3.5077896,5.342241,286.13553,418.41818
0.1,0.05,0.05,0.8,0.6537976,1.9737957,3.1864243,4.820564,96.530426,169.68037
0.1,0.05,0.1,0.75,-0.13009152,3.0483222,1.8695507,5.32067,8.496367,248.884
0.1,0.05,0.15000000000000002,0.7000000000000001,0.5275115,3.416295,2.3461552,5.328798,17.250395,234.38895
0.1,0.05,0.2,0.65,0.67903703,3.245114,2.4562418,4.8692255,19.11052,128.66927
0.1,0.05,0.25,0.6000000000000001,0.36822507,2.9935462,2.0225823,4.8085403,11.399644,89.195366
0.1,0.05,0.30000000000000004,0.55,-0.13573939,2.7156672,1.4784489,4.34848,4.578083,64.1799
0.1,0.05,0.35000000000000003,0.5,-0.033203803,2.4228761,1.6399285,4.1396165,6.0553164,38.687065
0.1,0.05,0.4,0.45,-0.01958262,1.8634293,1.5993468,3.6472642,5.5278068,18.969328
0.1,0.05,0.45,0.4,-0.31135803,1.7366319,1.3367893,3.5574229,2.954222,16.691305
0.1,0.05,0.5,0.35000000000000003,-0.086550914,1.4334464,1.5399257,3.3157542,3.8664675,12.272261
0.1,0.05,0.55,0.30000000000000004,-0.2672347,2.24545,1.3519981,4.1368847,2.818139,25.992062
0.1,0.05,0.6000000000000001,0.25,-0.44814548,2.0838022,1.0799781,3.973737,1.7377291,19.053396
0.1,0.05,0.65,0.2,-0.34535614,1.8824891,1.1134446,3.7910771,1.8397593,15.589964
0.1,0.05,0.7000000000000001,0.15000000000000002,-0.67133063,1.941867,0.625787,3.885503,0.62548316,13.865779
0.1,0.05,0.75,0.1,-0.18261856,2.0807595,1.0444216,3.8185775,1.6235151,12.2208395
0.1,0.05,0.8,0.05,-0.34079745,1.7238584,0.78998977,3.549371,0.9457716,8.945045
0.1,0.05,0.8500000000000001,0.0,0.061056435,1.206509,1.1748879,3.1685164,1.8512554,5.9538817
0.1,0.1,0.0,0.8,-0.6579948,1.4037989,0.97557336,3.769584,1.6237173,35.57243
0.1,0.1,0.05,0.75,-0.5577592,1.5997133,0.68921095,3.4173605,0.7657982,22.062786
0.1,0.1,0.1,0.7000000000000001,0.25869897,2.2840996,1.4037443,3.855607,2.9177945,29.311947
0.1,0.1,0.15000000000000002,0.65,0.8624937,2.6412048,1.9772242,4.0967126,7.436614,41.097332
0.1,0.1,0.2,0.6000000000000001,0.6849078,2.6793947,1.9839722,4.007029,7.295431,36.894505
0.1,0.1,0.25,0.55,0.30644462,2.3210378,1.7365054,3.7544663,5.0063405,24.312868
0.1,0.1,0.30000000000000004,0.5,-0.22027838,2.3203259,1.1249936,3.8755426,1.8330638,23.344343
0.1,0.1,0.35000000000000003,0.45,-0.40601254,2.1151295,0.94583327,3.729967,1.3061538,21.56905
0.1,0.1,0.4,0.4,-0.63822466,1.9129344,0.75983363,3.5572035,0.86938727,15.495817
0.1,0.1,0.45,0.35000000000000003,-0.5380249,1.54074,0.760442,3.1957858,0.8528826,9.140153
