w_mom,w_lv,w_rsi,w_vol,train_sharpe_nosl,test_sharpe_nosl,train_sharpe_sl,test_sharpe_sl,train_cumret_sl,test_cumret_sl
0.0,0.9500000000000001,0.0,0.05,-0.07474522,1.5435804,0.27409998,2.0014172,0.103548646,1.2521594
0.0,0.9500000000000001,0.05,0.0,-1.1791515,1.1819676,-1.0146626,1.5420957,-0.4740023,0.8042532
0.0,1.0,0.0,0.0,-0.06549656,1.4361229,0.15240405,1.676998,0.032197118,0.7416115
0.05,0.0,0.0,0.9500000000000001,1.2891203,1.8709302,4.9673967,6.4303436,33624.92,7816.5293
0.05,0.0,0.05,0.9,1.4289284,1.8730557,4.7378445,6.2580175,13034.699,2693.3481
0.05,0.0,0.1,0.8500000000000001,1.3270934,3.723919,3.9200563,6.6271453,496.93817,2824.4578
0.05,0.0,0.15000000000000002,0.8,0.6090255,4.231635,2.8146544,6.224357,63.38578,1307.0126
0.05,0.0,0.2,0.75,0.38664898,3.7863257,2.517401,5.5680966,35.177525,332.66263
0.05,0.0,0.25,0.7000000000000001,0.20001367,3.5281458,2.2852242,5.145463,22.877934,226.9957
0.05,0.0,0.30000000000000004,0.65,-0.17270257,3.443962,1.9690943,5.076269,13.667711,230.18456
0.05,0.0,0.35000000000000003,0.6000000000000001,-0.057094473,3.1400208,2.0827053,4.9969816,16.654137,160.92674
0.05,0.0,0.4,0.55,-0.23733233,2.7779248,2.0226557,4.8551784,12.828109,121.21342
0.05,0.0,0.45,0.5,-0.14071399,2.529137,2.1163583,4.8493695,14.660502,80.10984
