status,rows,first_date,last_date,final_value_krw,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,trades,profit_factor,buyhold_return_pct,invested_days_pct,outperformed_buyhold,code,name,market,yfinance_symbol,violations
PASS,203.0,2025-03-04,2025-12-30,858477.58,-14.15,-16.9,-47.72,-0.03,5.0,0.981,74.65,16.26,False,435570,에르코스,KOSDAQ,435570.KQ,
PASS,974.0,2022-01-04,2025-12-30,1278845.21,27.88,6.36,-43.51,0.364,12.0,1.105,-47.44,40.14,True,014830,유니드,KOSPI,014830.KS,
PASS,545.0,2023-10-04,2025-12-30,404903.4,-59.51,-33.22,-64.05,-1.184,8.0,0.68,-77.7,26.42,True,430690,한싹,KOSDAQ,430690.KQ,
PASS,270.0,2024-11-19,2025-12-30,1105596.83,10.56,9.45,-30.21,0.499,2.0,1.193,-18.86,19.63,True,475660,에스켐,KOSDAQ,475660.KQ,
PASS,974.0,2022-01-04,2025-12-30,438027.81,-56.2,-18.7,-61.75,-0.769,16.0,0.795,-56.42,35.52,True,004430,송원산업,KOSPI,004430.KS,
PASS,974.0,2022-01-04,2025-12-30,796232.19,-20.38,-5.56,-53.82,0.058,22.0,1.015,4.96,47.23,False,219130,타이거일렉,KOSDAQ,219130.KQ,
PASS,974.0,2022-01-04,2025-12-30,874902.88,-12.51,-3.3,-40.14,-0.0,15.0,1.0,-51.48,38.19,True,032620,GC메디아이,KOSDAQ,032620.KQ,
PASS,974.0,2022-01-04,2025-12-30,663388.42,-33.66,-9.78,-58.91,-0.141,19.0,0.96,50.19,44.05,False,194370,제이에스코퍼레이션,KOSPI,194370.KS,
PASS,974.0,2022-01-04,2025-12-30,833825.13,-16.62,-4.46,-32.84,-0.089,17.0,0.974,-41.0,37.68,True,339770,교촌에프앤비,KOSPI,339770.KS,
PASS,974.0,2022-01-04,2025-12-30,988681.93,-1.13,-0.29,-41.88,0.091,17.0,1.025,16.35,41.89,False,244920,에이플러스에셋,KOSPI,244920.KS,
PASS,520.0,2023-11-09,2025-12-30,875303.28,-12.47,-6.03,-43.68,0.064,8.0,1.02,-18.35,35.19,True,413640,비아이매트릭스,KOSDAQ,413640.KQ,
PASS,974.0,2022-01-04,2025-12-30,461639.1,-53.84,-17.63,-62.89,-0.931,21.0,0.681,-54.18,32.85,True,200780,비씨월드제약,KOSDAQ,200780.KQ,
PASS,974.0,2022-01-04,2025-12-30,534527.8,-46.55,-14.54,-58.66,-0.219,19.0,0.932,9.25,41.99,False,047770,코데즈컴바인,KOSDAQ,047770.KQ,
PASS,974.0,2022-01-04,2025-12-30,263229.28,-73.68,-28.45,-73.91,-1.077,18.0,0.7,-72.22,30.08,False,333620,엔시스,KOSDAQ,333620.KQ,
NO_DATA,,,,,,,,,,,,,,394420,리센스메디컬,KOSDAQ,394420.KQ,['no_yfinance_data']
PASS,974.0,2022-01-04,2025-12-30,342189.37,-65.78,-23.59,-66.67,-0.722,18.0,0.768,-68.12,31.01,True,071950,코아스,KOSPI,071950.KS,
PASS,974.0,2022-01-04,2025-12-30,611503.32,-38.85,-11.61,-64.87,-0.343,21.0,0.897,-62.03,35.52,True,036580,팜스코,KOSPI,036580.KS,
PASS,974.0,2022-01-04,2025-12-30,360206.11,-63.98,-22.6,-75.52,-0.414,20.0,0.855,-38.03,36.24,False,052220,iMBC,KOSDAQ,052220.KQ,
PASS,974.0,2022-01-04,2025-12-30,515915.56,-48.41,-15.3,-64.38,-0.408,18.0,0.887,-66.48,49.69,True,104460,디와이피엔에프,KOSDAQ,104460.KQ,
PASS,974.0,2022-01-04,2025-12-30,1278571.08,27.86,6.36,-47.32,0.36,21.0,1.118,19.11,50.0,True,032960,동일기연,KOSDAQ,032960.KQ,
PASS,974.0,2022-01-04,2025-12-30,740728.55,-25.93,-7.25,-35.25,-0.224,17.0,0.943,-18.68,44.76,False,170900,동아에스티,KOSPI,170900.KS,
PASS,974.0,2022-01-04,2025-12-30,905741.21,-9.43,-2.45,-54.31,0.12,22.0,1.033,184.07,51.85,False,000880,한화,KOSPI,000880.KS,
PASS,974.0,2022-01-04,2025-12-30,684843.24,-31.52,-9.06,-37.37,-0.363,19.0,0.908,-42.63,42.2,True,060850,영림원소프트랩,KOSDAQ,060850.KQ,
PASS,974.0,2022-01-04,2025-12-30,1056109.35,5.61,1.38,-42.7,0.227,14.0,1.072,-45.86,37.78,True,060250,NHN KCP,KOSDAQ,060250.KQ,
PASS,974.0,2022-01-04,2025-12-30,446006.32,-55.4,-18.34,-59.84,-0.522,20.0,0.83,-60.65,31.31,True,051490,나라엠앤디,KOSDAQ,051490.KQ,
PASS,974.0,2022-01-04,2025-12-30,364908.6,-63.51,-22.34,-69.84,-0.966,25.0,0.765,-29.92,42.92,False,011320,유니크,KOSDAQ,011320.KQ,
PASS,974.0,2022-01-04,2025-12-30,274100.82,-72.59,-27.72,-73.64,-0.579,16.0,0.792,-93.83,24.13,True,299900,위지윅스튜디오,KOSDAQ,299900.KQ,
PASS,974.0,2022-01-04,2025-12-30,440485.72,-55.95,-18.59,-57.69,-1.142,17.0,0.697,-52.22,32.24,False,225530,HC보광산업,KOSDAQ,225530.KQ,
PASS,974.0,2022-01-04,2025-12-30,534909.97,-46.51,-14.53,-53.44,-0.8,23.0,0.811,-33.82,44.97,False,016450,한세예스24홀딩스,KOSPI,016450.KS,
PASS,974.0,2022-01-04,2025-12-30,76986.91,-92.3,-47.44,-92.37,-0.605,18.0,0.831,-90.66,38.91,False,288330,파라택시스코리아,KOSDAQ,288330.KQ,
PASS,974.0,2022-01-04,2025-12-30,793910.71,-20.61,-5.63,-36.14,-0.35,13.0,0.858,-55.04,16.43,True,306040,에스제이그룹,KOSDAQ,306040.KQ,
PASS,974.0,2022-01-04,2025-12-30,528234.0,-47.18,-14.79,-55.19,-0.541,14.0,0.848,-53.19,40.86,True,035080,그래디언트,KOSDAQ,035080.KQ,
PASS,512.0,2023-11-21,2025-12-30,1062725.04,6.27,2.93,-37.66,0.279,9.0,1.098,-42.07,34.57,True,448280,에코아이,KOSDAQ,448280.KQ,
PASS,974.0,2022-01-04,2025-12-30,625352.61,-37.46,-11.11,-50.0,-0.319,16.0,0.911,-36.09,37.27,False,053270,구영테크,KOSDAQ,053270.KQ,
PASS,974.0,2022-01-04,2025-12-30,640231.02,-35.98,-10.58,-41.67,-0.27,14.0,0.908,-68.24,29.67,True,131370,알서포트,KOSDAQ,131370.KQ,
PASS,974.0,2022-01-04,2025-12-30,718429.03,-28.16,-7.96,-34.81,-0.545,20.0,0.87,-19.22,45.38,False,036670,삼양케이씨아이,KOSDAQ,036670.KQ,
PASS,974.0,2022-01-04,2025-12-30,491085.44,-50.89,-16.34,-85.05,-0.035,17.0,0.988,-9.6,35.63,False,000230,일동홀딩스,KOSPI,000230.KS,
PASS,974.0,2022-01-04,2025-12-30,601037.81,-39.9,-11.99,-46.29,-0.414,21.0,0.861,-53.26,33.88,True,060540,에스에이티,KOSDAQ,060540.KQ,
PASS,974.0,2022-01-04,2025-12-30,999123.51,-0.09,-0.02,-38.93,0.156,17.0,1.055,-26.42,38.19,True,011150,CJ씨푸드,KOSPI,011150.KS,
PASS,974.0,2022-01-04,2025-12-30,792123.12,-20.79,-5.68,-65.62,-0.001,28.0,1.0,23.91,47.33,False,058850,KTcs,KOSPI,058850.KS,
PASS,974.0,2022-01-04,2025-12-30,3177086.37,217.71,33.64,-44.52,0.836,18.0,1.2,1734.02,62.94,False,071970,HD현대마린엔진,KOSPI,071970.KS,
PASS,974.0,2022-01-04,2025-12-30,338076.01,-66.19,-23.82,-66.19,-1.564,8.0,0.396,-78.45,8.73,True,066410,버킷스튜디오,KOSDAQ,066410.KQ,
PASS,974.0,2022-01-04,2025-12-30,412028.51,-58.8,-19.94,-61.65,-1.189,21.0,0.675,-44.09,33.98,False,044960,이글벳,KOSDAQ,044960.KQ,
PASS,974.0,2022-01-04,2025-12-30,802482.7,-19.75,-5.37,-44.31,-0.117,21.0,0.969,5.34,49.28,False,001740,SK네트웍스,KOSPI,001740.KS,
PASS,974.0,2022-01-04,2025-12-30,835174.38,-16.48,-4.42,-57.82,0.097,20.0,1.029,-45.33,38.09,True,014470,부방,KOSDAQ,014470.KQ,
PASS,974.0,2022-01-04,2025-12-30,441144.39,-55.89,-18.56,-55.89,-0.475,20.0,0.845,-72.18,42.61,True,002880,디와이에이,KOSPI,002880.KS,
PASS,926.0,2022-03-18,2025-12-30,2069569.98,106.96,21.18,-46.82,0.623,15.0,1.176,220.0,54.64,False,388720,유일로보틱스,KOSDAQ,388720.KQ,
PASS,974.0,2022-01-04,2025-12-30,544328.29,-45.57,-14.15,-65.37,-0.182,14.0,0.923,-43.58,24.64,False,241820,피씨엘,KOSDAQ,241820.KQ,
PASS,974.0,2022-01-04,2025-12-30,1035831.78,3.58,0.89,-30.54,0.158,16.0,1.05,-12.51,50.82,True,145990,삼양사,KOSPI,145990.KS,
PASS,974.0,2022-01-04,2025-12-30,400467.88,-59.95,-20.51,-59.95,-1.286,20.0,0.637,-74.96,25.36,True,214330,금호에이치티,KOSPI,214330.KS,
PASS,974.0,2022-01-04,2025-12-30,634816.77,-36.52,-10.77,-52.37,-0.116,17.0,0.969,-64.92,43.63,True,032500,케이엠더블유,KOSDAQ,032500.KQ,
PASS,974.0,2022-01-04,2025-12-30,529452.4,-47.05,-14.75,-58.94,-0.762,25.0,0.803,-34.83,38.4,False,034810,해성산업,KOSDAQ,034810.KQ,
PASS,974.0,2022-01-04,2025-12-30,1902596.1,90.26,17.51,-38.5,0.581,16.0,1.269,66.08,39.53,True,039830,오로라,KOSDAQ,039830.KQ,
PASS,974.0,2022-01-04,2025-12-30,1864874.34,86.49,16.92,-40.86,0.581,21.0,1.178,401.14,51.13,False,319400,현대무벡스,KOSDAQ,319400.KQ,
PASS,522.0,2023-11-07,2025-12-30,656095.45,-34.39,-17.83,-35.46,-0.885,6.0,0.717,-82.18,19.54,True,088280,쏘닉스,KOSDAQ,088280.KQ,
PASS,974.0,2022-01-04,2025-12-30,448831.79,-55.12,-18.21,-55.12,-0.852,16.0,0.735,-84.21,25.67,True,115160,휴맥스,KOSDAQ,115160.KQ,
PASS,974.0,2022-01-04,2025-12-30,531106.73,-46.89,-14.68,-51.07,-0.679,18.0,0.841,-56.73,44.15,True,081000,일진다이아,KOSPI,081000.KS,
PASS,974.0,2022-01-04,2025-12-30,848641.54,-15.14,-4.03,-52.94,0.04,21.0,1.01,39.41,48.36,False,036890,진성티이씨,KOSDAQ,036890.KQ,
PASS,974.0,2022-01-04,2025-12-30,685398.1,-31.46,-9.04,-37.0,-0.527,17.0,0.859,-50.56,34.7,True,020000,한섬,KOSPI,020000.KS,
PASS,974.0,2022-01-04,2025-12-30,550725.31,-44.93,-13.9,-50.05,-0.627,17.0,0.833,-47.92,36.14,True,002820,SUN&L,KOSPI,002820.KS,
PASS,974.0,2022-01-04,2025-12-30,367845.12,-63.22,-22.19,-67.31,-1.223,22.0,0.69,-43.57,36.24,False,036170,에이치엠넥스,KOSDAQ,036170.KQ,
PASS,974.0,2022-01-04,2025-12-30,463530.2,-53.65,-17.54,-54.54,-0.808,23.0,0.777,-40.29,39.43,False,067900,와이엔텍,KOSDAQ,067900.KQ,
PASS,647.0,2023-05-03,2025-12-30,978696.57,-2.13,-0.81,-53.85,0.15,11.0,1.048,22.94,36.63,False,298830,슈어소프트테크,KOSDAQ,298830.KQ,
PASS,974.0,2022-01-04,2025-12-30,498777.48,-50.12,-16.01,-50.6,-0.593,16.0,0.838,-76.8,36.34,True,018880,한온시스템,KOSPI,018880.KS,
PASS,974.0,2022-01-04,2025-12-30,371457.72,-62.85,-22.0,-70.06,-0.889,24.0,0.756,-52.84,38.71,False,065530,와이어블,KOSDAQ,065530.KQ,
PASS,697.0,2023-02-20,2025-12-30,791667.15,-20.83,-7.85,-26.7,-0.419,12.0,0.874,-64.01,31.71,True,127980,화인써키트,KOSDAQ,127980.KQ,
PASS,974.0,2022-01-04,2025-12-30,480617.39,-51.94,-16.79,-75.15,-0.174,20.0,0.94,-85.49,29.77,True,189330,씨이랩,KOSDAQ,189330.KQ,
PASS,513.0,2023-11-20,2025-12-30,1184330.92,18.43,8.34,-15.52,0.501,7.0,1.171,-76.69,35.87,True,352090,스톰테크,KOSDAQ,352090.KQ,
PASS,974.0,2022-01-04,2025-12-30,1083909.35,8.39,2.04,-56.54,0.221,19.0,1.057,-19.39,47.74,True,014680,한솔케미칼,KOSPI,014680.KS,
PASS,974.0,2022-01-04,2025-12-30,346296.29,-65.37,-23.36,-76.68,-0.567,19.0,0.829,-39.28,31.83,False,048770,TPC로보틱스,KOSDAQ,048770.KQ,
PASS,974.0,2022-01-04,2025-12-30,374475.71,-62.55,-21.84,-63.11,-1.029,21.0,0.706,-48.6,29.47,False,002420,세기상사,KOSPI,002420.KS,
PASS,974.0,2022-01-04,2025-12-30,435383.62,-56.46,-18.83,-64.36,-0.525,18.0,0.821,-53.58,28.34,False,004540,깨끗한나라,KOSPI,004540.KS,
PASS,974.0,2022-01-04,2025-12-30,647843.48,-35.22,-10.32,-45.11,-0.423,14.0,0.864,-50.8,29.77,True,054940,엑사이엔씨,KOSDAQ,054940.KQ,
PASS,974.0,2022-01-04,2025-12-30,825167.6,-17.48,-4.71,-41.35,-0.177,21.0,0.939,-37.22,31.52,True,031440,신세계푸드,KOSPI,031440.KS,
PASS,974.0,2022-01-04,2025-12-30,354909.75,-64.51,-22.88,-65.64,-0.456,20.0,0.852,-70.41,32.65,True,336060,웨이버스,KOSDAQ,336060.KQ,
PASS,974.0,2022-01-04,2025-12-30,692054.59,-30.79,-8.82,-38.3,-0.292,19.0,0.925,0.61,43.33,False,025540,한국단자,KOSPI,025540.KS,
PASS,974.0,2022-01-04,2025-12-30,976782.81,-2.32,-0.59,-52.36,0.188,18.0,1.052,-56.52,40.35,True,309930,조이웍스앤코,KOSDAQ,309930.KQ,
PASS,974.0,2022-01-04,2025-12-30,1445940.89,44.59,9.69,-41.98,0.435,16.0,1.11,105.88,52.98,False,023160,태광,KOSDAQ,023160.KQ,
PASS,974.0,2022-01-04,2025-12-30,496376.07,-50.36,-16.11,-66.6,-0.29,21.0,0.906,-9.46,40.86,False,204840,지엘팜텍,KOSDAQ,204840.KQ,
PASS,974.0,2022-01-04,2025-12-30,423895.82,-57.61,-19.37,-70.98,-0.651,21.0,0.811,-44.01,41.38,False,019770,서연탑메탈,KOSDAQ,019770.KQ,
PASS,974.0,2022-01-04,2025-12-30,914840.47,-8.52,-2.21,-44.91,0.071,18.0,1.019,-44.59,47.02,True,259960,크래프톤,KOSPI,259960.KS,
PASS,974.0,2022-01-04,2025-12-30,18504376.28,1750.44,107.92,-30.58,1.731,11.0,1.39,3775.44,78.75,False,267260,HD현대일렉트릭,KOSPI,267260.KS,
PASS,974.0,2022-01-04,2025-12-30,518802.39,-48.12,-15.18,-51.18,-1.137,12.0,0.492,-87.71,8.42,True,106520,노블엠앤비,KOSDAQ,106520.KQ,
PASS,974.0,2022-01-04,2025-12-30,174688.8,-82.53,-35.45,-82.53,-1.179,22.0,0.594,-79.31,27.31,False,002070,비비안,KOSPI,002070.KS,
PASS,974.0,2022-01-04,2025-12-30,513341.95,-48.67,-15.4,-55.31,-0.496,25.0,0.853,-58.19,36.55,True,069330,유아이디,KOSDAQ,069330.KQ,
PASS,974.0,2022-01-04,2025-12-30,945716.91,-5.43,-1.39,-33.35,0.02,17.0,1.006,-27.75,36.86,True,284740,쿠쿠홈시스,KOSPI,284740.KS,
PASS,974.0,2022-01-04,2025-12-30,723429.57,-27.66,-7.8,-77.62,0.108,15.0,1.031,60.04,47.43,False,028300,HLB,KOSDAQ,028300.KQ,
PASS,974.0,2022-01-04,2025-12-30,585012.64,-41.5,-12.58,-44.4,-0.251,22.0,0.926,42.7,40.66,False,018310,삼목에스폼,KOSDAQ,018310.KQ,
PASS,974.0,2022-01-04,2025-12-30,1061251.05,6.13,1.5,-49.61,0.218,15.0,1.087,-33.05,30.9,True,168330,내츄럴엔도텍,KOSDAQ,168330.KQ,
PASS,974.0,2022-01-04,2025-12-30,574105.81,-42.59,-13.0,-49.85,-0.279,23.0,0.919,-15.64,43.33,False,003680,한성기업,KOSPI,003680.KS,
PASS,974.0,2022-01-04,2025-12-30,302360.51,-69.76,-25.92,-70.1,-1.023,24.0,0.614,-89.23,23.61,True,079950,인베니아,KOSDAQ,079950.KQ,
PASS,974.0,2022-01-04,2025-12-30,333531.78,-66.65,-24.08,-67.73,-0.621,23.0,0.834,-34.93,46.41,False,198080,캐프,KOSDAQ,198080.KQ,
PASS,974.0,2022-01-04,2025-12-30,866007.46,-13.4,-3.54,-84.55,0.15,20.0,1.041,3.24,45.89,False,005420,코스모화학,KOSPI,005420.KS,
PASS,974.0,2022-01-04,2025-12-30,503743.06,-49.63,-15.8,-55.15,-0.609,26.0,0.816,-64.63,35.83,True,104620,노랑풍선,KOSDAQ,104620.KQ,
PASS,974.0,2022-01-04,2025-12-30,818989.28,-18.1,-4.89,-34.96,-0.085,25.0,0.974,22.43,49.59,False,004700,조광피혁,KOSPI,004700.KS,
PASS,974.0,2022-01-04,2025-12-30,453055.14,-54.69,-18.01,-54.69,-1.446,16.0,0.491,-88.33,16.22,True,002210,동성제약,KOSPI,002210.KS,
PASS,974.0,2022-01-04,2025-12-30,475286.98,-52.47,-17.02,-74.87,-0.03,20.0,0.987,-29.87,30.7,False,294630,서남,KOSDAQ,294630.KQ,
PASS,974.0,2022-01-04,2025-12-30,1285561.62,28.56,6.5,-61.45,0.392,21.0,1.092,1146.72,59.75,False,083650,비에이치아이,KOSDAQ,083650.KQ,
PASS,974.0,2022-01-04,2025-12-30,672682.67,-32.73,-9.47,-54.25,-0.178,16.0,0.938,-67.76,29.16,True,187420,HLB제넥스,KOSDAQ,187420.KQ,
PASS,502.0,2023-12-05,2025-12-30,1381684.72,38.17,16.91,-55.11,0.564,9.0,1.147,78.91,51.59,False,338840,와이바이오로직스,KOSDAQ,338840.KQ,
PASS,974.0,2022-01-04,2025-12-30,818410.16,-18.16,-4.9,-64.07,0.122,17.0,1.045,-59.25,44.97,True,088130,동아엘텍,KOSDAQ,088130.KQ,
PASS,974.0,2022-01-04,2025-12-30,1091051.91,9.11,2.21,-62.56,0.338,18.0,1.118,-13.18,38.71,True,113810,디젠스,KOSDAQ,113810.KQ,
PASS,974.0,2022-01-04,2025-12-30,391767.56,-60.82,-20.95,-68.5,-1.05,23.0,0.737,-26.98,40.55,False,155660,DSR,KOSPI,155660.KS,
PASS,974.0,2022-01-04,2025-12-30,569160.27,-43.08,-13.18,-50.04,-0.509,23.0,0.829,-60.3,29.36,True,017180,명문제약,KOSPI,017180.KS,
PASS,544.0,2023-10-05,2025-12-30,426703.2,-57.33,-31.67,-71.26,-0.701,11.0,0.828,51.75,48.53,False,454910,두산로보틱스,KOSPI,454910.KS,
PASS,974.0,2022-01-04,2025-12-30,797582.3,-20.24,-5.52,-38.78,-0.165,19.0,0.952,-53.85,33.06,True,014790,HL D&I,KOSPI,014790.KS,
PASS,974.0,2022-01-04,2025-12-30,856377.01,-14.36,-3.81,-32.19,-0.239,15.0,0.931,-27.61,34.6,True,213500,한솔제지,KOSPI,213500.KS,
PASS,974.0,2022-01-04,2025-12-30,818012.95,-18.2,-4.91,-18.55,-0.237,21.0,0.926,-23.41,42.09,True,002840,미원상사,KOSPI,002840.KS,
PASS,974.0,2022-01-04,2025-12-30,1081039.61,8.1,1.97,-35.87,0.203,14.0,1.079,-35.48,39.84,True,010040,한국내화,KOSPI,010040.KS,
PASS,974.0,2022-01-04,2025-12-30,330366.08,-66.96,-24.26,-71.63,-1.068,21.0,0.706,-79.1,28.64,True,049080,기가레인,KOSDAQ,049080.KQ,
PASS,974.0,2022-01-04,2025-12-30,1281665.27,28.17,6.42,-25.57,0.494,18.0,1.123,32.67,55.13,False,032640,LG유플러스,KOSPI,032640.KS,
PASS,974.0,2022-01-04,2025-12-30,1247651.75,24.77,5.71,-24.39,0.366,23.0,1.085,114.06,60.68,False,016360,삼성증권,KOSPI,016360.KS,
PASS,974.0,2022-01-04,2025-12-30,1742769.51,74.28,14.95,-50.44,0.591,16.0,1.157,29.43,49.28,True,122870,와이지엔터테인먼트,KOSDAQ,122870.KQ,
PASS,974.0,2022-01-04,2025-12-30,605434.77,-39.46,-11.83,-40.21,-0.569,14.0,0.787,-67.21,24.33,True,046070,코다코,KOSDAQ,046070.KQ,
PASS,974.0,2022-01-04,2025-12-30,833980.33,-16.6,-4.45,-48.75,0.065,18.0,1.028,-48.13,28.75,True,246690,TS인베스트먼트,KOSDAQ,246690.KQ,
PASS,974.0,2022-01-04,2025-12-30,380266.6,-61.97,-21.54,-70.99,-0.698,19.0,0.781,-78.17,25.87,True,290520,신도기연,KOSDAQ,290520.KQ,
NO_DATA,,,,,,,,,,,,,,439960,코스모로보틱스,KOSDAQ,439960.KQ,['no_yfinance_data']
PASS,974.0,2022-01-04,2025-12-30,936270.66,-6.37,-1.64,-25.27,0.018,17.0,1.007,-18.97,41.48,True,002450,삼익악기,KOSPI,002450.KS,
PASS,974.0,2022-01-04,2025-12-30,1479227.86,47.92,10.32,-55.39,0.447,17.0,1.145,83.5,46.82,False,010100,한국무브넥스,KOSPI,010100.KS,
PASS,974.0,2022-01-04,2025-12-30,725448.49,-27.46,-7.74,-43.2,-0.246,19.0,0.916,-42.32,32.14,True,033130,디지틀조선,KOSDAQ,033130.KQ,
PASS,974.0,2022-01-04,2025-12-30,716122.25,-28.39,-8.04,-50.57,0.006,18.0,1.002,-36.92,34.39,True,237820,플레이디,KOSDAQ,237820.KQ,
PASS,328.0,2024-08-21,2025-12-30,984376.58,-1.56,-1.15,-5.84,-0.247,1.0,0.757,-81.06,2.13,True,464280,티디에스팜,KOSDAQ,464280.KQ,
PASS,680.0,2023-03-16,2025-12-30,921110.46,-7.89,-2.9,-29.26,0.072,12.0,1.025,-55.62,29.12,True,282720,금양그린파워,KOSDAQ,282720.KQ,
PASS,974.0,2022-01-04,2025-12-30,782649.18,-21.74,-5.96,-50.62,0.004,20.0,1.001,-49.42,40.86,True,125210,아모그린텍,KOSDAQ,125210.KQ,
PASS,974.0,2022-01-04,2025-12-30,372521.97,-62.75,-21.94,-72.03,-0.64,18.0,0.832,-79.12,37.47,True,020120,키다리스튜디오,KOSPI,020120.KS,
PASS,974.0,2022-01-04,2025-12-30,312955.49,-68.7,-25.28,-70.11,-1.431,21.0,0.621,-81.84,27.52,True,092190,서울바이오시스,KOSDAQ,092190.KQ,
PASS,974.0,2022-01-04,2025-12-30,678354.22,-32.16,-9.28,-55.35,-0.132,20.0,0.962,-63.45,31.42,True,230240,에치에프알,KOSDAQ,230240.KQ,
PASS,974.0,2022-01-04,2025-12-30,569426.78,-43.06,-13.17,-45.84,-0.981,22.0,0.715,-41.29,32.85,False,256150,한독크린텍,KOSDAQ,256150.KQ,
PASS,161.0,2025-05-02,2025-12-30,907769.37,-9.22,-13.59,-38.42,0.01,2.0,1.004,-39.21,29.81,True,364950,에이아이코리아,KOSDAQ,364950.KQ,
PASS,225.0,2025-01-24,2025-12-30,720114.33,-27.99,-29.72,-27.99,-1.674,4.0,0.507,-34.36,13.33,True,373160,데이원컴퍼니,KOSDAQ,373160.KQ,
PASS,974.0,2022-01-04,2025-12-30,512390.07,-48.76,-15.44,-54.24,-0.419,12.0,0.82,-73.15,25.56,True,080720,한국유니온제약,KOSDAQ,080720.KQ,
PASS,974.0,2022-01-04,2025-12-30,383924.68,-61.61,-21.35,-66.97,-0.645,22.0,0.815,-76.62,37.37,True,060570,드림어스컴퍼니,KOSDAQ,060570.KQ,
PASS,536.0,2023-10-18,2025-12-30,1181845.42,18.18,7.89,-30.21,0.395,5.0,1.114,-36.67,42.91,True,445180,퓨릿,KOSDAQ,445180.KQ,
PASS,974.0,2022-01-04,2025-12-30,1589701.56,58.97,12.33,-64.14,0.486,15.0,1.131,256.35,49.18,False,226950,올릭스,KOSDAQ,226950.KQ,
PASS,974.0,2022-01-04,2025-12-30,838952.65,-16.1,-4.31,-22.4,-0.326,31.0,0.916,13.38,56.16,False,034590,인천도시가스,KOSPI,034590.KS,
PASS,974.0,2022-01-04,2025-12-30,649932.09,-35.01,-10.25,-51.49,-0.074,16.0,0.974,-44.15,33.26,True,084440,유비온,KOSDAQ,084440.KQ,
PASS,148.0,2025-05-23,2025-12-30,1017515.32,1.75,2.91,-9.93,0.301,3.0,1.163,24.54,8.11,False,483650,달바글로벌,KOSPI,483650.KS,
PASS,974.0,2022-01-04,2025-12-30,269835.84,-73.02,-28.01,-73.1,-0.809,17.0,0.718,-81.55,22.48,True,008600,윌비스,KOSPI,008600.KS,
PASS,954.0,2022-02-04,2025-12-30,382642.59,-61.74,-21.83,-61.98,-0.947,15.0,0.722,-83.45,24.63,True,377330,이지트로닉스,KOSDAQ,377330.KQ,
PASS,974.0,2022-01-04,2025-12-30,961067.09,-3.89,-0.99,-54.37,0.167,16.0,1.052,-2.29,42.92,False,013310,아진산업,KOSDAQ,013310.KQ,
PASS,974.0,2022-01-04,2025-12-30,527398.85,-47.26,-14.83,-68.55,-0.339,26.0,0.918,28.79,44.35,False,003030,세아제강지주,KOSPI,003030.KS,
PASS,974.0,2022-01-04,2025-12-30,1381339.9,38.13,8.44,-42.92,0.409,16.0,1.11,101.2,52.36,False,054950,제이브이엠,KOSDAQ,054950.KQ,
PASS,243.0,2024-12-27,2025-12-30,672210.98,-32.78,-32.58,-32.78,-2.175,4.0,0.436,-27.94,18.93,False,389680,유디엠텍,KOSDAQ,389680.KQ,
PASS,974.0,2022-01-04,2025-12-30,548944.19,-45.11,-13.97,-47.98,-0.163,22.0,0.957,-26.22,46.51,False,263800,데이타솔루션,KOSDAQ,263800.KQ,
INSUFFICIENT_DATA,2.0,,,,,,,,,,,,,490470,세미파이브,KOSDAQ,490470.KQ,['need_61_rows']
PASS,974.0,2022-01-04,2025-12-30,1052264.53,5.23,1.29,-25.34,0.162,17.0,1.053,-17.23,47.02,True,039570,HDC랩스,KOSPI,039570.KS,
PASS,974.0,2022-01-04,2025-12-30,672276.46,-32.77,-9.48,-48.31,-0.232,21.0,0.934,-36.19,35.63,True,192650,드림텍,KOSPI,192650.KS,
PASS,974.0,2022-01-04,2025-12-30,817371.0,-18.26,-4.93,-52.67,0.011,12.0,1.004,-83.37,31.93,True,009440,KC그린홀딩스,KOSPI,009440.KS,
PASS,974.0,2022-01-04,2025-12-30,1192287.21,19.23,4.51,-45.32,0.3,17.0,1.096,-5.47,39.53,True,000990,DB하이텍,KOSPI,000990.KS,
PASS,509.0,2023-11-24,2025-12-30,516460.35,-48.35,-27.0,-56.47,-0.891,10.0,0.715,-68.37,26.33,True,402490,그린리소스,KOSDAQ,402490.KQ,
PASS,974.0,2022-01-04,2025-12-30,632893.43,-36.71,-10.84,-65.05,-0.025,22.0,0.992,2.23,41.79,False,092870,엑시콘,KOSDAQ,092870.KQ,
PASS,974.0,2022-01-04,2025-12-30,330924.12,-66.91,-24.23,-74.35,-0.679,21.0,0.804,-20.65,40.97,False,000670,영풍,KOSPI,000670.KS,
PASS,974.0,2022-01-04,2025-12-30,1108663.12,10.87,2.62,-51.06,0.269,28.0,1.092,-29.41,34.7,True,103840,우양,KOSDAQ,103840.KQ,
PASS,974.0,2022-01-04,2025-12-30,1024080.7,2.41,0.6,-50.94,0.208,22.0,1.065,38.66,48.36,False,003960,사조대림,KOSPI,003960.KS,
PASS,974.0,2022-01-04,2025-12-30,804864.17,-19.51,-5.3,-50.33,-0.003,18.0,0.999,-55.11,42.09,True,086390,유니테스트,KOSDAQ,086390.KQ,
