total_return_pct,max_drawdown_pct,total_trades,winning_trades,win_rate_pct,sharpe_ratio,final_equity_krw,initial_cash_krw,transaction_cost_bps,total_cost_krw,train_end,trade_year,strategy,overlay_mode,alpha,max_notional,max_positions,stop_loss_pct,take_profit_pct,trailing_stop_pct,max_holding_steps,daily_avg_pct_252,target_05pct_day
7.55,-16.98,88,31,35.23,1.172,1075527.26,1000000,30.0,65254.08,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.15,0.0,10,0.029960317460317458,False
13.93,-11.26,86,31,36.05,1.9842,1139348.33,1000000,30.0,65542.56,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.15,0.0,20,0.05527777777777778,False
5.04,-18.66,98,37,37.76,0.8231,1050382.1,1000000,30.0,72134.9,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.15,0.06,10,0.02,False
5.04,-18.66,98,37,37.76,0.8231,1050382.1,1000000,30.0,72134.9,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.15,0.06,20,0.02,False
6.97,-15.44,76,25,32.89,1.0014,1069713.66,1000000,30.0,54477.08,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.25,0.0,10,0.027658730158730157,False
6.07,-14.28,75,24,32.0,0.9047,1060711.11,1000000,30.0,52749.84,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.25,0.0,20,0.024087301587301588,False
4.0,-14.76,89,34,38.2,0.6946,1039962.42,1000000,30.0,64214.85,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.25,0.06,10,0.015873015873015872,False
4.0,-14.76,89,34,38.2,0.6946,1039962.42,1000000,30.0,64214.85,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.06,0.25,0.06,20,0.015873015873015872,False
-3.76,-21.25,70,27,38.57,-0.2852,962395.42,1000000,30.0,48587.13,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.15,0.0,10,-0.01492063492063492,False
1.77,-12.56,64,25,39.06,0.4331,1017713.01,1000000,30.0,46062.36,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.15,0.0,20,0.007023809523809524,False
-7.99,-24.83,77,30,38.96,-0.8573,920101.03,1000000,30.0,52078.02,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.15,0.06,10,-0.03170634920634921,False
-7.99,-24.83,77,30,38.96,-0.8573,920101.03,1000000,30.0,52078.02,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.15,0.06,20,-0.03170634920634921,False
-13.16,-20.03,61,21,34.43,-1.8176,868440.94,1000000,30.0,40580.24,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.25,0.0,10,-0.052222222222222225,False
-4.11,-11.48,55,19,34.55,-0.483,958881.98,1000000,30.0,38473.96,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.25,0.0,20,-0.016309523809523812,False
-18.01,-27.03,71,25,35.21,-2.6465,819939.87,1000000,30.0,45149.61,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.25,0.06,10,-0.07146825396825397,False
-18.01,-27.03,71,25,35.21,-2.6465,819939.87,1000000,30.0,45149.61,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.1,0.25,0.06,20,-0.07146825396825397,False
10.3,-9.58,58,25,43.1,1.4474,1103006.97,1000000,30.0,43802.65,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.15,0.0,10,0.040873015873015874,False
-0.22,-15.04,45,16,35.56,0.1484,997796.08,1000000,30.0,31637.22,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.15,0.0,20,-0.000873015873015873,False
-4.35,-22.2,71,31,43.66,-0.3509,956470.54,1000000,30.0,48730.3,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.15,0.06,10,-0.01726190476190476,False
-13.79,-26.75,69,28,40.58,-1.6506,862128.78,1000000,30.0,44551.16,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.15,0.06,20,-0.05472222222222222,False
0.08,-11.34,51,19,37.25,0.1971,1000805.63,1000000,30.0,36979.42,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.25,0.0,10,0.00031746031746031746,False
-19.44,-21.49,45,12,26.67,-4.2803,805555.05,1000000,30.0,29475.93,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.25,0.0,20,-0.07714285714285715,False
-18.41,-23.74,62,24,38.71,-2.9483,815855.22,1000000,30.0,42264.46,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.25,0.06,10,-0.07305555555555555,False
-27.19,-29.26,60,20,33.33,-4.7195,728148.67,1000000,30.0,38222.62,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,6,0.14,0.25,0.06,20,-0.10789682539682541,False
20.18,-13.15,116,49,42.24,2.6422,1201800.33,1000000,30.0,77773.02,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.15,0.0,10,0.08007936507936508,False
20.1,-11.06,114,49,42.98,2.6725,1201002.22,1000000,30.0,76698.77,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.15,0.0,20,0.07976190476190477,False
25.77,-12.92,128,55,42.97,2.817,1257696.99,1000000,30.0,89321.67,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.15,0.06,10,0.10226190476190476,False
25.77,-12.92,128,55,42.97,2.817,1257696.99,1000000,30.0,89321.67,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.15,0.06,20,0.10226190476190476,False
16.11,-11.08,97,36,37.11,2.0867,1161053.85,1000000,30.0,61087.87,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.25,0.0,10,0.06392857142857143,False
12.99,-12.71,96,35,36.46,1.7657,1129905.11,1000000,30.0,58771.46,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.25,0.0,20,0.05154761904761905,False
6.7,-18.22,120,48,40.0,1.0211,1066977.49,1000000,30.0,75139.29,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.25,0.06,10,0.026587301587301587,False
6.7,-18.22,120,48,40.0,1.0211,1066977.49,1000000,30.0,75139.29,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.06,0.25,0.06,20,0.026587301587301587,False
-3.14,-18.76,89,34,38.2,-0.2688,968607.69,1000000,30.0,52728.79,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.15,0.0,10,-0.012460317460317461,False
2.42,-12.46,84,35,41.67,0.5394,1024191.9,1000000,30.0,51007.1,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.15,0.0,20,0.009603174603174603,False
-2.27,-20.66,101,42,41.58,-0.1441,977267.93,1000000,30.0,60216.83,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.15,0.06,10,-0.009007936507936508,False
-2.27,-20.66,101,42,41.58,-0.1441,977267.93,1000000,30.0,60216.83,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.15,0.06,20,-0.009007936507936508,False
-9.28,-14.95,79,29,36.71,-1.2586,907156.85,1000000,30.0,45273.22,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.25,0.0,10,-0.036825396825396824,False
-6.2,-11.83,75,27,36.0,-0.8047,938000.31,1000000,30.0,43659.26,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.25,0.0,20,-0.024603174603174603,False
-14.47,-20.05,97,37,38.14,-2.2895,855325.57,1000000,30.0,54112.37,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.25,0.06,10,-0.05742063492063492,False
-14.47,-20.05,97,37,38.14,-2.2895,855325.57,1000000,30.0,54112.37,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.1,0.25,0.06,20,-0.05742063492063492,False
9.33,-9.46,74,34,45.95,1.3436,1093328.71,1000000,30.0,46415.53,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.15,0.0,10,0.03702380952380952,False
0.71,-12.99,59,24,40.68,0.2773,1007063.03,1000000,30.0,34891.66,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.15,0.0,20,0.0028174603174603175,False
-12.6,-24.02,89,36,40.45,-1.5942,874014.41,1000000,30.0,49436.86,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.15,0.06,10,-0.049999999999999996,False
-15.49,-24.76,91,35,38.46,-2.1309,845087.67,1000000,30.0,48600.07,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.15,0.06,20,-0.06146825396825397,False
-11.54,-13.26,67,25,37.31,-1.739,884647.67,1000000,30.0,39172.71,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.25,0.0,10,-0.04579365079365079,False
-17.17,-18.96,59,19,32.2,-3.4888,828317.58,1000000,30.0,32476.57,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.25,0.0,20,-0.06813492063492065,False
-22.26,-23.47,86,33,38.37,-3.4896,777351.89,1000000,30.0,46521.37,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.25,0.06,10,-0.08833333333333333,False
-29.45,-30.59,85,28,32.94,-4.8819,705468.62,1000000,30.0,43346.57,2023,2024,fusion_hybrid_a0p5,hybrid,0.5,150000,8,0.14,0.25,0.06,20,-0.11686507936507937,False
23.14,-6.21,104,38,36.54,2.9414,1231384.13,1000000,30.0,63230.92,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.15,0.0,10,0.09182539682539682,False
22.77,-6.21,103,37,35.92,2.8983,1227680.68,1000000,30.0,62617.97,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.15,0.0,20,0.09035714285714286,False
28.37,-6.33,118,45,38.14,3.7639,1283700.49,1000000,30.0,71813.62,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.15,0.06,10,0.11257936507936508,False
28.37,-6.33,118,45,38.14,3.7639,1283700.49,1000000,30.0,71813.62,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.15,0.06,20,0.11257936507936508,False
18.19,-6.95,91,27,29.67,2.3496,1181941.45,1000000,30.0,55258.68,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.25,0.0,10,0.07218253968253968,False
23.0,-6.68,90,28,31.11,2.967,1230015.08,1000000,30.0,54801.53,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.25,0.0,20,0.09126984126984126,False
41.84,-6.8,105,42,40.0,4.7264,1418432.31,1000000,30.0,64395.56,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.25,0.06,10,0.16603174603174606,False
41.84,-6.8,105,42,40.0,4.7264,1418432.31,1000000,30.0,64395.56,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.06,0.25,0.06,20,0.16603174603174606,False
-1.02,-12.22,78,26,33.33,0.0207,989828.24,1000000,30.0,46786.69,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.15,0.0,10,-0.004047619047619047,False
-1.02,-12.22,78,26,33.33,0.0207,989828.24,1000000,30.0,46786.69,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.15,0.0,20,-0.004047619047619047,False
9.36,-9.58,97,35,36.08,1.3533,1093585.36,1000000,30.0,58588.06,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.15,0.06,10,0.03714285714285714,False
9.36,-9.58,97,35,36.08,1.3533,1093585.36,1000000,30.0,58588.06,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.15,0.06,20,0.03714285714285714,False
13.48,-10.07,72,23,31.94,2.0114,1134751.1,1000000,30.0,43644.43,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.25,0.0,10,0.053492063492063494,False
9.05,-10.07,69,21,30.43,1.467,1090477.72,1000000,30.0,41705.79,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.25,0.0,20,0.03591269841269842,False
15.76,-10.05,89,32,35.96,2.0935,1157556.94,1000000,30.0,53968.39,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.25,0.06,10,0.06253968253968253,False
20.64,-10.05,89,33,37.08,2.6278,1206404.61,1000000,30.0,54115.38,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.1,0.25,0.06,20,0.08190476190476191,False
-5.17,-18.03,66,24,36.36,-0.4458,948280.6,1000000,30.0,39041.19,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.15,0.0,10,-0.020515873015873015,False
2.0,-13.65,62,24,38.71,0.4534,1019995.97,1000000,30.0,37243.59,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.15,0.0,20,0.007936507936507936,False
-7.85,-17.75,80,28,35.0,-0.9527,921531.59,1000000,30.0,47751.86,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.15,0.06,10,-0.031150793650793648,False
-11.87,-17.75,78,27,34.62,-1.6899,881315.08,1000000,30.0,46331.63,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.15,0.06,20,-0.0471031746031746,False
-1.53,-13.11,62,21,33.87,-0.0789,984720.2,1000000,30.0,37140.6,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.25,0.0,10,-0.006071428571428571,False
0.94,-13.11,59,20,33.9,0.3116,1009361.99,1000000,30.0,35409.33,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.25,0.0,20,0.00373015873015873,False
-2.42,-11.19,77,26,33.77,-0.1918,975761.2,1000000,30.0,46196.98,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.25,0.06,10,-0.009603174603174603,False
-2.26,-11.19,75,25,33.33,-0.1904,977393.17,1000000,30.0,44998.28,2023,2024,fusion_rerank,rerank,10.0,100000,6,0.14,0.25,0.06,20,-0.008968253968253967,False
24.35,-7.27,143,51,35.66,2.9506,1243476.71,1000000,30.0,84118.81,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.15,0.0,10,0.09662698412698413,False
24.87,-7.27,142,51,35.92,3.0063,1248693.65,1000000,30.0,83532.7,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.15,0.0,20,0.09869047619047619,False
20.58,-6.68,157,56,35.67,2.6303,1205810.18,1000000,30.0,93210.39,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.15,0.06,10,0.08166666666666667,False
20.58,-6.68,157,56,35.67,2.6303,1205810.18,1000000,30.0,93210.39,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.15,0.06,20,0.08166666666666667,False
23.64,-6.49,120,38,31.67,2.7212,1236436.77,1000000,30.0,71128.86,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.25,0.0,10,0.09380952380952381,False
22.19,-8.23,119,38,31.93,2.6334,1221910.45,1000000,30.0,70474.51,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.25,0.0,20,0.08805555555555557,False
30.94,-7.38,140,52,37.14,3.4696,1309441.69,1000000,30.0,83430.36,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.25,0.06,10,0.12277777777777778,False
30.94,-7.38,140,52,37.14,3.4696,1309441.69,1000000,30.0,83430.36,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.06,0.25,0.06,20,0.12277777777777778,False
0.2,-10.16,111,39,35.14,0.218,1001975.34,1000000,30.0,63505.48,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.15,0.0,10,0.0007936507936507937,False
0.2,-10.16,111,39,35.14,0.218,1001975.34,1000000,30.0,63505.48,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.15,0.0,20,0.0007936507936507937,False
12.03,-9.3,129,50,38.76,1.7423,1120274.89,1000000,30.0,76017.19,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.15,0.06,10,0.04773809523809523,False
12.03,-9.3,129,50,38.76,1.7423,1120274.89,1000000,30.0,76017.19,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.15,0.06,20,0.04773809523809523,False
16.54,-10.15,94,30,31.91,2.2038,1165439.84,1000000,30.0,55335.71,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.25,0.0,10,0.06563492063492063,False
12.39,-10.15,93,29,31.18,1.7405,1123945.71,1000000,30.0,54586.7,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.25,0.0,20,0.04916666666666667,False
26.08,-10.08,117,46,39.32,3.116,1260842.75,1000000,30.0,69280.99,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.25,0.06,10,0.10349206349206348,False
26.27,-10.08,117,46,39.32,3.142,1262704.16,1000000,30.0,69265.47,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.1,0.25,0.06,20,0.10424603174603174,False
-1.11,-15.98,90,34,37.78,0.0494,988946.17,1000000,30.0,49671.73,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.15,0.0,10,-0.004404761904761905,False
-6.93,-17.31,85,32,37.65,-0.6925,930732.69,1000000,30.0,45177.4,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.15,0.0,20,-0.0275,False
-12.49,-19.49,108,37,34.26,-1.7502,875062.4,1000000,30.0,57419.7,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.15,0.06,10,-0.049563492063492066,False
-14.53,-19.49,104,35,33.65,-2.1008,854746.04,1000000,30.0,54668.17,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.15,0.06,20,-0.05765873015873016,False
5.95,-11.25,82,30,36.59,1.0362,1059538.87,1000000,30.0,47972.11,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.25,0.0,10,0.02361111111111111,False
3.88,-11.25,76,27,35.53,0.7758,1038849.0,1000000,30.0,44176.47,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.25,0.0,20,0.015396825396825397,False
3.05,-13.53,105,38,36.19,0.589,1030542.01,1000000,30.0,59917.27,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.25,0.06,10,0.012103174603174602,False
1.66,-13.53,102,37,36.27,0.4139,1016593.14,1000000,30.0,58115.3,2023,2024,fusion_rerank,rerank,10.0,100000,8,0.14,0.25,0.06,20,0.006587301587301587,False
29.11,-6.71,103,39,37.86,3.1355,1291060.03,1000000,30.0,80347.0,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.15,0.0,10,0.11551587301587302,False
28.6,-6.71,102,38,37.25,3.0883,1285963.58,1000000,30.0,79574.11,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.15,0.0,20,0.11349206349206349,False
38.6,-7.67,117,46,39.32,3.8869,1386001.91,1000000,30.0,93890.61,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.15,0.06,10,0.15317460317460319,False
38.6,-7.67,117,46,39.32,3.8869,1386001.91,1000000,30.0,93890.61,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.15,0.06,20,0.15317460317460319,False
16.2,-8.23,91,28,30.77,2.0071,1161983.43,1000000,30.0,67732.08,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.25,0.0,10,0.06428571428571428,False
22.73,-6.69,90,29,32.22,2.7004,1227254.13,1000000,30.0,68228.23,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.25,0.0,20,0.0901984126984127,False
49.14,-7.89,104,42,40.38,4.249,1491380.59,1000000,30.0,84759.35,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.25,0.06,10,0.195,False
49.14,-7.89,104,42,40.38,4.249,1491380.59,1000000,30.0,84759.35,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.06,0.25,0.06,20,0.195,False
-2.26,-11.77,81,29,35.8,-0.1218,977388.74,1000000,30.0,56444.48,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.15,0.0,10,-0.008968253968253967,False
-2.26,-11.77,81,29,35.8,-0.1218,977388.74,1000000,30.0,56444.48,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.15,0.0,20,-0.008968253968253967,False
9.91,-10.26,97,36,37.11,1.3089,1099141.27,1000000,30.0,71610.96,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.15,0.06,10,0.039325396825396826,False
9.91,-10.26,97,36,37.11,1.3089,1099141.27,1000000,30.0,71610.96,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.15,0.06,20,0.039325396825396826,False
22.84,-8.39,74,26,35.14,2.6381,1228407.3,1000000,30.0,57916.25,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.25,0.0,10,0.09063492063492064,False
16.11,-8.39,71,24,33.8,2.0546,1161060.13,1000000,30.0,54218.18,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.25,0.0,20,0.06392857142857143,False
22.87,-10.14,89,33,37.08,2.464,1228694.42,1000000,30.0,70151.39,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.25,0.06,10,0.09075396825396825,False
28.68,-10.14,89,34,38.2,2.9503,1286770.87,1000000,30.0,71078.94,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.1,0.25,0.06,20,0.1138095238095238,False
-12.56,-20.29,66,24,36.36,-1.5043,874427.21,1000000,30.0,41831.6,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.15,0.0,10,-0.049841269841269846,False
-11.94,-19.78,62,24,38.71,-1.3437,880637.87,1000000,30.0,38931.85,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.15,0.0,20,-0.04738095238095238,False
-16.07,-19.1,80,29,36.25,-2.2787,839295.46,1000000,30.0,52113.78,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.15,0.06,10,-0.06376984126984127,False
-21.19,-21.19,78,27,34.62,-3.4101,788063.06,1000000,30.0,49638.1,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.15,0.06,20,-0.08408730158730159,False
-6.37,-15.18,62,22,35.48,-0.7777,936308.46,1000000,30.0,43192.55,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.25,0.0,10,-0.025277777777777777,False
-6.16,-15.18,59,21,35.59,-0.838,938409.68,1000000,30.0,40977.75,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.25,0.0,20,-0.024444444444444446,False
-2.92,-11.74,77,27,35.06,-0.1979,970848.9,1000000,30.0,55531.13,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.25,0.06,10,-0.011587301587301587,False
-4.28,-11.74,75,26,34.67,-0.4267,957215.89,1000000,30.0,53827.87,2023,2024,fusion_rerank,rerank,10.0,150000,6,0.14,0.25,0.06,20,-0.016984126984126983,False
18.57,-9.11,147,52,35.37,2.1936,1185676.65,1000000,30.0,91655.57,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.15,0.0,10,0.0736904761904762,False
18.78,-9.11,146,52,35.62,2.2141,1187811.98,1000000,30.0,91132.48,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.15,0.0,20,0.07452380952380953,False
21.34,-9.19,156,56,35.9,2.4351,1213432.3,1000000,30.0,101062.44,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.15,0.06,10,0.08468253968253968,False
21.34,-9.19,156,56,35.9,2.4351,1213432.3,1000000,30.0,101062.44,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.15,0.06,20,0.08468253968253968,False
22.82,-7.03,120,41,34.17,2.612,1228228.99,1000000,30.0,76188.93,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.25,0.0,10,0.09055555555555556,False
21.45,-7.41,119,41,34.45,2.5327,1214473.38,1000000,30.0,75316.23,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.25,0.0,20,0.08511904761904762,False
37.81,-8.82,141,53,37.59,3.5318,1378120.71,1000000,30.0,97843.8,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.25,0.06,10,0.15003968253968256,False
37.81,-8.82,141,53,37.59,3.5318,1378120.71,1000000,30.0,97843.8,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.06,0.25,0.06,20,0.15003968253968256,False
-3.95,-12.55,110,41,37.27,-0.3946,960542.15,1000000,30.0,63476.56,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.15,0.0,10,-0.015674603174603174,False
-3.95,-12.55,110,41,37.27,-0.3946,960542.15,1000000,30.0,63476.56,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.15,0.0,20,-0.015674603174603174,False
10.08,-11.5,127,49,38.58,1.3898,1100813.4,1000000,30.0,81459.63,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.15,0.06,10,0.04,False
10.08,-11.5,127,49,38.58,1.3898,1100813.4,1000000,30.0,81459.63,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.15,0.06,20,0.04,False
6.63,-11.79,94,30,31.91,1.0517,1066261.11,1000000,30.0,57969.29,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.25,0.0,10,0.02630952380952381,False
5.1,-11.79,90,29,32.22,0.8978,1050988.31,1000000,30.0,55075.79,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.25,0.0,20,0.020238095238095236,False
35.24,-12.16,117,47,40.17,3.634,1352426.6,1000000,30.0,81741.93,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.25,0.06,10,0.13984126984126985,False
36.25,-12.16,117,47,40.17,3.7017,1362466.36,1000000,30.0,81830.47,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.1,0.25,0.06,20,0.14384920634920634,False
-7.44,-17.28,94,37,39.36,-0.9216,925639.44,1000000,30.0,51412.33,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.15,0.0,10,-0.029523809523809525,False
-16.0,-19.96,87,32,36.78,-2.5018,840016.6,1000000,30.0,44599.25,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.15,0.0,20,-0.06349206349206349,False
-17.75,-19.96,108,38,35.19,-2.7681,822547.04,1000000,30.0,57914.38,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.15,0.06,10,-0.07043650793650794,False
-20.24,-20.24,105,37,35.24,-3.3768,797580.04,1000000,30.0,55345.64,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.15,0.06,20,-0.08031746031746032,False
-1.95,-13.09,82,31,37.8,-0.1291,980484.16,1000000,30.0,49113.76,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.25,0.0,10,-0.0077380952380952375,False
-4.83,-13.09,76,28,36.84,-0.6945,951700.1,1000000,30.0,44844.8,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.25,0.0,20,-0.01916666666666667,False
5.28,-13.31,105,39,37.14,0.848,1052833.76,1000000,30.0,64381.14,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.25,0.06,10,0.020952380952380955,False
4.2,-13.31,102,38,37.25,0.7231,1042018.58,1000000,30.0,62578.55,2023,2024,fusion_rerank,rerank,10.0,150000,8,0.14,0.25,0.06,20,0.016666666666666666,False
