config,symbol,side,entry_date,entry_price,exit_date,exit_price,quantity,pnl_krw,pnl_pct,holding_steps,exit_reason,entry_year,entry_ret5,entry_ret20,entry_ret60,entry_vol20,entry_volume_surge
base_t55_sl12_mp4,154030,BUY,2023-02-02,4000.0,2023-03-10,3705.0,25.0,-7652.88,-7.65,5,regime_risk_off,2023,0.11111111111111116,0.25,0.19760479041916157,0.014867076939936465,6.47354566662924
base_t55_sl12_mp4,005830,BUY,2023-03-03,64399.234375,2023-03-10,64907.65625,1.552813,487.12,0.49,1,regime_risk_off,2023,0.0482757234974589,0.17465213847670613,0.3231413809553467,0.018827760944455502,4.3181957134608195
base_t55_sl12_mp4,356890,BUY,2023-03-31,12602.9580078125,2023-04-28,10225.2265625,7.934645,-19109.86,-19.11,4,stop_loss,2023,0.027932960448876054,0.08691987422300018,0.5612120239935976,0.02075848331129754,2.9433662835380443
base_t55_sl12_mp4,049080,BUY,2023-03-31,1954.0,2023-04-28,1607.0,51.177073,-18005.17,-18.01,4,stop_loss,2023,0.08918617614269797,0.10395480225988707,0.3712280701754387,0.04071099483258139,10.302899106355333
base_t55_sl12_mp4,005389,BUY,2023-03-31,72986.3671875,2023-05-09,87615.625,1.370119,19683.69,19.68,5,take_profit,2023,0.030474156287844112,0.025842689966781185,0.25068493279057247,0.00991664177608319,3.1488825036079726
base_t55_sl12_mp4,276730,BUY,2023-03-31,87400.0,2023-05-16,75250.0,1.144165,-14159.9,-14.16,6,stop_loss,2023,0.1499999999999999,0.12992889463477697,0.3292775665399239,0.030898554964676972,5.111779071951907
base_t55_sl12_mp4,006880,BUY,2023-04-28,7482.919921875,2023-05-16,6990.99609375,13.363767,-6854.23,-6.85,2,regime_risk_off,2023,-0.011249992580352197,0.12999996681896753,0.18590703197456548,0.036324665331616934,8.82381240957453
base_t55_sl12_mp4,344820,BUY,2023-04-28,39494.64453125,2023-05-16,35154.1015625,2.531989,-11257.24,-11.26,2,regime_risk_off,2023,0.02566977090843836,0.15889024421834574,0.1812338043176025,0.01602655361199005,2.127770460759888
base_t55_sl12_mp4,023160,BUY,2023-05-09,17717.107421875,2023-05-16,16347.6689453125,5.644262,-8006.28,-8.01,1,regime_risk_off,2023,0.048986377292890015,0.12567966480624393,0.21052625608913988,0.018577571077058496,3.696260720312201
base_t55_sl12_mp4,092460,BUY,2023-05-23,6649.09326171875,2023-05-31,5617.95068359375,15.039645,-15761.49,-15.76,1,stop_loss,2023,0.0,0.19679994811097212,0.3122806114724763,0.029577162902194715,1.8242676212612476
