model,min_pred,top_n,score_mode,code,entry_date,exit_date,pnl_pct,pnl_krw,exit_reason,holding_steps
lgbm,0.01,4,penalized_tail,035290,2024-03-22,2024-04-05,-14.896601307189544,-14896.601307189543,stop_loss,2
lgbm,0.01,4,penalized_tail,241820,2024-03-15,2024-05-16,-14.306193353474328,-14306.19335347433,stop_loss,8
lgbm,0.01,4,penalized_tail,288330,2024-05-16,2024-06-14,26.644543741537124,26644.543741537127,take_profit,4
lgbm,0.01,4,penalized_tail,246690,2024-04-05,2024-06-21,-7.922785361970906,-7922.785361970906,time_exit,10
lgbm,0.01,4,penalized_tail,035290,2024-04-15,2024-06-28,5.636602451838873,5636.602451838873,time_exit,10
lgbm,0.01,4,penalized_tail,356890,2024-06-14,2024-07-05,-14.69377372842547,-14693.773728425469,stop_loss,3
lgbm,0.01,4,penalized_tail,203690,2024-06-28,2024-07-05,-12.364537815126052,-12364.537815126052,stop_loss,1
lgbm,0.01,4,penalized_tail,288330,2024-06-21,2024-07-19,25.69556133087755,25695.56133087755,take_profit,4
lgbm,0.01,4,penalized_tail,288330,2024-07-19,2024-07-26,23.276343977942453,23276.34397794245,take_profit,1
lgbm,0.01,4,penalized_tail,069920,2024-07-12,2024-08-26,-13.239787234042552,-13239.787234042553,stop_loss,6
lgbm,0.01,4,penalized_tail,424760,2024-07-26,2024-09-09,-23.568242245199407,-23568.242245199406,stop_loss,6
lgbm,0.01,4,penalized_tail,119650,2024-08-26,2024-09-09,74.47500000000001,74475.00000000001,take_profit,2
lgbm,0.01,4,penalized_tail,356890,2024-07-05,2024-09-19,-4.930029627449796,-4930.029627449796,time_exit,10
lgbm,0.01,4,penalized_tail,080720,2024-09-19,2024-10-07,20.699803149606304,20699.803149606305,take_profit,2
lgbm,0.01,4,penalized_tail,119650,2024-10-07,2024-10-15,-24.13073170731707,-24130.73170731707,stop_loss,1
lgbm,0.01,4,penalized_tail,352090,2024-09-09,2024-10-29,-13.584392911949559,-13584.392911949559,stop_loss,6
lgbm,0.01,4,penalized_tail,009440,2024-09-26,2024-12-03,29.822127659574456,29822.127659574457,take_profit,9
lgbm,0.01,4,penalized_tail,352090,2024-10-29,2025-01-10,1.2079067215136896,1207.9067215136893,time_exit,10
lgbm,0.01,4,penalized_tail,106080,2025-01-10,2025-02-06,-17.647800000000004,-17647.800000000003,stop_loss,3
lgbm,0.01,4,penalized_tail,088130,2024-12-03,2025-02-20,-6.796768393328079,-6796.768393328079,time_exit,10
lgbm,0.01,4,penalized_tail,101680,2025-02-06,2025-02-27,-12.877538461538455,-12877.538461538454,stop_loss,3
lgbm,0.01,4,penalized_tail,106080,2025-02-27,2025-03-14,20.13792102206737,20137.92102206737,take_profit,2
lgbm,0.01,4,penalized_tail,229000,2025-02-20,2025-03-21,-19.681804043545885,-19681.804043545882,stop_loss,4
lgbm,0.01,4,penalized_tail,101680,2025-03-14,2025-03-28,-13.548040885860305,-13548.040885860304,stop_loss,2
lgbm,0.01,4,penalized_tail,384470,2025-03-28,2025-04-25,-12.29642276422765,-12296.422764227653,stop_loss,4
lgbm,0.01,4,penalized_tail,229000,2025-03-21,2025-06-05,9.066924066924068,9066.924066924068,time_exit,10
lgbm,0.01,4,penalized_tail,424760,2025-04-25,2025-07-11,-5.270089730807579,-5270.08973080758,time_exit,10
lgbm,0.01,4,penalized_tail,069920,2025-07-11,2025-07-18,-15.597649667405772,-15597.64966740577,stop_loss,1
lgbm,0.01,4,penalized_tail,032280,2025-06-05,2025-08-18,-11.370707569101068,-11370.707569101069,time_exit,10
lgbm,0.01,4,penalized_tail,008600,2025-07-18,2025-08-18,-16.006164383561643,-16006.164383561641,stop_loss,4
lgbm,0.01,4,penalized_tail,435570,2025-08-25,2025-09-08,-12.412377531472826,-12412.377531472826,stop_loss,2
lgbm,0.01,4,penalized_tail,168330,2025-08-18,2025-09-23,-12.702870813397137,-12702.870813397138,stop_loss,5
lgbm,0.01,4,penalized_tail,307870,2025-09-08,2025-11-25,2.54429429429429,2544.29429429429,time_exit,10
lgbm,0.01,4,penalized_tail,079950,2025-09-23,2025-12-16,-29.19364077669903,-29193.64077669903,stop_loss,11
lgbm,0.01,4,penalized_tail,069920,2025-11-25,2025-12-16,-20.356268221574357,-20356.268221574355,stop_loss,3
lgbm,0.01,4,penalized_tail,106080,2025-12-23,2026-01-16,-23.08857142857142,-23088.57142857142,stop_loss,3
lgbm,0.01,4,penalized_tail,106080,2026-01-16,2026-02-06,-14.922666666666656,-14922.666666666657,stop_loss,3
lgbm,0.01,4,penalized_tail,079950,2026-02-06,2026-02-13,-19.374753451676515,-19374.753451676515,stop_loss,1
lgbm,0.01,4,penalized_tail,079950,2026-02-13,2026-02-25,-26.465170731707317,-26465.170731707316,stop_loss,1
lgbm,0.01,4,penalized_tail,317120,2025-12-16,2026-03-05,-7.442835671342691,-7442.835671342691,time_exit,10
lgbm,0.01,4,penalized_tail,101680,2026-02-25,2026-03-05,-12.7625,-12762.5,stop_loss,1
lgbm,0.01,4,penalized_tail,101680,2026-03-05,2026-03-19,22.818840579710145,22818.840579710144,take_profit,2
lgbm,0.01,4,penalized_tail,276730,2026-03-19,2026-05-11,98.0191135734072,98019.1135734072,take_profit,7
lgbm,0.01,4,penalized_tail,279600,2026-05-11,2026-06-02,-12.43912175648703,-12439.121756487031,stop_loss,3
lgbm,0.01,4,penalized_tail,000300,2024-02-22,2026-06-17,-0.3,-300.0,end,0
lgbm,0.01,4,penalized_tail,080720,2024-10-15,2026-06-17,-0.3,-300.0,end,0
lgbm,0.01,4,penalized_tail,106080,2026-03-12,2026-06-17,-0.30000000000000004,-300.0,end,0
lgbm,0.01,4,penalized_tail,058110,2026-06-02,2026-06-17,8.675425790754264,8675.425790754263,end,0
lgbm,-0.01,8,hybrid,175140,2023-01-09,2023-01-16,19.782174688057026,19782.174688057028,take_profit,1
lgbm,-0.01,8,hybrid,175140,2023-01-16,2023-02-15,20.852967359050453,20852.967359050454,take_profit,4
lgbm,-0.01,8,hybrid,356890,2023-01-25,2023-02-22,24.376233689513015,24376.233689513014,take_profit,4
lgbm,-0.01,8,hybrid,069330,2023-01-02,2023-03-16,2.0458823529411747,2045.8823529411748,time_exit,10
lgbm,-0.01,8,hybrid,203690,2023-01-02,2023-03-16,-20.24000000000001,-20240.000000000015,stop_loss,10
lgbm,-0.01,8,hybrid,042040,2023-02-15,2023-04-13,81.58031674208146,81580.31674208146,take_profit,8
lgbm,-0.01,8,hybrid,069920,2023-02-22,2023-05-08,37.103457106274,37103.457106274,take_profit,10
lgbm,-0.01,8,hybrid,002290,2023-03-16,2023-05-30,14.911026183011822,14911.026183011825,time_exit,10
lgbm,-0.01,8,hybrid,071950,2023-03-23,2023-06-07,5.903555555555547,5903.5555555555475,time_exit,10
lgbm,-0.01,8,hybrid,238090,2023-04-13,2023-06-28,-3.22697247706422,-3226.9724770642206,time_exit,10
lgbm,-0.01,8,hybrid,307930,2023-05-30,2023-07-12,32.52377153967122,32523.771539671216,take_profit,6
lgbm,-0.01,8,hybrid,204840,2023-05-08,2023-07-19,-5.440407673860915,-5440.407673860915,time_exit,10
lgbm,-0.01,8,hybrid,009440,2023-06-07,2023-07-26,-24.924695211561005,-24924.695211561004,stop_loss,7
lgbm,-0.01,8,hybrid,005110,2023-07-19,2023-08-17,-29.059615384615377,-29059.615384615376,stop_loss,4
lgbm,-0.01,8,hybrid,336060,2023-06-28,2023-08-31,28.444027517198233,28444.027517198236,take_profit,9
lgbm,-0.01,8,hybrid,002820,2023-07-12,2023-09-21,-10.68541666666667,-10685.416666666672,time_exit,10
lgbm,-0.01,8,hybrid,008600,2023-07-26,2023-10-12,5.025854700854703,5025.854700854703,time_exit,10
lgbm,-0.01,8,hybrid,217730,2023-08-31,2023-10-19,-17.69496491863244,-17694.96491863244,stop_loss,6
lgbm,-0.01,8,hybrid,033560,2023-08-17,2023-10-26,-18.910666666666657,-18910.666666666657,stop_loss,9
lgbm,-0.01,8,hybrid,081580,2023-09-21,2023-10-26,-12.437397797139653,-12437.397797139653,stop_loss,4
lgbm,-0.01,8,hybrid,069920,2023-10-26,2023-11-16,-15.22601744186046,-15226.017441860458,stop_loss,3
lgbm,-0.01,8,hybrid,011230,2023-10-12,2023-11-30,-12.589229767439827,-12589.229767439829,stop_loss,7
lgbm,-0.01,8,hybrid,307930,2023-10-19,2023-12-14,37.03535652332925,37035.35652332925,take_profit,8
lgbm,-0.01,8,hybrid,082660,2023-12-14,2023-12-21,-13.876170212765967,-13876.170212765966,stop_loss,1
lgbm,-0.01,8,hybrid,046070,2023-12-21,2024-01-02,21.373913043478257,21373.913043478256,take_profit,1
lgbm,-0.01,8,hybrid,005110,2023-11-02,2024-01-16,4.330030959752331,4330.03095975233,time_exit,10
lgbm,-0.01,8,hybrid,317690,2023-11-16,2024-01-30,-7.428808290155445,-7428.808290155444,time_exit,10
lgbm,-0.01,8,hybrid,000300,2024-01-02,2024-01-30,28.52891870807986,28528.91870807986,take_profit,4
lgbm,-0.01,8,hybrid,276730,2023-11-30,2024-02-15,-9.852095808383238,-9852.095808383237,time_exit,10
lgbm,-0.01,8,hybrid,000300,2024-02-06,2024-02-15,31.211401069741783,31211.401069741783,take_profit,1
lgbm,-0.01,8,hybrid,046070,2024-01-16,2024-03-08,-17.4359375,-17435.9375,stop_loss,7
lgbm,-0.01,8,hybrid,058110,2024-01-30,2024-03-22,19.73936877076412,19739.368770764122,take_profit,7
lgbm,-0.01,8,hybrid,241820,2024-03-08,2024-03-22,22.658804780876483,22658.804780876482,take_profit,2
lgbm,-0.01,8,hybrid,071950,2024-02-15,2024-04-15,-14.75192660550459,-14751.926605504588,stop_loss,8
lgbm,-0.01,8,hybrid,377220,2024-03-22,2024-04-15,-14.331851851851853,-14331.851851851854,stop_loss,3
lgbm,-0.01,8,hybrid,340360,2024-04-22,2024-04-29,26.160663507109,26160.663507109,take_profit,1
lgbm,-0.01,8,hybrid,288330,2024-04-29,2024-06-07,20.441367304795772,20441.36730479577,take_profit,5
lgbm,-0.01,8,hybrid,035290,2024-04-15,2024-06-28,5.636602451838873,5636.602451838873,time_exit,10
lgbm,-0.01,8,hybrid,356890,2024-06-07,2024-07-05,-13.082049048939764,-13082.049048939763,stop_loss,4
lgbm,-0.01,8,hybrid,203690,2024-06-28,2024-07-05,-12.364537815126052,-12364.537815126052,stop_loss,1
lgbm,-0.01,8,hybrid,288330,2024-07-12,2024-07-26,46.81359574942206,46813.595749422064,take_profit,2
lgbm,-0.01,8,hybrid,424760,2024-07-26,2024-09-09,-23.568242245199407,-23568.242245199406,stop_loss,6
lgbm,-0.01,8,hybrid,356890,2024-07-05,2024-09-19,-4.930029627449796,-4930.029627449796,time_exit,10
lgbm,-0.01,8,hybrid,080720,2024-09-19,2024-10-07,20.699803149606304,20699.803149606305,take_profit,2
lgbm,-0.01,8,hybrid,119650,2024-10-07,2024-10-15,-24.13073170731707,-24130.73170731707,stop_loss,1
lgbm,-0.01,8,hybrid,352090,2024-09-09,2024-10-29,-13.584392911949559,-13584.392911949559,stop_loss,6
lgbm,-0.01,8,hybrid,009440,2024-10-29,2024-12-03,41.24166666666669,41241.666666666686,take_profit,5
lgbm,-0.01,8,hybrid,088130,2024-12-03,2025-02-20,-6.796768393328079,-6796.768393328079,time_exit,10
lgbm,-0.01,8,hybrid,229000,2025-02-20,2025-03-21,-19.681804043545885,-19681.804043545882,stop_loss,4
lgbm,-0.01,8,hybrid,101680,2025-03-21,2025-05-21,-16.266192170818496,-16266.192170818496,stop_loss,8
lgbm,-0.01,8,hybrid,032280,2025-05-21,2025-08-01,-8.232151324716309,-8232.15132471631,time_exit,10
lgbm,-0.01,8,hybrid,435570,2025-08-01,2025-09-01,-15.001075441313894,-15001.075441313893,stop_loss,4
lgbm,-0.01,8,hybrid,307870,2025-09-01,2025-11-18,7.535703592814359,7535.70359281436,time_exit,10
lgbm,-0.01,8,hybrid,071950,2025-11-18,2025-11-25,-32.52816635160681,-32528.166351606807,stop_loss,1
lgbm,-0.01,8,hybrid,368600,2025-11-25,2026-01-16,-21.025039370078737,-21025.03937007874,stop_loss,7
lgbm,-0.01,8,hybrid,106080,2026-01-16,2026-02-06,-14.922666666666656,-14922.666666666657,stop_loss,3
lgbm,-0.01,8,hybrid,079950,2026-02-06,2026-02-13,-19.374753451676515,-19374.753451676515,stop_loss,1
lgbm,-0.01,8,hybrid,079950,2026-02-13,2026-02-25,-26.465170731707317,-26465.170731707316,stop_loss,1
lgbm,-0.01,8,hybrid,101680,2026-02-25,2026-03-05,-12.7625,-12762.5,stop_loss,1
lgbm,-0.01,8,hybrid,101680,2026-03-05,2026-03-19,22.818840579710145,22818.840579710144,take_profit,2
lgbm,-0.01,8,hybrid,276730,2026-03-19,2026-05-11,98.0191135734072,98019.1135734072,take_profit,7
lgbm,-0.01,8,hybrid,276730,2026-05-11,2026-06-02,-14.969944211994429,-14969.944211994429,stop_loss,3
lgbm,-0.01,8,hybrid,000300,2024-02-22,2026-06-17,-0.3,-300.0,end,0
lgbm,-0.01,8,hybrid,041590,2024-03-29,2026-06-17,-0.3,-300.0,end,0
lgbm,-0.01,8,hybrid,080720,2024-10-15,2026-06-17,-0.3,-300.0,end,0
lgbm,-0.01,8,hybrid,058110,2026-06-02,2026-06-17,8.675425790754264,8675.425790754263,end,0
lgbm,0.0,8,hybrid,175140,2023-01-09,2023-01-16,19.782174688057026,19782.174688057028,take_profit,1
lgbm,0.0,8,hybrid,175140,2023-01-16,2023-02-15,20.852967359050453,20852.967359050454,take_profit,4
lgbm,0.0,8,hybrid,356890,2023-01-25,2023-02-22,24.376233689513015,24376.233689513014,take_profit,4
lgbm,0.0,8,hybrid,069330,2023-01-02,2023-03-16,2.0458823529411747,2045.8823529411748,time_exit,10
lgbm,0.0,8,hybrid,203690,2023-01-02,2023-03-16,-20.24000000000001,-20240.000000000015,stop_loss,10
lgbm,0.0,8,hybrid,042040,2023-02-15,2023-04-13,81.58031674208146,81580.31674208146,take_profit,8
lgbm,0.0,8,hybrid,069920,2023-02-22,2023-05-08,37.103457106274,37103.457106274,take_profit,10
lgbm,0.0,8,hybrid,002290,2023-03-16,2023-05-30,14.911026183011822,14911.026183011825,time_exit,10
lgbm,0.0,8,hybrid,071950,2023-03-23,2023-06-07,5.903555555555547,5903.5555555555475,time_exit,10
lgbm,0.0,8,hybrid,238090,2023-04-13,2023-06-28,-3.22697247706422,-3226.9724770642206,time_exit,10
lgbm,0.0,8,hybrid,307930,2023-05-30,2023-07-12,32.52377153967122,32523.771539671216,take_profit,6
lgbm,0.0,8,hybrid,204840,2023-05-08,2023-07-19,-5.440407673860915,-5440.407673860915,time_exit,10
lgbm,0.0,8,hybrid,009440,2023-06-07,2023-07-26,-24.924695211561005,-24924.695211561004,stop_loss,7
lgbm,0.0,8,hybrid,005110,2023-07-19,2023-08-17,-29.059615384615377,-29059.615384615376,stop_loss,4
lgbm,0.0,8,hybrid,336060,2023-06-28,2023-08-31,28.444027517198233,28444.027517198236,take_profit,9
lgbm,0.0,8,hybrid,002820,2023-07-12,2023-09-21,-10.68541666666667,-10685.416666666672,time_exit,10
lgbm,0.0,8,hybrid,008600,2023-07-26,2023-10-12,5.025854700854703,5025.854700854703,time_exit,10
lgbm,0.0,8,hybrid,217730,2023-08-31,2023-10-19,-17.69496491863244,-17694.96491863244,stop_loss,6
lgbm,0.0,8,hybrid,033560,2023-08-17,2023-10-26,-18.910666666666657,-18910.666666666657,stop_loss,9
lgbm,0.0,8,hybrid,081580,2023-09-21,2023-10-26,-12.437397797139653,-12437.397797139653,stop_loss,4
lgbm,0.0,8,hybrid,069920,2023-10-26,2023-11-16,-15.22601744186046,-15226.017441860458,stop_loss,3
lgbm,0.0,8,hybrid,011230,2023-10-12,2023-11-30,-12.589229767439827,-12589.229767439829,stop_loss,7
lgbm,0.0,8,hybrid,307930,2023-10-19,2023-12-14,37.03535652332925,37035.35652332925,take_profit,8
lgbm,0.0,8,hybrid,082660,2023-12-14,2023-12-21,-13.876170212765967,-13876.170212765966,stop_loss,1
lgbm,0.0,8,hybrid,046070,2023-12-21,2024-01-02,21.373913043478257,21373.913043478256,take_profit,1
lgbm,0.0,8,hybrid,005110,2023-11-02,2024-01-16,4.330030959752331,4330.03095975233,time_exit,10
lgbm,0.0,8,hybrid,317690,2023-11-16,2024-01-30,-7.428808290155445,-7428.808290155444,time_exit,10
lgbm,0.0,8,hybrid,000300,2024-01-02,2024-01-30,28.52891870807986,28528.91870807986,take_profit,4
lgbm,0.0,8,hybrid,276730,2023-11-30,2024-02-15,-9.852095808383238,-9852.095808383237,time_exit,10
lgbm,0.0,8,hybrid,000300,2024-02-06,2024-02-15,31.211401069741783,31211.401069741783,take_profit,1
lgbm,0.0,8,hybrid,046070,2024-01-16,2024-03-08,-17.4359375,-17435.9375,stop_loss,7
lgbm,0.0,8,hybrid,058110,2024-01-30,2024-03-22,19.73936877076412,19739.368770764122,take_profit,7
lgbm,0.0,8,hybrid,241820,2024-03-08,2024-03-22,22.658804780876483,22658.804780876482,take_profit,2
lgbm,0.0,8,hybrid,071950,2024-02-15,2024-04-15,-14.75192660550459,-14751.926605504588,stop_loss,8
lgbm,0.0,8,hybrid,377220,2024-03-22,2024-04-15,-14.331851851851853,-14331.851851851854,stop_loss,3
lgbm,0.0,8,hybrid,340360,2024-04-22,2024-04-29,26.160663507109,26160.663507109,take_profit,1
lgbm,0.0,8,hybrid,288330,2024-04-29,2024-06-07,20.441367304795772,20441.36730479577,take_profit,5
lgbm,0.0,8,hybrid,035290,2024-04-15,2024-06-28,5.636602451838873,5636.602451838873,time_exit,10
lgbm,0.0,8,hybrid,356890,2024-06-07,2024-07-05,-13.082049048939764,-13082.049048939763,stop_loss,4
lgbm,0.0,8,hybrid,203690,2024-06-28,2024-07-05,-12.364537815126052,-12364.537815126052,stop_loss,1
lgbm,0.0,8,hybrid,288330,2024-07-12,2024-07-26,46.81359574942206,46813.595749422064,take_profit,2
lgbm,0.0,8,hybrid,424760,2024-07-26,2024-09-09,-23.568242245199407,-23568.242245199406,stop_loss,6
lgbm,0.0,8,hybrid,356890,2024-07-05,2024-09-19,-4.930029627449796,-4930.029627449796,time_exit,10
lgbm,0.0,8,hybrid,080720,2024-09-19,2024-10-07,20.699803149606304,20699.803149606305,take_profit,2
lgbm,0.0,8,hybrid,119650,2024-10-07,2024-10-15,-24.13073170731707,-24130.73170731707,stop_loss,1
lgbm,0.0,8,hybrid,352090,2024-09-09,2024-10-29,-13.584392911949559,-13584.392911949559,stop_loss,6
lgbm,0.0,8,hybrid,009440,2024-10-29,2024-12-03,41.24166666666669,41241.666666666686,take_profit,5
lgbm,0.0,8,hybrid,088130,2024-12-03,2025-02-20,-6.796768393328079,-6796.768393328079,time_exit,10
lgbm,0.0,8,hybrid,229000,2025-02-20,2025-03-21,-19.681804043545885,-19681.804043545882,stop_loss,4
lgbm,0.0,8,hybrid,101680,2025-03-21,2025-05-21,-16.266192170818496,-16266.192170818496,stop_loss,8
lgbm,0.0,8,hybrid,032280,2025-05-21,2025-08-01,-8.232151324716309,-8232.15132471631,time_exit,10
lgbm,0.0,8,hybrid,435570,2025-08-01,2025-09-01,-15.001075441313894,-15001.075441313893,stop_loss,4
lgbm,0.0,8,hybrid,307870,2025-09-01,2025-11-18,7.535703592814359,7535.70359281436,time_exit,10
lgbm,0.0,8,hybrid,071950,2025-11-18,2025-11-25,-32.52816635160681,-32528.166351606807,stop_loss,1
lgbm,0.0,8,hybrid,368600,2025-11-25,2026-01-16,-21.025039370078737,-21025.03937007874,stop_loss,7
lgbm,0.0,8,hybrid,106080,2026-01-16,2026-02-06,-14.922666666666656,-14922.666666666657,stop_loss,3
lgbm,0.0,8,hybrid,079950,2026-02-06,2026-02-13,-19.374753451676515,-19374.753451676515,stop_loss,1
lgbm,0.0,8,hybrid,079950,2026-02-13,2026-02-25,-26.465170731707317,-26465.170731707316,stop_loss,1
lgbm,0.0,8,hybrid,101680,2026-02-25,2026-03-05,-12.7625,-12762.5,stop_loss,1
lgbm,0.0,8,hybrid,101680,2026-03-05,2026-03-19,22.818840579710145,22818.840579710144,take_profit,2
lgbm,0.0,8,hybrid,276730,2026-03-19,2026-05-11,98.0191135734072,98019.1135734072,take_profit,7
lgbm,0.0,8,hybrid,276730,2026-05-11,2026-06-02,-14.969944211994429,-14969.944211994429,stop_loss,3
lgbm,0.0,8,hybrid,000300,2024-02-22,2026-06-17,-0.3,-300.0,end,0
lgbm,0.0,8,hybrid,041590,2024-03-29,2026-06-17,-0.3,-300.0,end,0
lgbm,0.0,8,hybrid,080720,2024-10-15,2026-06-17,-0.3,-300.0,end,0
lgbm,0.0,8,hybrid,058110,2026-06-02,2026-06-17,8.675425790754264,8675.425790754263,end,0
xgb,0.0,4,ml,175140,2023-01-09,2023-01-16,19.782174688057026,19782.174688057028,take_profit,1
xgb,0.0,4,ml,032790,2023-01-02,2023-02-01,37.9378779481533,37937.8779481533,take_profit,4
xgb,0.0,4,ml,279600,2023-01-02,2023-02-01,24.985617021276603,24985.6170212766,take_profit,4
xgb,0.0,4,ml,032680,2023-01-25,2023-02-08,20.14525633470832,20145.25633470832,take_profit,2
xgb,0.0,4,ml,175140,2023-01-16,2023-02-15,20.852967359050453,20852.967359050454,take_profit,4
xgb,0.0,4,ml,042040,2023-02-08,2023-02-15,-16.380645161290317,-16380.645161290318,stop_loss,1
xgb,0.0,4,ml,328380,2023-02-15,2023-02-22,-18.402710027100273,-18402.71002710027,stop_loss,1
xgb,0.0,4,ml,388790,2023-02-15,2023-03-02,-16.857950530035335,-16857.950530035334,stop_loss,2
xgb,0.0,4,ml,091970,2023-03-02,2023-03-09,-22.576066945606694,-22576.066945606697,stop_loss,1
xgb,0.0,4,ml,117580,2023-02-01,2023-03-16,-17.170834091277328,-17170.834091277327,stop_loss,6
xgb,0.0,4,ml,006380,2023-03-23,2023-03-30,-17.648442534908696,-17648.442534908696,stop_loss,1
xgb,0.0,4,ml,006380,2023-03-30,2023-04-13,-15.987516254876462,-15987.516254876464,stop_loss,2
xgb,0.0,4,ml,006380,2023-04-13,2023-04-20,31.087037037037053,31087.03703703705,take_profit,1
xgb,0.0,4,ml,069920,2023-02-22,2023-05-08,37.103457106274,37103.457106274,take_profit,10
xgb,0.0,4,ml,203690,2023-03-16,2023-05-15,-14.235340909090914,-14235.340909090912,stop_loss,8
xgb,0.0,4,ml,079950,2023-04-20,2023-05-15,-13.589530892448515,-13589.530892448514,stop_loss,3
xgb,0.0,4,ml,091970,2023-03-09,2023-05-22,1.6338362068965506,1633.8362068965507,time_exit,10
xgb,0.0,4,ml,006380,2023-05-30,2023-07-12,-13.721153846153843,-13721.153846153844,stop_loss,6
xgb,0.0,4,ml,204840,2023-05-08,2023-07-19,-5.440407673860915,-5440.407673860915,time_exit,10
xgb,0.0,4,ml,376290,2023-05-15,2023-07-26,-10.61379332269638,-10613.79332269638,time_exit,10
xgb,0.0,4,ml,187220,2023-07-12,2023-07-26,-14.147225710547776,-14147.225710547777,stop_loss,2
xgb,0.0,4,ml,340360,2023-05-22,2023-08-02,-1.0129916567342006,-1012.9916567342007,time_exit,10
xgb,0.0,4,ml,005110,2023-07-19,2023-08-17,-29.059615384615377,-29059.615384615376,stop_loss,4
xgb,0.0,4,ml,005110,2023-08-17,2023-08-24,24.28817567567568,24288.17567567568,take_profit,1
xgb,0.0,4,ml,046070,2023-08-24,2023-09-21,-25.511494252873558,-25511.494252873556,stop_loss,4
xgb,0.0,4,ml,079950,2023-08-09,2023-10-04,-16.512508686587914,-16512.508686587913,stop_loss,7
xgb,0.0,4,ml,002880,2023-09-21,2023-10-04,-17.218787878787886,-17218.787878787887,stop_loss,1
xgb,0.0,4,ml,187420,2023-07-26,2023-10-12,-1.989830508474566,-1989.8305084745662,time_exit,10
xgb,0.0,4,ml,033560,2023-08-02,2023-10-19,-5.180419580419577,-5180.419580419577,time_exit,10
xgb,0.0,4,ml,090370,2023-10-19,2023-12-07,21.309852216748766,21309.852216748768,take_profit,7
xgb,0.0,4,ml,046070,2023-10-26,2023-12-07,-16.26404833836858,-16264.048338368579,stop_loss,6
xgb,0.0,4,ml,196700,2023-10-04,2023-12-14,0.9592531576057082,959.2531576057081,time_exit,10
xgb,0.0,4,ml,080530,2023-10-12,2023-12-21,14.26014851485149,14260.148514851491,time_exit,10
xgb,0.0,4,ml,046070,2023-12-14,2023-12-21,32.805019305019314,32805.01930501932,take_profit,1
xgb,0.0,4,ml,082660,2023-12-21,2024-01-30,-18.226354679802956,-18226.354679802957,stop_loss,5
xgb,0.0,4,ml,000300,2024-01-02,2024-01-30,28.52891870807986,28528.91870807986,take_profit,4
xgb,0.0,4,ml,000300,2024-02-06,2024-02-15,31.211401069741783,31211.401069741783,take_profit,1
xgb,0.0,4,ml,276730,2023-12-07,2024-02-22,5.880589430894294,5880.589430894295,time_exit,10
xgb,0.0,4,ml,033560,2023-12-21,2024-03-08,-0.13971061093248135,-139.71061093248136,time_exit,10
xgb,0.0,4,ml,046070,2024-02-15,2024-03-08,-18.20278637770898,-18202.78637770898,stop_loss,3
xgb,0.0,4,ml,058110,2024-01-30,2024-03-22,19.73936877076412,19739.368770764122,take_profit,7
xgb,0.0,4,ml,377220,2024-03-08,2024-04-05,-13.748741007194232,-13748.741007194229,stop_loss,4
xgb,0.0,4,ml,071850,2024-04-05,2024-04-29,21.58536585365854,21585.365853658543,take_profit,3
xgb,0.0,4,ml,241820,2024-03-15,2024-05-16,-14.306193353474328,-14306.19335347433,stop_loss,8
xgb,0.0,4,ml,288330,2024-05-16,2024-06-14,26.644543741537124,26644.543741537127,take_profit,4
xgb,0.0,4,ml,071850,2024-06-14,2024-07-05,-22.317943409247746,-22317.943409247746,stop_loss,3
xgb,0.0,4,ml,035290,2024-04-29,2024-07-12,-4.656638655462186,-4656.638655462186,time_exit,10
xgb,0.0,4,ml,069920,2024-07-12,2024-08-26,-13.239787234042552,-13239.787234042553,stop_loss,6
xgb,0.0,4,ml,119650,2024-08-26,2024-09-09,74.47500000000001,74475.00000000001,take_profit,2
xgb,0.0,4,ml,356890,2024-07-05,2024-09-19,-4.930029627449796,-4930.029627449796,time_exit,10
xgb,0.0,4,ml,080720,2024-09-19,2024-10-07,20.699803149606304,20699.803149606305,take_profit,2
xgb,0.0,4,ml,119650,2024-10-07,2024-10-15,-24.13073170731707,-24130.73170731707,stop_loss,1
xgb,0.0,4,ml,352090,2024-09-09,2024-10-29,-13.584392911949559,-13584.392911949559,stop_loss,6
xgb,0.0,4,ml,352090,2024-10-29,2025-01-10,1.2079067215136896,1207.9067215136893,time_exit,10
xgb,0.0,4,ml,106080,2025-01-10,2025-02-06,-17.647800000000004,-17647.800000000003,stop_loss,3
xgb,0.0,4,ml,229000,2025-02-06,2025-03-21,-19.514909090909104,-19514.909090909103,stop_loss,6
xgb,0.0,4,ml,101680,2025-03-21,2025-05-21,-16.266192170818496,-16266.192170818496,stop_loss,8
xgb,0.0,4,ml,032280,2025-05-21,2025-08-01,-8.232151324716309,-8232.15132471631,time_exit,10
xgb,0.0,4,ml,435570,2025-08-01,2025-09-01,-15.001075441313894,-15001.075441313893,stop_loss,4
xgb,0.0,4,ml,307870,2025-09-01,2025-11-18,7.535703592814359,7535.70359281436,time_exit,10
xgb,0.0,4,ml,071950,2025-11-18,2025-11-25,-32.52816635160681,-32528.166351606807,stop_loss,1
xgb,0.0,4,ml,106080,2025-11-25,2026-01-16,-31.18865030674846,-31188.65030674846,stop_loss,7
xgb,0.0,4,ml,309930,2026-01-16,2026-02-25,-15.334126984126994,-15334.126984126997,stop_loss,5
xgb,0.0,4,ml,368600,2026-02-25,2026-03-05,-26.419843924191767,-26419.843924191766,stop_loss,1
