total_return_pct,max_drawdown_pct,total_trades,winning_trades,win_rate_pct,sharpe_ratio,final_equity_krw,initial_cash_krw,transaction_cost_bps,total_cost_krw,strategy,overlay_mode,alpha,stop_loss_pct,take_profit_pct,trailing_stop_pct,max_holding_steps,max_positions,train_end,trade_year,cash_fraction_per_entry,max_notional,daily_avg_pct_252,target_05pct_day
152.71,-15.02,84,41,48.81,6.8896,2527126.17,1000000,30.0,105785.56,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,1.0,200000,0.6059920634920635,True
123.34,-36.46,50,25,50.0,4.5225,2233363.68,1000000,30.0,94002.84,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,1.0,300000,0.48944444444444446,False
137.91,-33.29,29,14,48.28,4.4684,2379064.65,1000000,30.0,91433.1,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,1.0,500000,0.5472619047619047,True
35.97,-8.42,66,25,37.88,5.5306,1359687.59,1000000,30.0,40263.3,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.25,100000,0.14273809523809525,False
50.06,-8.3,64,27,42.19,6.7088,1500627.24,1000000,30.0,50052.61,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.25,150000,0.19865079365079366,False
46.63,-8.21,63,27,42.86,6.2968,1466287.17,1000000,30.0,50782.16,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.25,200000,0.18503968253968256,False
42.6,-8.35,63,27,42.86,5.7643,1425973.59,1000000,30.0,51231.49,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.25,300000,0.16904761904761906,False
41.44,-8.88,63,27,42.86,5.6077,1414409.01,1000000,30.0,51330.69,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.25,500000,0.16444444444444445,False
37.38,-8.35,66,25,37.88,5.6102,1373832.02,1000000,30.0,40521.02,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.3,100000,0.14833333333333334,False
51.18,-8.85,64,26,40.62,6.7423,1511803.54,1000000,30.0,51851.64,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.3,150000,0.2030952380952381,False
34.97,-8.75,63,25,39.68,4.6806,1349747.21,1000000,30.0,51184.43,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.3,200000,0.13876984126984127,False
39.84,-8.59,64,27,42.19,4.5698,1398414.45,1000000,30.0,56094.33,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.3,300000,0.15809523809523812,False
35.6,-10.21,64,27,42.19,4.1574,1356019.04,1000000,30.0,55961.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.3,500000,0.14126984126984127,False
38.18,-8.3,66,25,37.88,5.6403,1381839.57,1000000,30.0,40666.08,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.4,100000,0.1515079365079365,False
54.38,-9.34,65,25,38.46,6.8202,1543789.02,1000000,30.0,55082.66,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.4,150000,0.21579365079365082,False
33.88,-9.37,64,26,40.62,4.352,1338776.77,1000000,30.0,53918.45,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.4,200000,0.13444444444444445,False
49.45,-10.2,64,29,45.31,5.1531,1494533.96,1000000,30.0,59543.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.4,300000,0.19623015873015875,False
38.16,-11.13,63,27,42.86,4.2874,1381641.44,1000000,30.0,58094.98,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.4,500000,0.1514285714285714,False
38.18,-8.3,66,25,37.88,5.6403,1381839.57,1000000,30.0,40666.08,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.5,100000,0.1515079365079365,False
54.8,-10.21,65,25,38.46,6.6339,1548042.06,1000000,30.0,56147.03,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.5,150000,0.21746031746031744,False
40.94,-8.81,62,25,40.32,4.5848,1409358.97,1000000,30.0,57803.03,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.5,200000,0.16246031746031744,False
48.76,-10.34,63,28,44.44,4.9995,1487581.85,1000000,30.0,59652.27,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.5,300000,0.1934920634920635,False
28.26,-20.36,59,27,45.76,3.0475,1282613.09,1000000,30.0,56409.08,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.5,500000,0.11214285714285716,False
38.18,-8.3,66,25,37.88,5.6403,1381839.57,1000000,30.0,40666.08,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.6,100000,0.1515079365079365,False
57.57,-10.39,65,26,40.0,6.4839,1575667.91,1000000,30.0,57048.72,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.6,150000,0.22845238095238096,False
44.82,-8.69,62,25,40.32,4.788,1448164.78,1000000,30.0,60098.49,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.6,200000,0.17785714285714285,False
42.97,-9.89,60,26,43.33,4.8215,1429726.01,1000000,30.0,55935.48,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.6,300000,0.170515873015873,False
18.67,-21.43,56,25,44.64,2.151,1186697.06,1000000,30.0,56827.31,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.6,500000,0.07408730158730159,False
38.18,-8.3,66,25,37.88,5.6403,1381839.57,1000000,30.0,40666.08,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.8,100000,0.1515079365079365,False
60.66,-10.16,65,27,41.54,6.4927,1606570.82,1000000,30.0,57737.54,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.8,150000,0.24071428571428571,False
40.81,-9.25,59,25,42.37,4.4504,1408130.22,1000000,30.0,58726.17,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.8,200000,0.16194444444444445,False
35.95,-14.7,54,25,46.3,3.9146,1359505.01,1000000,30.0,55427.23,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.8,300000,0.14265873015873018,False
45.74,-13.23,55,24,43.64,3.7268,1457393.9,1000000,30.0,69490.23,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,0.8,500000,0.1815079365079365,False
38.18,-8.3,66,25,37.88,5.6403,1381839.57,1000000,30.0,40666.08,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,1.0,100000,0.1515079365079365,False
55.19,-10.44,62,24,38.71,6.4709,1551944.01,1000000,30.0,57325.65,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,1.0,150000,0.2190079365079365,False
44.06,-10.93,49,17,34.69,4.4503,1440552.53,1000000,30.0,59953.23,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,1.0,200000,0.17484126984126985,False
13.87,-20.98,25,8,32.0,1.881,1138684.13,1000000,30.0,45202.79,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,1.0,300000,0.055039682539682534,False
-2.37,-35.65,15,4,26.67,0.3914,976339.43,1000000,30.0,45044.3,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,8,2025,2026,1.0,500000,-0.009404761904761905,False
39.97,-6.66,65,29,44.62,6.8223,1399713.74,1000000,30.0,39899.46,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.25,100000,0.15861111111111112,False
61.01,-7.18,64,28,43.75,7.6704,1610078.11,1000000,30.0,53426.21,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.25,150000,0.2421031746031746,False
61.09,-9.09,64,28,43.75,6.8375,1610922.81,1000000,30.0,58138.66,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.25,200000,0.24242063492063493,False
60.96,-10.95,65,30,46.15,6.2956,1609648.64,1000000,30.0,59937.83,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.25,300000,0.2419047619047619,False
56.4,-10.98,65,29,44.62,5.9229,1563992.28,1000000,30.0,59320.9,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.25,500000,0.2238095238095238,False
39.77,-6.67,65,29,44.62,6.7419,1397688.2,1000000,30.0,40047.99,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.3,100000,0.15781746031746033,False
61.94,-7.13,64,28,43.75,7.5599,1619353.65,1000000,30.0,54943.54,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.3,150000,0.2457936507936508,False
68.32,-8.99,64,28,43.75,7.2343,1683161.16,1000000,30.0,62316.28,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.3,200000,0.2711111111111111,False
74.03,-11.62,64,32,50.0,6.7388,1740330.97,1000000,30.0,65941.72,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.3,300000,0.2937698412698413,False
67.3,-11.73,64,31,48.44,6.1421,1672964.17,1000000,30.0,65491.77,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.3,500000,0.26706349206349206,False
39.77,-6.67,65,29,44.62,6.6921,1397683.08,1000000,30.0,40111.95,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.4,100000,0.15781746031746033,False
63.58,-7.06,64,28,43.75,7.5654,1635767.6,1000000,30.0,56645.44,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.4,150000,0.2523015873015873,False
88.93,-8.07,63,31,49.21,8.419,1889257.16,1000000,30.0,67888.04,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.4,200000,0.35289682539682543,False
76.76,-12.46,64,32,50.0,6.6063,1767629.77,1000000,30.0,71706.72,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.4,300000,0.3046031746031746,False
73.46,-12.67,64,33,51.56,5.7132,1734617.97,1000000,30.0,72132.97,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.4,500000,0.2915079365079365,False
39.77,-6.67,65,29,44.62,6.6921,1397683.08,1000000,30.0,40111.95,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.5,100000,0.15781746031746033,False
64.91,-7.01,64,28,43.75,7.6972,1649129.17,1000000,30.0,57373.88,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.5,150000,0.2575793650793651,False
93.57,-7.89,63,31,49.21,8.4805,1935725.28,1000000,30.0,69762.21,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.5,200000,0.37130952380952376,False
88.68,-12.79,63,33,52.38,7.0582,1886785.05,1000000,30.0,78421.56,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.5,300000,0.35190476190476194,False
67.99,-13.12,63,31,49.21,5.1922,1679868.62,1000000,30.0,72886.57,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.5,500000,0.26980158730158726,False
39.77,-6.67,65,29,44.62,6.6921,1397683.08,1000000,30.0,40111.95,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.6,100000,0.15781746031746033,False
67.24,-6.92,65,29,44.62,8.0307,1672436.86,1000000,30.0,58187.74,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.6,150000,0.2668253968253968,False
92.39,-7.93,63,31,49.21,8.4377,1923907.13,1000000,30.0,70294.56,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.6,200000,0.36662698412698413,False
93.63,-13.45,62,30,48.39,7.2027,1936321.41,1000000,30.0,81514.39,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.6,300000,0.371547619047619,False
77.6,-13.63,61,29,47.54,5.6723,1775993.72,1000000,30.0,74582.3,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.6,500000,0.3079365079365079,False
39.77,-6.67,65,29,44.62,6.6921,1397683.08,1000000,30.0,40111.95,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.8,100000,0.15781746031746033,False
66.25,-6.96,65,29,44.62,8.0,1662524.19,1000000,30.0,58360.98,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.8,150000,0.2628968253968254,False
82.34,-8.33,62,28,45.16,7.7732,1823426.22,1000000,30.0,71069.87,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.8,200000,0.3267460317460318,False
98.32,-14.46,63,29,46.03,7.1949,1983229.96,1000000,30.0,85500.54,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.8,300000,0.39015873015873015,False
49.26,-18.09,53,29,54.72,3.8769,1492588.25,1000000,30.0,68726.86,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,0.8,500000,0.19547619047619047,False
39.77,-6.67,65,29,44.62,6.6921,1397683.08,1000000,30.0,40111.95,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,1.0,100000,0.15781746031746033,False
66.52,-6.95,62,27,43.55,7.8414,1665195.44,1000000,30.0,57666.43,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,1.0,150000,0.26396825396825396,False
65.37,-9.11,56,22,39.29,6.4645,1653699.38,1000000,30.0,68965.12,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,1.0,200000,0.2594047619047619,False
89.4,-11.53,41,17,41.46,7.2958,1893956.05,1000000,30.0,76252.54,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,1.0,300000,0.3547619047619048,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2025,2026,1.0,500000,0.10384920634920636,False
