total_return_pct,max_drawdown_pct,total_trades,winning_trades,win_rate_pct,sharpe_ratio,final_equity_krw,initial_cash_krw,transaction_cost_bps,total_cost_krw,strategy,overlay_mode,alpha,stop_loss_pct,take_profit_pct,trailing_stop_pct,max_holding_steps,max_positions,train_end,trade_year,cash_fraction_per_entry,max_notional,daily_avg_pct_252,target_05pct_day
153.03,-15.34,109,56,51.38,7.207,2530255.93,1000000,30.0,100617.55,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.5,200000,0.6072619047619048,True
146.08,-17.99,109,56,51.38,6.1392,2460781.44,1000000,30.0,105877.26,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.5,300000,0.5796825396825397,True
142.1,-21.63,108,55,50.93,5.5052,2421013.24,1000000,30.0,107758.92,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.5,500000,0.5638888888888889,True
81.43,-15.59,113,53,46.9,6.4023,1814330.36,1000000,30.0,70497.9,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.6,100000,0.32313492063492066,False
123.23,-12.82,109,56,51.38,7.0778,2232331.75,1000000,30.0,88939.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.6,150000,0.4890079365079365,False
149.67,-15.39,109,56,51.38,6.945,2496726.13,1000000,30.0,102243.38,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.6,200000,0.5939285714285714,True
171.42,-14.07,110,58,52.73,6.8974,2714232.16,1000000,30.0,114595.76,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.6,300000,0.6802380952380952,True
159.69,-27.96,106,59,55.66,5.365,2596861.69,1000000,30.0,114933.42,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.6,500000,0.6336904761904761,True
81.43,-15.59,113,53,46.9,6.4023,1814330.36,1000000,30.0,70497.9,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.8,100000,0.32313492063492066,False
122.26,-13.75,109,58,53.21,6.8273,2222647.64,1000000,30.0,89559.51,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.8,150000,0.4851587301587302,False
157.89,-16.33,108,54,50.0,7.0825,2578948.16,1000000,30.0,104842.35,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.8,200000,0.626547619047619,True
184.78,-15.69,104,58,55.77,6.9294,2847769.28,1000000,30.0,116982.1,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.8,300000,0.7332539682539683,True
109.27,-48.28,102,50,49.02,3.5958,2092667.31,1000000,30.0,103400.34,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,0.8,500000,0.4336111111111111,False
81.43,-15.59,113,53,46.9,6.4023,1814330.36,1000000,30.0,70497.9,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,1.0,100000,0.32313492063492066,False
112.09,-16.32,92,44,47.83,6.1422,2120892.28,1000000,30.0,86487.26,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,8,2024,2025,1.0,150000,0.4448015873015873,False
