name,step,score_threshold,stop_loss_pct,take_profit_pct,max_holding_steps,total_return_pct,max_drawdown_pct,sharpe_ratio,total_trades,win_rate_pct,final_equity_krw
low_thresh,5,50.0,0.05,0.08,20,3.94,0.0,25.3187,12,75.0,1039445.34
high_thresh,5,80.0,0.05,0.08,20,1.5,0.0,9.9169,2,100.0,1014985.17
